Date,EUROSTX-LARGE
2014-12-12 00:00:00+00:00,-0.03079223
2014-12-15 00:00:00+00:00,-0.04935225
2014-12-16 00:00:00+00:00,0.04111322
2014-12-17 00:00:00+00:00,0.00402851
2014-12-18 00:00:00+00:00,0.05815032
2014-12-19 00:00:00+00:00,-0.00420800
2014-12-22 00:00:00+00:00,0.01265060
2014-12-23 00:00:00+00:00,0.02034101
2014-12-29 00:00:00+00:00,0.00325733
2014-12-30 00:00:00+00:00,-0.02667457
2015-01-02 00:00:00+00:00,-0.00030039
2015-01-05 00:00:00+00:00,-0.06850962
2015-01-06 00:00:00+00:00,0.00342253
2015-01-07 00:00:00+00:00,-0.00530587
2015-01-08 00:00:00+00:00,0.07038306
2015-01-09 00:00:00+00:00,-0.05294826
2015-01-12 00:00:00+00:00,0.02719407
2015-01-13 00:00:00+00:00,0.02987805
2015-01-14 00:00:00+00:00,-0.01922499
2015-01-15 00:00:00+00:00,0.03275705
2015-01-16 00:00:00+00:00,0.03282602
2015-01-19 00:00:00+00:00,0.01115678
2015-01-20 00:00:00+00:00,0.01343066
2015-01-21 00:00:00+00:00,0.01392111
2015-01-22 00:00:00+00:00,0.03456221
2015-01-23 00:00:00+00:00,0.03737259
2015-01-26 00:00:00+00:00,0.01723180
2015-01-27 00:00:00+00:00,-0.02314687
2015-01-28 00:00:00+00:00,-0.00334541
2015-01-29 00:00:00+00:00,0.00558503
2015-01-30 00:00:00+00:00,-0.01169591
2015-02-02 00:00:00+00:00,0.00784314
2015-02-03 00:00:00+00:00,0.02622768
2015-02-04 00:00:00+00:00,0.00055081
2015-02-05 00:00:00+00:00,-0.00055066
2015-02-06 00:00:00+00:00,-0.00550812
2015-02-09 00:00:00+00:00,-0.02540735
2015-02-10 00:00:00+00:00,0.01678322
2015-02-11 00:00:00+00:00,-0.00332779
2015-02-12 00:00:00+00:00,0.02444444
2015-02-13 00:00:00+00:00,0.01756312
2015-02-16 00:00:00+00:00,-0.00598477
2015-02-17 00:00:00+00:00,-0.00272851
2015-02-18 00:00:00+00:00,0.01748634
2015-02-19 00:00:00+00:00,0.01354280
2015-02-20 00:00:00+00:00,0.00107614
2015-02-23 00:00:00+00:00,0.01667115
2015-02-24 00:00:00+00:00,0.01600000
2015-02-25 00:00:00+00:00,-0.00317460
2015-02-26 00:00:00+00:00,0.01642819
2015-02-27 00:00:00+00:00,0.00946124
2015-03-02 00:00:00+00:00,0.00104630
2015-03-03 00:00:00+00:00,-0.02039216
2015-03-04 00:00:00+00:00,0.01320655
2015-03-05 00:00:00+00:00,0.02250326
2015-03-06 00:00:00+00:00,0.00415153
2015-03-09 00:00:00+00:00,-0.00517866
2015-03-10 00:00:00+00:00,-0.01713396
2015-03-11 00:00:00+00:00,0.04346688
2015-03-12 00:00:00+00:00,-0.02050231
2015-03-13 00:00:00+00:00,0.00837258
2015-03-16 00:00:00+00:00,0.02709745
2015-03-17 00:00:00+00:00,-0.02005141
2015-03-18 00:00:00+00:00,-0.00207738
2015-03-19 00:00:00+00:00,0.00155966
2015-03-20 00:00:00+00:00,0.02961039
2015-03-23 00:00:00+00:00,-0.02098797
2015-03-24 00:00:00+00:00,0.02327988
2015-03-25 00:00:00+00:00,-0.02403477
2015-03-26 00:00:00+00:00,-0.01190476
2015-03-27 00:00:00+00:00,0.00416558
2015-03-30 00:00:00+00:00,0.03169654
2015-03-31 00:00:00+00:00,-0.01585678
2015-04-01 00:00:00+00:00,0.00670276
2015-04-02 00:00:00+00:00,0.00000000
2015-04-07 00:00:00+00:00,0.02826310
2015-04-08 00:00:00+00:00,-0.00912085
2015-04-09 00:00:00+00:00,0.02036142
2015-04-10 00:00:00+00:00,0.01965231
2015-04-13 00:00:00+00:00,0.00648703
2015-04-14 00:00:00+00:00,-0.01890077
2015-04-15 00:00:00+00:00,0.00853628
2015-04-16 00:00:00+00:00,-0.02450000
2015-04-17 00:00:00+00:00,-0.04505189
2015-04-20 00:00:00+00:00,0.02278612
2015-04-21 00:00:00+00:00,0.00921659
2015-04-22 00:00:00+00:00,-0.00101937
2015-04-23 00:00:00+00:00,-0.01631820
2015-04-24 00:00:00+00:00,0.01182519
