Date,MSCIEAFA
2011-10-06 00:00:00+00:00,0.05506160
2011-10-07 00:00:00+00:00,-0.01252097
2011-10-10 00:00:00+00:00,0.07474673
2011-10-11 00:00:00+00:00,-0.00155163
2011-10-12 00:00:00+00:00,0.03360309
2011-10-13 00:00:00+00:00,-0.00084178
2011-10-14 00:00:00+00:00,0.02358997
2011-10-17 00:00:00+00:00,-0.04614229
2011-10-18 00:00:00+00:00,0.02678112
2011-10-19 00:00:00+00:00,-0.03331550
2011-10-20 00:00:00+00:00,0.00388313
2011-10-21 00:00:00+00:00,0.04921306
2011-10-24 00:00:00+00:00,0.02746730
2011-10-25 00:00:00+00:00,-0.03433785
2011-10-26 00:00:00+00:00,0.02661194
2011-10-27 00:00:00+00:00,0.11583032
2011-10-28 00:00:00+00:00,-0.01497392
2011-10-31 00:00:00+00:00,-0.10894378
2011-11-01 00:00:00+00:00,-0.06565391
2011-11-02 00:00:00+00:00,0.02120639
2011-11-03 00:00:00+00:00,0.05262428
2011-11-04 00:00:00+00:00,-0.02748172
2011-11-07 00:00:00+00:00,0.01431437
2011-11-08 00:00:00+00:00,0.03020466
2011-11-09 00:00:00+00:00,-0.10656033
2011-11-10 00:00:00+00:00,0.02254560
2011-11-11 00:00:00+00:00,0.05339136
2011-11-14 00:00:00+00:00,-0.03777719
2011-11-15 00:00:00+00:00,-0.01192401
2011-11-16 00:00:00+00:00,-0.03956985
2011-11-17 00:00:00+00:00,-0.02530769
2011-11-18 00:00:00+00:00,0.00933498
2011-11-21 00:00:00+00:00,-0.05072009
2011-11-22 00:00:00+00:00,-0.00795405
2011-11-23 00:00:00+00:00,-0.05372172
2011-11-25 00:00:00+00:00,-0.01017623
2011-11-28 00:00:00+00:00,0.08760020
2011-11-29 00:00:00+00:00,0.01472596
2011-11-30 00:00:00+00:00,0.10311268
2011-12-01 00:00:00+00:00,-0.01973799
2011-12-02 00:00:00+00:00,0.00276706
2011-12-05 00:00:00+00:00,0.02237081
2011-12-06 00:00:00+00:00,-0.00779209
2011-12-07 00:00:00+00:00,0.01227376
2011-12-08 00:00:00+00:00,-0.06988781
2011-12-09 00:00:00+00:00,0.04813600
2011-12-12 00:00:00+00:00,-0.05710162
2011-12-13 00:00:00+00:00,-0.03047949
2011-12-14 00:00:00+00:00,-0.02214999
2011-12-15 00:00:00+00:00,0.01010888
2011-12-16 00:00:00+00:00,-0.00804960
2011-12-19 00:00:00+00:00,-0.02325938
2011-12-20 00:00:00+00:00,0.07415516
2011-12-21 00:00:00+00:00,-0.00849164
2011-12-22 00:00:00+00:00,0.01858711
2011-12-23 00:00:00+00:00,0.01541493
2011-12-27 00:00:00+00:00,-0.00838506
2011-12-28 00:00:00+00:00,-0.03704206
2011-12-29 00:00:00+00:00,0.03480217
2011-12-30 00:00:00+00:00,0.00982101
2012-01-03 00:00:00+00:00,0.05418890
2012-01-04 00:00:00+00:00,-0.01272912
2012-01-05 00:00:00+00:00,-0.03060797
2012-01-06 00:00:00+00:00,-0.02444655
2012-01-09 00:00:00+00:00,0.00841564
2012-01-10 00:00:00+00:00,0.02040862
2012-01-11 00:00:00+00:00,-0.00450193
2012-01-12 00:00:00+00:00,0.00854683
2012-01-13 00:00:00+00:00,-0.02602549
2012-01-17 00:00:00+00:00,0.02760546
2012-01-18 00:00:00+00:00,0.03058277
2012-01-19 00:00:00+00:00,0.02668057
2012-01-20 00:00:00+00:00,0.01071005
2012-01-23 00:00:00+00:00,0.00943713
2012-01-24 00:00:00+00:00,-0.00996871
2012-01-25 00:00:00+00:00,0.01876338
2012-01-26 00:00:00+00:00,0.00198862
2012-01-27 00:00:00+00:00,0.00278880
2012-01-30 00:00:00+00:00,-0.02485930
2012-01-31 00:00:00+00:00,0.00890540
2012-02-01 00:00:00+00:00,0.03323286
2012-02-02 00:00:00+00:00,0.00368754
2012-02-03 00:00:00+00:00,0.03328891
2012-02-06 00:00:00+00:00,-0.00860130
2012-02-07 00:00:00+00:00,0.00859761
