Date,CHF
2001-03-01 00:00:00+00:00,0.01201201
2001-03-02 00:00:00+00:00,0.03808111
2001-03-05 00:00:00+00:00,-0.00461041
2001-03-06 00:00:00+00:00,0.00132018
2001-03-07 00:00:00+00:00,-0.00956590
2001-03-08 00:00:00+00:00,0.00563440
2001-03-09 00:00:00+00:00,0.00033069
2001-03-12 00:00:00+00:00,-0.00660938
2001-03-13 00:00:00+00:00,-0.03050398
2001-03-14 00:00:00+00:00,-0.00151498
2001-03-15 00:00:00+00:00,-0.00876766
2001-03-16 00:00:00+00:00,-0.00306175
2001-03-19 00:00:00+00:00,0.00341256
2001-03-20 00:00:00+00:00,0.00884203
2001-03-21 00:00:00+00:00,-0.01196696
2001-03-22 00:00:00+00:00,-0.00682361
2001-03-23 00:00:00+00:00,0.00085864
2001-03-26 00:00:00+00:00,0.00463360
2001-03-27 00:00:00+00:00,-0.00222070
2001-03-28 00:00:00+00:00,-0.00496473
2001-03-29 00:00:00+00:00,-0.00120458
2001-03-30 00:00:00+00:00,-0.00740724
2001-04-02 00:00:00+00:00,0.00381812
2001-04-03 00:00:00+00:00,0.01798046
2001-04-04 00:00:00+00:00,0.00628397
2001-04-05 00:00:00+00:00,-0.00607595
2001-04-06 00:00:00+00:00,0.00543386
2001-04-09 00:00:00+00:00,-0.00456004
2001-04-10 00:00:00+00:00,-0.00967068
2001-04-11 00:00:00+00:00,0.00394021
2001-04-12 00:00:00+00:00,0.00255973
2001-04-16 00:00:00+00:00,-0.00680851
2001-04-17 00:00:00+00:00,-0.00771191
2001-04-18 00:00:00+00:00,0.00000000
2001-04-19 00:00:00+00:00,0.01191710
2001-04-20 00:00:00+00:00,0.01058184
2001-04-23 00:00:00+00:00,-0.00793768
2001-04-24 00:00:00+00:00,-0.00476694
2001-04-25 00:00:00+00:00,0.00359220
2001-04-26 00:00:00+00:00,0.00255667
2001-04-27 00:00:00+00:00,-0.01360082
2001-04-30 00:00:00+00:00,-0.00344709
2001-05-01 00:00:00+00:00,0.00207541
2001-05-02 00:00:00+00:00,0.00017259
2001-05-03 00:00:00+00:00,-0.00293356
2001-05-04 00:00:00+00:00,0.00346141
2001-05-07 00:00:00+00:00,-0.00310452
2001-05-08 00:00:00+00:00,-0.00709343
2001-05-09 00:00:00+00:00,0.00104548
2001-05-10 00:00:00+00:00,-0.00017406
2001-05-11 00:00:00+00:00,-0.00365599
2001-05-14 00:00:00+00:00,-0.00139787
2001-05-15 00:00:00+00:00,0.00384952
2001-05-16 00:00:00+00:00,0.00644936
2001-05-17 00:00:00+00:00,-0.00346363
2001-05-18 00:00:00+00:00,-0.00295464
2001-05-21 00:00:00+00:00,-0.00174307
2001-05-22 00:00:00+00:00,-0.01152436
2001-05-23 00:00:00+00:00,-0.00724254
2001-05-24 00:00:00+00:00,0.00088968
2001-05-25 00:00:00+00:00,0.00035556
2001-05-29 00:00:00+00:00,-0.00142172
2001-05-30 00:00:00+00:00,0.00106781
2001-05-31 00:00:00+00:00,-0.00977778
2001-06-01 00:00:00+00:00,0.00107720
2001-06-04 00:00:00+00:00,-0.05450482
2001-06-05 00:00:00+00:00,0.01650242
2001-06-06 00:00:00+00:00,-0.01387653
2001-06-07 00:00:00+00:00,-0.00161251
2001-06-08 00:00:00+00:00,0.00197221
2001-06-11 00:00:00+00:00,-0.01289629
2001-06-12 00:00:00+00:00,0.01099676
2001-06-13 00:00:00+00:00,0.00251004
2001-06-14 00:00:00+00:00,0.01360770
2001-06-15 00:00:00+00:00,-0.00529942
2001-06-18 00:00:00+00:00,0.00071035
2001-06-19 00:00:00+00:00,-0.00709849
2001-06-20 00:00:00+00:00,0.00214495
2001-06-21 00:00:00+00:00,0.00445871
2001-06-22 00:00:00+00:00,0.00088761
2001-06-25 00:00:00+00:00,0.00478996
2001-06-26 00:00:00+00:00,0.00141243
2001-06-27 00:00:00+00:00,-0.00141044
2001-06-28 00:00:00+00:00,-0.01818520
2001-06-29 00:00:00+00:00,0.00341665
2001-07-02 00:00:00+00:00,-0.00125448
2001-07-03 00:00:00+00:00,0.00000000
2001-07-05 00:00:00+00:00,-0.01238094
2001-07-06 00:00:00+00:00,0.01398964
2001-07-09 00:00:00+00:00,-0.00143343
2001-07-10 00:00:00+00:00,0.00879239
2001-07-11 00:00:00+00:00,0.00871576
2001-07-12 00:00:00+00:00,-0.00299753
2001-07-13 00:00:00+00:00,-0.00088451
2001-07-16 00:00:00+00:00,0.00141636
2001-07-17 00:00:00+00:00,0.00777780
2001-07-18 00:00:00+00:00,0.01894422
2001-07-19 00:00:00+00:00,-0.00258237
2001-07-20 00:00:00+00:00,0.00051795
2001-07-23 00:00:00+00:00,-0.00448525
2001-07-24 00:00:00+00:00,0.00831745
2001-07-25 00:00:00+00:00,0.00292146
2001-07-26 00:00:00+00:00,-0.00239873
2001-07-27 00:00:00+00:00,-0.00223291
2001-07-30 00:00:00+00:00,-0.00241023
2001-07-31 00:00:00+00:00,-0.00086264
2001-08-01 00:00:00+00:00,0.00898083
2001-08-02 00:00:00+00:00,0.00154057
2001-08-03 00:00:00+00:00,0.00170911
2001-08-06 00:00:00+00:00,-0.00136495
2001-08-07 00:00:00+00:00,-0.00478387
2001-08-08 00:00:00+00:00,0.00463519
2001-08-09 00:00:00+00:00,0.01349983
2001-08-10 00:00:00+00:00,-0.00404670
2001-08-13 00:00:00+00:00,0.00220078
2001-08-14 00:00:00+00:00,0.00540557
2001-08-15 00:00:00+00:00,0.00991246
2001-08-16 00:00:00+00:00,0.00149742
2001-08-17 00:00:00+00:00,0.00315615
2001-08-20 00:00:00+00:00,-0.00347756
2001-08-21 00:00:00+00:00,0.00000000
2001-08-22 00:00:00+00:00,-0.00166152
2001-08-23 00:00:00+00:00,0.00266312
2001-08-24 00:00:00+00:00,-0.00315422
2001-08-27 00:00:00+00:00,-0.00116570
2001-08-28 00:00:00+00:00,0.00166739
2001-08-29 00:00:00+00:00,-0.00183106
2001-08-30 00:00:00+00:00,0.01000500
2001-08-31 00:00:00+00:00,-0.00924550
2001-09-04 00:00:00+00:00,0.02033028
2001-09-05 00:00:00+00:00,0.00239037
2001-09-06 00:00:00+00:00,0.01876190
2001-09-07 00:00:00+00:00,0.01672845
2001-09-10 00:00:00+00:00,-0.01105898
2001-09-11 00:00:00+00:00,0.02358888
2001-09-13 00:00:00+00:00,0.02164879
2001-09-14 00:00:00+00:00,0.01630703
2001-09-17 00:00:00+00:00,0.01183144
2001-09-18 00:00:00+00:00,0.00256287
2001-09-19 00:00:00+00:00,0.00655073
2001-09-20 00:00:00+00:00,-0.00142873
2001-09-21 00:00:00+00:00,0.00604053
2001-09-24 00:00:00+00:00,-0.01090235
2001-09-25 00:00:00+00:00,0.00543131
2001-09-26 00:00:00+00:00,-0.00524309
2001-09-27 00:00:00+00:00,-0.00990257
2001-09-28 00:00:00+00:00,-0.00338764
2001-10-01 00:00:00+00:00,0.00178067
2001-10-02 00:00:00+00:00,-0.00080805
2001-10-03 00:00:00+00:00,-0.00436594
2001-10-04 00:00:00+00:00,0.00129917
2001-10-05 00:00:00+00:00,0.00291987
2001-10-08 00:00:00+00:00,0.00000000
2001-10-09 00:00:00+00:00,-0.00355830
2001-10-10 00:00:00+00:00,-0.00292160
2001-10-11 00:00:00+00:00,-0.00993000
2001-10-12 00:00:00+00:00,0.00937208
2001-10-15 00:00:00+00:00,0.00130298
2001-10-16 00:00:00+00:00,-0.00357898
2001-10-17 00:00:00+00:00,-0.00391837
2001-10-18 00:00:00+00:00,0.00278643
2001-10-19 00:00:00+00:00,-0.00441321
2001-10-22 00:00:00+00:00,-0.00902972
2001-10-23 00:00:00+00:00,-0.00231942
2001-10-24 00:00:00+00:00,0.00182680
2001-10-25 00:00:00+00:00,0.00414387
2001-10-26 00:00:00+00:00,-0.00165087
2001-10-29 00:00:00+00:00,0.01421958
2001-10-30 00:00:00+00:00,0.00423883
2001-10-31 00:00:00+00:00,-0.00616899
2001-11-01 00:00:00+00:00,0.00326691
2001-11-02 00:00:00+00:00,-0.00195376
2001-11-05 00:00:00+00:00,-0.00587276
2001-11-06 00:00:00+00:00,0.00131277
2001-11-07 00:00:00+00:00,-0.00131105
2001-11-08 00:00:00+00:00,-0.00065638
2001-11-09 00:00:00+00:00,0.00131363
2001-11-13 00:00:00+00:00,-0.01803870
2001-11-14 00:00:00+00:00,0.00434218
2001-11-15 00:00:00+00:00,0.00016611
2001-11-16 00:00:00+00:00,0.00315894
2001-11-19 00:00:00+00:00,-0.00066308
2001-11-20 00:00:00+00:00,0.00530680
2001-11-21 00:00:00+00:00,-0.00379396
2001-11-23 00:00:00+00:00,-0.00645819
2001-11-26 00:00:00+00:00,0.00183333
2001-11-27 00:00:00+00:00,0.00299451
2001-11-28 00:00:00+00:00,0.00713219
2001-11-29 00:00:00+00:00,-0.00378771
2001-11-30 00:00:00+00:00,0.00677781
2001-12-03 00:00:00+00:00,-0.01231527
2001-12-04 00:00:00+00:00,0.00082710
2001-12-05 00:00:00+00:00,-0.01041839
2001-12-06 00:00:00+00:00,0.01828778
2001-12-07 00:00:00+00:00,-0.01400346
2001-12-10 00:00:00+00:00,-0.00564035
2001-12-11 00:00:00+00:00,0.01097987
2001-12-12 00:00:00+00:00,0.01555261
2001-12-13 00:00:00+00:00,-0.01116401
2001-12-14 00:00:00+00:00,0.01370315
2001-12-17 00:00:00+00:00,-0.00309446
2001-12-18 00:00:00+00:00,-0.00016337
2001-12-19 00:00:00+00:00,-0.00277778
2001-12-20 00:00:00+00:00,0.00442405
