Date,COTTON2
2001-12-12 00:00:00+00:00,-0.05150567
2001-12-13 00:00:00+00:00,-0.04938426
2001-12-14 00:00:00+00:00,0.12040713
2001-12-17 00:00:00+00:00,0.00432151
2001-12-18 00:00:00+00:00,-0.03425009
2001-12-19 00:00:00+00:00,-0.01758978
2001-12-20 00:00:00+00:00,-0.02512253
2001-12-21 00:00:00+00:00,0.01329022
2001-12-26 00:00:00+00:00,0.01534947
2001-12-27 00:00:00+00:00,-0.01058626
2001-12-28 00:00:00+00:00,-0.03370237
2002-01-02 00:00:00+00:00,0.04133566
2002-01-03 00:00:00+00:00,-0.01589084
2002-01-04 00:00:00+00:00,0.02574667
2002-01-07 00:00:00+00:00,0.04825544
2002-01-08 00:00:00+00:00,0.04534505
2002-01-09 00:00:00+00:00,-0.03491326
2002-01-10 00:00:00+00:00,-0.01663173
2002-01-11 00:00:00+00:00,-0.02293923
2002-01-14 00:00:00+00:00,-0.01543193
2002-01-15 00:00:00+00:00,0.03612541
2002-01-16 00:00:00+00:00,0.01565745
2002-01-17 00:00:00+00:00,0.01452543
2002-01-18 00:00:00+00:00,-0.03101303
2002-01-22 00:00:00+00:00,-0.02839358
2002-01-23 00:00:00+00:00,-0.00161859
2002-01-24 00:00:00+00:00,-0.03403785
2002-01-25 00:00:00+00:00,0.03346835
2002-01-28 00:00:00+00:00,-0.02592707
2002-01-29 00:00:00+00:00,0.01690665
2002-01-30 00:00:00+00:00,-0.05261446
2002-01-31 00:00:00+00:00,-0.00248016
2002-02-01 00:00:00+00:00,0.10610638
2002-02-04 00:00:00+00:00,0.01277477
2002-02-05 00:00:00+00:00,-0.02383734
2002-02-06 00:00:00+00:00,0.00692512
2002-02-07 00:00:00+00:00,0.03979455
2002-02-08 00:00:00+00:00,0.00977770
2002-02-11 00:00:00+00:00,-0.04260482
2002-02-12 00:00:00+00:00,0.04706704
2002-02-13 00:00:00+00:00,-0.13385309
2002-02-14 00:00:00+00:00,0.02969856
2002-02-15 00:00:00+00:00,-0.03893050
2002-02-19 00:00:00+00:00,-0.08608224
2002-02-20 00:00:00+00:00,-0.01802452
2002-02-21 00:00:00+00:00,-0.02015396
2002-02-22 00:00:00+00:00,0.01221615
2002-02-25 00:00:00+00:00,0.02508364
2002-02-26 00:00:00+00:00,0.03392304
2002-02-27 00:00:00+00:00,0.01609495
2002-02-28 00:00:00+00:00,-0.04492738
2002-03-01 00:00:00+00:00,0.02865393
2002-03-04 00:00:00+00:00,-0.00310362
2002-03-05 00:00:00+00:00,0.02195242
2002-03-06 00:00:00+00:00,0.00382067
2002-03-07 00:00:00+00:00,0.09588997
2002-03-08 00:00:00+00:00,-0.02881341
2002-03-11 00:00:00+00:00,0.01059254
2002-03-12 00:00:00+00:00,-0.02910948
2002-03-13 00:00:00+00:00,0.03712509
2002-03-14 00:00:00+00:00,0.03017230
2002-03-15 00:00:00+00:00,-0.00698723
2002-03-18 00:00:00+00:00,0.00118807
2002-03-19 00:00:00+00:00,0.00093837
2002-03-20 00:00:00+00:00,0.00938632
2002-03-21 00:00:00+00:00,0.04049965
2002-03-22 00:00:00+00:00,-0.02722568
2002-03-25 00:00:00+00:00,-0.02461756
2002-03-26 00:00:00+00:00,-0.02642173
2002-03-27 00:00:00+00:00,0.06091897
2002-03-28 00:00:00+00:00,-0.06047403
2002-04-01 00:00:00+00:00,0.01407386
2002-04-02 00:00:00+00:00,0.01321302
2002-04-03 00:00:00+00:00,-0.02166283
2002-04-04 00:00:00+00:00,-0.02541715
2002-04-05 00:00:00+00:00,0.00172917
2002-04-08 00:00:00+00:00,-0.03156425
2002-04-09 00:00:00+00:00,-0.01346060
2002-04-10 00:00:00+00:00,0.07015174
2002-04-11 00:00:00+00:00,-0.03891794
2002-04-12 00:00:00+00:00,-0.02051142
2002-04-15 00:00:00+00:00,-0.02801613
2002-04-16 00:00:00+00:00,0.01096594
2002-04-17 00:00:00+00:00,-0.01914657
2002-04-18 00:00:00+00:00,-0.05557752
2002-04-19 00:00:00+00:00,-0.04593813
2002-04-22 00:00:00+00:00,0.00133793
2002-04-23 00:00:00+00:00,0.00188851
2002-04-24 00:00:00+00:00,0.06365522
2002-04-25 00:00:00+00:00,-0.03152890
2002-04-26 00:00:00+00:00,-0.07978007
2002-04-29 00:00:00+00:00,-0.04059738
2002-04-30 00:00:00+00:00,0.02683365
2002-05-01 00:00:00+00:00,0.00852605
2002-05-02 00:00:00+00:00,-0.07864043
2002-05-03 00:00:00+00:00,-0.01308563
2002-05-06 00:00:00+00:00,0.00830021
2002-05-07 00:00:00+00:00,-0.03333626
2002-05-08 00:00:00+00:00,0.03981465
2002-05-09 00:00:00+00:00,0.11151997
2002-05-10 00:00:00+00:00,0.07603282
2002-05-13 00:00:00+00:00,-0.01417033
2002-05-14 00:00:00+00:00,0.02216347
2002-05-15 00:00:00+00:00,0.05311728
2002-05-16 00:00:00+00:00,-0.03042310
2002-05-17 00:00:00+00:00,0.02113292
2002-05-20 00:00:00+00:00,-0.00654138
2002-05-21 00:00:00+00:00,0.02750293
2002-05-22 00:00:00+00:00,0.04018508
2002-05-23 00:00:00+00:00,0.00915130
2002-05-24 00:00:00+00:00,-0.02410771
