Date,LEANHOG
2001-11-14 00:00:00+00:00,0.00604274
2001-11-15 00:00:00+00:00,0.05009433
2001-11-16 00:00:00+00:00,0.00363734
2001-11-19 00:00:00+00:00,-0.00213948
2001-11-20 00:00:00+00:00,-0.00437296
2001-11-21 00:00:00+00:00,-0.00502298
2001-11-23 00:00:00+00:00,0.01007019
2001-11-26 00:00:00+00:00,0.01324569
2001-11-27 00:00:00+00:00,0.00825251
2001-11-28 00:00:00+00:00,0.00074442
2001-11-29 00:00:00+00:00,-0.00244040
2001-11-30 00:00:00+00:00,0.00473834
2001-12-03 00:00:00+00:00,-0.04071961
2001-12-04 00:00:00+00:00,-0.00524640
2001-12-05 00:00:00+00:00,-0.00249289
2001-12-06 00:00:00+00:00,0.02197364
2001-12-07 00:00:00+00:00,0.00027543
2001-12-10 00:00:00+00:00,-0.02393089
2001-12-11 00:00:00+00:00,0.00533930
2001-12-12 00:00:00+00:00,-0.00851397
2001-12-13 00:00:00+00:00,0.02117626
2001-12-14 00:00:00+00:00,0.00674706
2001-12-17 00:00:00+00:00,-0.00683777
2001-12-18 00:00:00+00:00,0.00108708
2001-12-19 00:00:00+00:00,-0.00572963
2001-12-20 00:00:00+00:00,0.00483476
2001-12-21 00:00:00+00:00,0.01537455
2001-12-24 00:00:00+00:00,0.00108157
2001-12-26 00:00:00+00:00,0.00172627
2001-12-27 00:00:00+00:00,-0.00134133
2001-12-28 00:00:00+00:00,-0.01022607
2001-12-31 00:00:00+00:00,-0.01307358
2002-01-02 00:00:00+00:00,0.00504445
2002-01-03 00:00:00+00:00,-0.00332197
2002-01-04 00:00:00+00:00,0.00978756
2002-01-07 00:00:00+00:00,0.00190271
2002-01-08 00:00:00+00:00,0.00319825
2002-01-09 00:00:00+00:00,-0.00085737
2002-01-10 00:00:00+00:00,0.03477042
2002-01-11 00:00:00+00:00,-0.00131947
2002-01-14 00:00:00+00:00,-0.00467573
2002-01-15 00:00:00+00:00,0.01704776
2002-01-16 00:00:00+00:00,0.00313080
2002-01-17 00:00:00+00:00,-0.00131397
2002-01-18 00:00:00+00:00,0.00566208
2002-01-22 00:00:00+00:00,-0.02587968
2002-01-23 00:00:00+00:00,-0.00245654
2002-01-24 00:00:00+00:00,0.02999193
2002-01-25 00:00:00+00:00,0.00646771
2002-01-28 00:00:00+00:00,-0.01742635
2002-01-29 00:00:00+00:00,0.00937614
2002-01-30 00:00:00+00:00,0.01390341
2002-01-31 00:00:00+00:00,0.00121023
2002-02-01 00:00:00+00:00,0.01991880
2002-02-04 00:00:00+00:00,-0.01171914
2002-02-05 00:00:00+00:00,0.01951234
2002-02-06 00:00:00+00:00,-0.00938454
2002-02-07 00:00:00+00:00,-0.00472869
2002-02-08 00:00:00+00:00,0.01988326
2002-02-11 00:00:00+00:00,-0.03934014
2002-02-12 00:00:00+00:00,-0.02256902
