Date,EU-TRAVEL
2016-01-14 00:00:00+00:00,-0.04760031
2016-01-15 00:00:00+00:00,-0.03056588
2016-01-18 00:00:00+00:00,0.01022582
2016-01-19 00:00:00+00:00,0.00970055
2016-01-20 00:00:00+00:00,-0.03341688
2016-01-21 00:00:00+00:00,0.01426102
2016-01-22 00:00:00+00:00,0.03238176
2016-01-25 00:00:00+00:00,-0.01114321
2016-01-26 00:00:00+00:00,0.01043406
2016-01-27 00:00:00+00:00,0.00247831
2016-01-28 00:00:00+00:00,-0.01689328
2016-01-29 00:00:00+00:00,0.01802179
2016-02-01 00:00:00+00:00,0.01934953
2016-02-02 00:00:00+00:00,-0.01777060
2016-02-03 00:00:00+00:00,-0.02014803
2016-02-04 00:00:00+00:00,-0.00503567
2016-02-05 00:00:00+00:00,-0.01518347
2016-02-08 00:00:00+00:00,-0.04753747
2016-02-09 00:00:00+00:00,0.00000000
2016-02-10 00:00:00+00:00,0.02787770
2016-02-11 00:00:00+00:00,-0.03412073
2016-02-12 00:00:00+00:00,0.00951087
2016-02-15 00:00:00+00:00,0.03409601
2016-02-16 00:00:00+00:00,-0.00216920
2016-02-17 00:00:00+00:00,0.03565217
2016-02-18 00:00:00+00:00,0.01175483
2016-02-19 00:00:00+00:00,-0.00082988
2016-02-22 00:00:00+00:00,0.00415282
2016-02-23 00:00:00+00:00,0.00289495
2016-02-24 00:00:00+00:00,-0.02639175
2016-02-25 00:00:00+00:00,0.02329521
2016-02-26 00:00:00+00:00,0.01572848
2016-02-29 00:00:00+00:00,0.02200489
2016-03-01 00:00:00+00:00,0.00717703
2016-03-02 00:00:00+00:00,-0.00158353
2016-03-03 00:00:00+00:00,-0.02299762
2016-03-04 00:00:00+00:00,0.00365260
2016-03-07 00:00:00+00:00,-0.00889608
2016-03-08 00:00:00+00:00,-0.01348389
2016-03-09 00:00:00+00:00,-0.00537634
2016-03-10 00:00:00+00:00,-0.01704782
2016-03-11 00:00:00+00:00,0.02791878
2016-03-14 00:00:00+00:00,-0.00082305
2016-03-15 00:00:00+00:00,-0.01194399
2016-03-16 00:00:00+00:00,-0.00250104
2016-03-17 00:00:00+00:00,-0.01128291
2016-03-18 00:00:00+00:00,0.01690617
2016-03-21 00:00:00+00:00,-0.00498753
2016-03-22 00:00:00+00:00,-0.01796157
2016-03-23 00:00:00+00:00,-0.00085070
2016-03-24 00:00:00+00:00,0.00127714
2016-03-29 00:00:00+00:00,0.00340136
2016-03-30 00:00:00+00:00,0.01906780
2016-03-31 00:00:00+00:00,0.00332640
2016-04-01 00:00:00+00:00,-0.01367592
2016-04-04 00:00:00+00:00,0.00588235
2016-04-05 00:00:00+00:00,-0.01336675
2016-04-06 00:00:00+00:00,-0.00550381
2016-04-07 00:00:00+00:00,-0.00681141
2016-04-08 00:00:00+00:00,0.00771539
2016-04-11 00:00:00+00:00,0.00595491
2016-04-12 00:00:00+00:00,0.00169133
2016-04-13 00:00:00+00:00,0.01224145
2016-04-14 00:00:00+00:00,-0.00458716
2016-04-15 00:00:00+00:00,-0.00251362
2016-04-18 00:00:00+00:00,0.00209996
2016-04-19 00:00:00+00:00,0.00502934
2016-04-20 00:00:00+00:00,-0.00375313
2016-04-21 00:00:00+00:00,-0.01297614
2016-04-22 00:00:00+00:00,-0.00805768
2016-04-25 00:00:00+00:00,0.00384780
2016-04-26 00:00:00+00:00,0.01405451
2016-04-27 00:00:00+00:00,0.00965981
2016-04-28 00:00:00+00:00,-0.00415973
2016-04-29 00:00:00+00:00,-0.02297410
2016-05-03 00:00:00+00:00,-0.01539119
