Date,EU-TECH
2019-11-19 00:00:00+00:00,-0.00057960
2019-11-20 00:00:00+00:00,-0.00193311
2019-11-21 00:00:00+00:00,-0.00309897
2019-11-22 00:00:00+00:00,0.00388576
2019-11-25 00:00:00+00:00,0.01122508
2019-11-26 00:00:00+00:00,0.00114833
2019-11-27 00:00:00+00:00,0.00248518
2019-11-28 00:00:00+00:00,-0.00286041
2019-11-29 00:00:00+00:00,0.00191241
2019-12-02 00:00:00+00:00,-0.02366864
2019-12-03 00:00:00+00:00,-0.00117302
2019-12-04 00:00:00+00:00,0.01443724
2019-12-05 00:00:00+00:00,-0.00154351
2019-12-06 00:00:00+00:00,0.01565217
2019-12-09 00:00:00+00:00,0.08254143
2019-12-10 00:00:00+00:00,-0.03269598
2019-12-16 00:00:00+00:00,0.04003887
2019-12-17 00:00:00+00:00,-0.00766212
2019-12-18 00:00:00+00:00,-0.00376648
2019-12-19 00:00:00+00:00,0.00661626
2019-12-20 00:00:00+00:00,-0.00169014
2019-12-23 00:00:00+00:00,0.00282167
2019-12-27 00:00:00+00:00,-0.00018758
2019-12-30 00:00:00+00:00,-0.00806754
2020-01-02 00:00:00+00:00,0.01891432
2020-01-03 00:00:00+00:00,-0.01058103
2020-01-06 00:00:00+00:00,-0.00694184
2020-01-07 00:00:00+00:00,0.01341394
2020-01-08 00:00:00+00:00,0.00727069
2020-01-09 00:00:00+00:00,0.00925412
2020-01-10 00:00:00+00:00,0.00128370
2020-01-13 00:00:00+00:00,0.00219780
2020-01-14 00:00:00+00:00,-0.00109649
2020-01-15 00:00:00+00:00,0.00237834
2020-01-16 00:00:00+00:00,0.00255521
2020-01-17 00:00:00+00:00,0.01183324
2020-01-20 00:00:00+00:00,0.00125945
2020-01-21 00:00:00+00:00,-0.00125786
2020-01-22 00:00:00+00:00,0.00233897
2020-01-23 00:00:00+00:00,-0.00861605
2020-01-24 00:00:00+00:00,0.01376064
2020-01-27 00:00:00+00:00,-0.03304161
2020-01-28 00:00:00+00:00,-0.00147765
2020-01-29 00:00:00+00:00,0.00554939
2020-01-30 00:00:00+00:00,-0.02060338
2020-01-31 00:00:00+00:00,-0.01427498
2020-02-03 00:00:00+00:00,0.01448171
2020-02-04 00:00:00+00:00,0.02535687
2020-02-05 00:00:00+00:00,0.02161568
2020-02-06 00:00:00+00:00,0.00197239
2020-02-07 00:00:00+00:00,-0.00232641
2020-02-10 00:00:00+00:00,-0.00107623
2020-02-11 00:00:00+00:00,0.01957263
2020-02-12 00:00:00+00:00,0.01003875
2020-02-13 00:00:00+00:00,-0.00034874
2020-02-14 00:00:00+00:00,-0.00122100
2020-02-17 00:00:00+00:00,-0.00890674
2020-02-18 00:00:00+00:00,-0.00352423
2020-02-19 00:00:00+00:00,0.01538462
2020-02-20 00:00:00+00:00,-0.01393243
2020-02-21 00:00:00+00:00,-0.00936065
2020-02-24 00:00:00+00:00,-0.05116777
2020-02-25 00:00:00+00:00,-0.01484404
2020-02-26 00:00:00+00:00,0.00858287
2020-02-27 00:00:00+00:00,-0.02420575
2020-02-28 00:00:00+00:00,-0.02926357
2020-03-02 00:00:00+00:00,0.00019964
2020-03-03 00:00:00+00:00,0.00199601
2020-03-04 00:00:00+00:00,-0.00019920
2020-03-05 00:00:00+00:00,-0.00876669
2020-03-06 00:00:00+00:00,-0.04582915
2020-03-09 00:00:00+00:00,-0.05940594
2020-03-10 00:00:00+00:00,-0.00251061
