Date,TWD-mini
2024-01-29 00:00:00+00:00,0.00547068
2024-01-30 00:00:00+00:00,0.00639287
2024-01-31 00:00:00+00:00,-0.00977338
2024-02-01 00:00:00+00:00,-0.00358137
2024-02-02 00:00:00+00:00,0.00235068
2024-02-03 00:00:00+00:00,-0.00887749
2024-02-05 00:00:00+00:00,-0.00328459
2024-02-06 00:00:00+00:00,0.00204680
2024-02-07 00:00:00+00:00,-0.00014963
2024-02-08 00:00:00+00:00,-0.00140364
2024-02-09 00:00:00+00:00,-0.00203174
2024-02-12 00:00:00+00:00,0.00047756
2024-02-13 00:00:00+00:00,-0.00015013
2024-02-14 00:00:00+00:00,-0.00893806
2024-02-15 00:00:00+00:00,0.00678390
2024-02-16 00:00:00+00:00,0.00173463
2024-02-19 00:00:00+00:00,-0.00171867
2024-02-20 00:00:00+00:00,-0.00234652
2024-02-21 00:00:00+00:00,-0.00171935
2024-02-22 00:00:00+00:00,-0.00328891
2024-02-23 00:00:00+00:00,-0.00298406
2024-02-24 00:00:00+00:00,-0.00015031
2024-02-26 00:00:00+00:00,-0.00078196
2024-02-27 00:00:00+00:00,-0.00172567
2024-02-28 00:00:00+00:00,-0.00929797
2024-02-29 00:00:00+00:00,0.00301930
2024-03-04 00:00:00+00:00,0.00649218
2024-03-05 00:00:00+00:00,-0.00204218
2024-03-06 00:00:00+00:00,-0.00141206
2024-03-07 00:00:00+00:00,0.00458830
2024-03-08 00:00:00+00:00,0.00646894
2024-03-09 00:00:00+00:00,-0.00014940
2024-03-11 00:00:00+00:00,-0.00046397
2024-03-12 00:00:00+00:00,0.00047863
2024-03-13 00:00:00+00:00,-0.00800155
2024-03-14 00:00:00+00:00,0.00205691
2024-03-18 00:00:00+00:00,-0.00990416
2024-03-19 00:00:00+00:00,-0.00868855
2024-03-20 00:00:00+00:00,-0.00300482
2024-03-21 00:00:00+00:00,0.00144136
2024-03-22 00:00:00+00:00,-0.00650235
2024-03-23 00:00:00+00:00,0.00049028
2024-03-25 00:00:00+00:00,0.00400413
2024-03-26 00:00:00+00:00,-0.00078539
2024-03-27 00:00:00+00:00,-0.00619800
2024-03-28 00:00:00+00:00,-0.00046920
