Date,GILT
2001-11-20 00:00:00+00:00,0.00000000
2001-11-21 00:00:00+00:00,-0.00916017
2001-11-22 00:00:00+00:00,-0.00068823
2001-11-23 00:00:00+00:00,0.00275387
2001-11-26 00:00:00+00:00,0.00438446
2001-11-27 00:00:00+00:00,-0.01605150
2001-11-28 00:00:00+00:00,0.00778749
2001-11-29 00:00:00+00:00,0.00456857
2001-11-30 00:00:00+00:00,0.00490112
2001-12-03 00:00:00+00:00,0.00480110
2001-12-04 00:00:00+00:00,0.00188098
2001-12-05 00:00:00+00:00,-0.01921599
2001-12-06 00:00:00+00:00,-0.01094922
2001-12-07 00:00:00+00:00,-0.01845754
2001-12-10 00:00:00+00:00,0.00577377
2001-12-11 00:00:00+00:00,0.00523195
2001-12-12 00:00:00+00:00,0.01504348
2001-12-13 00:00:00+00:00,-0.00379769
2001-12-14 00:00:00+00:00,-0.00164331
2001-12-17 00:00:00+00:00,-0.00848265
2001-12-18 00:00:00+00:00,0.00052106
2001-12-19 00:00:00+00:00,0.00538756
2001-12-20 00:00:00+00:00,-0.00225303
2001-12-21 00:00:00+00:00,-0.00607217
2001-12-24 00:00:00+00:00,0.00652514
2001-12-27 00:00:00+00:00,-0.01716366
2001-12-28 00:00:00+00:00,-0.00652672
2001-12-31 00:00:00+00:00,-0.00442204
2002-01-02 00:00:00+00:00,0.01072505
2002-01-03 00:00:00+00:00,0.00802328
2002-01-04 00:00:00+00:00,-0.00526870
2002-01-07 00:00:00+00:00,0.01074133
2002-01-08 00:00:00+00:00,0.00035029
2002-01-09 00:00:00+00:00,-0.00595394
2002-01-10 00:00:00+00:00,0.00790375
2002-01-11 00:00:00+00:00,0.00244927
2002-01-14 00:00:00+00:00,0.00821248
2002-01-15 00:00:00+00:00,0.00052206
2002-01-16 00:00:00+00:00,0.00591510
2002-01-17 00:00:00+00:00,-0.00173461
2002-01-18 00:00:00+00:00,-0.00321153
2002-01-21 00:00:00+00:00,0.00617230
2002-01-22 00:00:00+00:00,-0.00676086
2002-01-23 00:00:00+00:00,0.00347887
2002-01-24 00:00:00+00:00,-0.01093940
2002-01-25 00:00:00+00:00,-0.01265933
2002-01-28 00:00:00+00:00,-0.00008789
2002-01-29 00:00:00+00:00,0.00369004
2002-01-30 00:00:00+00:00,0.00666491
2002-01-31 00:00:00+00:00,0.00655537
2002-02-01 00:00:00+00:00,0.00278819
2002-02-04 00:00:00+00:00,0.00661330
2002-02-05 00:00:00+00:00,0.00485690
2002-02-06 00:00:00+00:00,-0.00432638
2002-02-07 00:00:00+00:00,-0.01890228
2002-02-08 00:00:00+00:00,0.00245098
2002-02-11 00:00:00+00:00,-0.00069942
2002-02-12 00:00:00+00:00,-0.01084485
2002-02-13 00:00:00+00:00,0.00026381
2002-02-14 00:00:00+00:00,0.00395674
2002-02-15 00:00:00+00:00,0.01026496
2002-02-18 00:00:00+00:00,0.00052370
