Date,EUROSTX-SMALL
2014-10-24 00:00:00+00:00,-0.00318117
2014-10-27 00:00:00+00:00,-0.02094992
2014-10-28 00:00:00+00:00,0.02423567
2014-10-29 00:00:00+00:00,-0.01361441
2014-10-30 00:00:00+00:00,0.00204956
2014-10-31 00:00:00+00:00,0.03457627
2014-11-03 00:00:00+00:00,-0.00211414
2014-11-04 00:00:00+00:00,-0.01863722
2014-11-05 00:00:00+00:00,0.02391912
2014-11-06 00:00:00+00:00,0.00509769
2014-11-07 00:00:00+00:00,-0.01443274
2014-11-10 00:00:00+00:00,0.02064167
2014-11-11 00:00:00+00:00,0.00199658
2014-11-12 00:00:00+00:00,-0.02255789
2014-11-13 00:00:00+00:00,0.00408737
2014-11-14 00:00:00+00:00,0.00098116
2014-11-17 00:00:00+00:00,0.00923651
2014-11-18 00:00:00+00:00,0.01946573
2014-11-19 00:00:00+00:00,0.00808721
2014-11-20 00:00:00+00:00,-0.00613025
2014-11-21 00:00:00+00:00,0.03856668
2014-11-24 00:00:00+00:00,0.00593069
2014-11-25 00:00:00+00:00,-0.00203985
2014-11-26 00:00:00+00:00,0.00890372
2014-11-27 00:00:00+00:00,0.00688263
2014-11-28 00:00:00+00:00,0.00291014
2014-12-01 00:00:00+00:00,-0.00300854
2014-12-02 00:00:00+00:00,0.00883281
2014-12-03 00:00:00+00:00,0.02156984
2014-12-04 00:00:00+00:00,-0.01949735
2014-12-05 00:00:00+00:00,0.03431276
2014-12-08 00:00:00+00:00,-0.00680812
2014-12-09 00:00:00+00:00,-0.04750968
2014-12-10 00:00:00+00:00,-0.00798834
2014-12-11 00:00:00+00:00,-0.01100801
2014-12-12 00:00:00+00:00,-0.01857935
2014-12-15 00:00:00+00:00,-0.03367397
2014-12-16 00:00:00+00:00,0.02381933
2014-12-17 00:00:00+00:00,0.00764061
2014-12-18 00:00:00+00:00,0.03980479
2014-12-19 00:00:00+00:00,-0.00205592
2014-12-22 00:00:00+00:00,0.01098146
2014-12-23 00:00:00+00:00,0.01090986
2014-12-29 00:00:00+00:00,-0.00500676
2014-12-30 00:00:00+00:00,-0.01594850
2015-01-02 00:00:00+00:00,0.01396948
2015-01-05 00:00:00+00:00,-0.04182149
2015-01-06 00:00:00+00:00,-0.01224076
2015-01-07 00:00:00+00:00,0.00301422
2015-01-08 00:00:00+00:00,0.04892795
2015-01-09 00:00:00+00:00,-0.01299976
2015-01-12 00:00:00+00:00,0.01999862
2015-01-13 00:00:00+00:00,0.02972484
2015-01-14 00:00:00+00:00,-0.01178777
2015-01-15 00:00:00+00:00,0.01372097
2015-01-16 00:00:00+00:00,0.01851206
2015-01-19 00:00:00+00:00,0.01930939
2015-01-20 00:00:00+00:00,0.00953631
2015-01-21 00:00:00+00:00,0.00376510
2015-01-22 00:00:00+00:00,0.03232940
2015-01-23 00:00:00+00:00,0.01869264
2015-01-26 00:00:00+00:00,0.01851882
2015-01-27 00:00:00+00:00,-0.02397074
2015-01-28 00:00:00+00:00,-0.00936254
2015-01-29 00:00:00+00:00,0.00836767
2015-01-30 00:00:00+00:00,-0.00098289
2015-02-02 00:00:00+00:00,-0.00098324
2015-02-03 00:00:00+00:00,0.04470361
2015-02-04 00:00:00+00:00,0.00452524
2015-02-05 00:00:00+00:00,0.00725452
2015-02-06 00:00:00+00:00,-0.00369131
2015-02-09 00:00:00+00:00,-0.03013332
2015-02-10 00:00:00+00:00,0.02030967
2015-02-11 00:00:00+00:00,-0.00920460
2015-02-12 00:00:00+00:00,0.03856933
2015-02-13 00:00:00+00:00,0.01528476
2015-02-16 00:00:00+00:00,-0.01527061
2015-02-17 00:00:00+00:00,-0.00726832
2015-02-18 00:00:00+00:00,0.02077235
2015-02-19 00:00:00+00:00,0.01518142
2015-02-20 00:00:00+00:00,0.00261644
2015-02-23 00:00:00+00:00,0.02126283
2015-02-24 00:00:00+00:00,0.01400812
2015-02-25 00:00:00+00:00,-0.00179676
2015-02-26 00:00:00+00:00,0.00606198
2015-02-27 00:00:00+00:00,-0.00266352
2015-03-02 00:00:00+00:00,0.00343600
2015-03-03 00:00:00+00:00,-0.01745780
2015-03-04 00:00:00+00:00,-0.00531920
2015-03-05 00:00:00+00:00,0.02371633
2015-03-06 00:00:00+00:00,0.01299779
2015-03-09 00:00:00+00:00,-0.00869432
2015-03-10 00:00:00+00:00,-0.00699586
2015-03-11 00:00:00+00:00,0.03087185
2015-03-12 00:00:00+00:00,-0.01250334
2015-03-13 00:00:00+00:00,0.00782531
2015-03-16 00:00:00+00:00,0.02160240
2015-03-17 00:00:00+00:00,-0.02061803
2015-03-18 00:00:00+00:00,-0.00005233
2015-03-19 00:00:00+00:00,0.00779179
2015-03-20 00:00:00+00:00,0.01547271
2015-03-23 00:00:00+00:00,-0.00518593
2015-03-24 00:00:00+00:00,0.01968246
2015-03-25 00:00:00+00:00,-0.01279590
2015-03-26 00:00:00+00:00,-0.03339959
2015-03-27 00:00:00+00:00,0.00603490
2015-03-30 00:00:00+00:00,0.02682295
2015-03-31 00:00:00+00:00,-0.00261830
2015-04-01 00:00:00+00:00,0.01022632
2015-04-02 00:00:00+00:00,0.00676580
2015-04-07 00:00:00+00:00,0.02967230
2015-04-08 00:00:00+00:00,0.00413246
2015-04-09 00:00:00+00:00,0.01748484
2015-04-10 00:00:00+00:00,0.01981599
2015-04-13 00:00:00+00:00,0.00322733
2015-04-14 00:00:00+00:00,-0.01150804
2015-04-15 00:00:00+00:00,0.00241758
2015-04-16 00:00:00+00:00,-0.01978023
2015-04-17 00:00:00+00:00,-0.04405316
2015-04-20 00:00:00+00:00,0.01862422
2015-04-21 00:00:00+00:00,0.01592812
2015-04-22 00:00:00+00:00,-0.00672671
2015-04-23 00:00:00+00:00,-0.01260925
2015-04-24 00:00:00+00:00,0.00921550
2015-04-27 00:00:00+00:00,0.02846003
2015-04-28 00:00:00+00:00,-0.02320156
2015-04-29 00:00:00+00:00,-0.04271120
2015-04-30 00:00:00+00:00,-0.00005114
2015-05-04 00:00:00+00:00,0.02051260
2015-05-05 00:00:00+00:00,-0.04150652
2015-05-06 00:00:00+00:00,-0.00437107
2015-05-07 00:00:00+00:00,0.01726474
2015-05-08 00:00:00+00:00,0.02742838
2015-05-11 00:00:00+00:00,0.00672543
2015-05-12 00:00:00+00:00,-0.02115759
2015-05-13 00:00:00+00:00,0.00250817
2015-05-14 00:00:00+00:00,0.02295659
2015-05-15 00:00:00+00:00,-0.00257880
2015-05-18 00:00:00+00:00,0.00838390
2015-05-19 00:00:00+00:00,0.02766789
2015-05-20 00:00:00+00:00,-0.00336564
2015-05-21 00:00:00+00:00,-0.00005150
2015-05-22 00:00:00+00:00,-0.00580487
2015-05-26 00:00:00+00:00,-0.02998905
2015-05-27 00:00:00+00:00,0.02443140
2015-05-28 00:00:00+00:00,-0.00755748
2015-05-29 00:00:00+00:00,-0.02265468
2015-06-01 00:00:00+00:00,0.00672264
2015-06-02 00:00:00+00:00,0.00163635
2015-06-03 00:00:00+00:00,0.00753712
2015-06-04 00:00:00+00:00,-0.02021096
2015-06-05 00:00:00+00:00,-0.03059881
2015-06-08 00:00:00+00:00,-0.02245555
2015-06-09 00:00:00+00:00,-0.00615172
2015-06-10 00:00:00+00:00,0.02617228
2015-06-11 00:00:00+00:00,0.01202802
2015-06-12 00:00:00+00:00,-0.01291577
2015-06-15 00:00:00+00:00,-0.03692469
2015-06-16 00:00:00+00:00,0.00880603
2015-06-17 00:00:00+00:00,-0.01680621
2015-06-18 00:00:00+00:00,0.00350586
2015-06-19 00:00:00+00:00,0.00349960
2015-06-22 00:00:00+00:00,0.04957217
2015-06-23 00:00:00+00:00,0.02675365
2015-06-24 00:00:00+00:00,-0.00773046
2015-06-25 00:00:00+00:00,0.00766094
2015-06-26 00:00:00+00:00,0.00677771
2015-06-29 00:00:00+00:00,-0.07065939
2015-06-30 00:00:00+00:00,-0.00798806
2015-07-01 00:00:00+00:00,0.04333067
2015-07-02 00:00:00+00:00,-0.02258155
2015-07-03 00:00:00+00:00,-0.00925368
2015-07-06 00:00:00+00:00,-0.03790339
2015-07-07 00:00:00+00:00,-0.03863374
2015-07-08 00:00:00+00:00,0.01641702
2015-07-09 00:00:00+00:00,0.04532055
2015-07-10 00:00:00+00:00,0.05141265
2015-07-13 00:00:00+00:00,0.03282106
2015-07-14 00:00:00+00:00,-0.00430674
2015-07-15 00:00:00+00:00,0.01359450
2015-07-16 00:00:00+00:00,0.03044405
2015-07-17 00:00:00+00:00,-0.00088593
