Date,TIN_LME
2023-10-27 00:00:00+00:00,0.00765512
2023-10-30 00:00:00+00:00,0.00843543
2023-10-31 00:00:00+00:00,-0.07560000
2023-11-01 00:00:00+00:00,-0.01455907
2023-11-02 00:00:00+00:00,0.00481978
2023-11-03 00:00:00+00:00,0.03239289
2023-11-06 00:00:00+00:00,0.02550391
2023-11-07 00:00:00+00:00,-0.00873274
2023-11-08 00:00:00+00:00,0.02733578
2023-11-09 00:00:00+00:00,-0.00482800
2023-11-10 00:00:00+00:00,-0.01875000
2023-11-13 00:00:00+00:00,0.02566191
2023-11-14 00:00:00+00:00,0.02393403
2023-11-15 00:00:00+00:00,0.00913605
2023-11-16 00:00:00+00:00,-0.01027668
2023-11-17 00:00:00+00:00,-0.02523346
2023-11-20 00:00:00+00:00,0.00100523
2023-11-21 00:00:00+00:00,0.00924252
2023-11-22 00:00:00+00:00,-0.02581032
2023-11-23 00:00:00+00:00,-0.01601135
2023-11-24 00:00:00+00:00,-0.04781365
2023-11-27 00:00:00+00:00,-0.07640779
2023-11-28 00:00:00+00:00,0.02982800
2023-11-29 00:00:00+00:00,0.01523278
2023-11-30 00:00:00+00:00,-0.02213708
2023-12-01 00:00:00+00:00,0.04413348
2023-12-04 00:00:00+00:00,0.02632687
2023-12-05 00:00:00+00:00,-0.00665281
2023-12-06 00:00:00+00:00,0.04922820
2023-12-07 00:00:00+00:00,0.00773616
2023-12-08 00:00:00+00:00,-0.00871857
2023-12-11 00:00:00+00:00,-0.01727291
2023-12-12 00:00:00+00:00,0.01844640
2023-12-13 00:00:00+00:00,0.00690496
2023-12-14 00:00:00+00:00,0.05380259
2023-12-15 00:00:00+00:00,-0.01595430
2023-12-18 00:00:00+00:00,-0.02798730
2023-12-19 00:00:00+00:00,0.02537764
2023-12-20 00:00:00+00:00,0.00517207
2023-12-21 00:00:00+00:00,-0.00357072
2023-12-22 00:00:00+00:00,-0.02324657
2023-12-27 00:00:00+00:00,0.06332931
2023-12-28 00:00:00+00:00,0.00409516
2023-12-29 00:00:00+00:00,-0.02257248
2024-01-02 00:00:00+00:00,-0.01771305
2024-01-03 00:00:00+00:00,0.00754717
2024-01-04 00:00:00+00:00,-0.03703704
2024-01-05 00:00:00+00:00,-0.01674738
2024-01-08 00:00:00+00:00,-0.01119251
2024-01-09 00:00:00+00:00,-0.02148997
2024-01-10 00:00:00+00:00,0.01675631
2024-01-11 00:00:00+00:00,0.01025641
2024-01-12 00:00:00+00:00,0.00632782
2024-01-15 00:00:00+00:00,0.01037640
2024-01-16 00:00:00+00:00,0.03218623
2024-01-17 00:00:00+00:00,0.00697072
2024-01-18 00:00:00+00:00,0.00951814
2024-01-19 00:00:00+00:00,-0.00118437
2024-01-22 00:00:00+00:00,0.02529644
2024-01-23 00:00:00+00:00,0.04898517
2024-01-24 00:00:00+00:00,0.02056751
2024-01-25 00:00:00+00:00,0.01056006
2024-01-26 00:00:00+00:00,0.00150066
2024-01-29 00:00:00+00:00,-0.02492504
2024-01-30 00:00:00+00:00,-0.02561670
2024-01-31 00:00:00+00:00,0.01788806
2024-02-01 00:00:00+00:00,-0.03297122
2024-02-02 00:00:00+00:00,-0.02036462
2024-02-05 00:00:00+00:00,-0.05799373
2024-02-06 00:00:00+00:00,0.02825429
2024-02-07 00:00:00+00:00,0.02387585
2024-02-08 00:00:00+00:00,0.03204876
2024-02-09 00:00:00+00:00,0.03696536
2024-02-12 00:00:00+00:00,0.07047872
2024-02-13 00:00:00+00:00,0.02000000
2024-02-14 00:00:00+00:00,-0.00744913
2024-02-15 00:00:00+00:00,-0.01257976
2024-02-16 00:00:00+00:00,-0.02311927
2024-02-19 00:00:00+00:00,-0.04268745
2024-02-20 00:00:00+00:00,-0.00037958
2024-02-21 00:00:00+00:00,-0.00873031
2024-02-22 00:00:00+00:00,-0.00743424
2024-02-23 00:00:00+00:00,0.01643417
2024-02-26 00:00:00+00:00,-0.02292969
2024-02-27 00:00:00+00:00,0.02242668
2024-02-28 00:00:00+00:00,0.01611069
2024-02-29 00:00:00+00:00,-0.00075174
2024-03-01 00:00:00+00:00,-0.00545420
2024-03-04 00:00:00+00:00,0.02621652
2024-03-05 00:00:00+00:00,-0.00111649
2024-03-06 00:00:00+00:00,0.02682064
2024-03-07 00:00:00+00:00,0.03031416
2024-03-08 00:00:00+00:00,0.00253302
2024-03-11 00:00:00+00:00,0.00018064
2024-03-12 00:00:00+00:00,-0.00848682
2024-03-13 00:00:00+00:00,0.03952856
2024-03-14 00:00:00+00:00,0.01280455
2024-03-15 00:00:00+00:00,0.02933899
2024-03-18 00:00:00+00:00,0.00104548
2024-03-19 00:00:00+00:00,-0.08815331
2024-03-20 00:00:00+00:00,-0.01567912
2024-03-21 00:00:00+00:00,0.04777655
2024-03-22 00:00:00+00:00,-0.00915127
2024-03-25 00:00:00+00:00,-0.00702576
2024-03-26 00:00:00+00:00,-0.01535405
2024-03-27 00:00:00+00:00,0.00691412
2024-03-28 00:00:00+00:00,-0.00671141
