Date,CNH-onshore
2017-12-28 00:00:00+00:00,0.00725149
2017-12-29 00:00:00+00:00,0.00447552
2018-01-02 00:00:00+00:00,0.00779619
2018-01-03 00:00:00+00:00,0.00015605
2018-01-04 00:00:00+00:00,-0.00023419
2018-01-05 00:00:00+00:00,0.00451377
2018-01-08 00:00:00+00:00,-0.00289371
2018-01-09 00:00:00+00:00,-0.00966073
2018-01-10 00:00:00+00:00,0.00342013
2018-01-11 00:00:00+00:00,0.00198048
2018-01-12 00:00:00+00:00,0.00471147
2018-01-15 00:00:00+00:00,0.00268077
2018-01-16 00:00:00+00:00,0.00565271
2018-01-17 00:00:00+00:00,-0.00120120
2018-01-18 00:00:00+00:00,0.00544911
2018-01-19 00:00:00+00:00,0.00729600
2018-01-22 00:00:00+00:00,0.00092284
2018-01-23 00:00:00+00:00,-0.00388593
2018-01-24 00:00:00+00:00,0.00831039
2018-01-25 00:00:00+00:00,0.01466805
2018-01-26 00:00:00+00:00,0.00554844
2018-01-29 00:00:00+00:00,-0.00370870
2018-01-30 00:00:00+00:00,-0.00194322
2018-01-31 00:00:00+00:00,0.01347532
2018-02-01 00:00:00+00:00,-0.00067196
2018-02-02 00:00:00+00:00,0.00292421
2018-02-05 00:00:00+00:00,-0.00363142
2018-02-06 00:00:00+00:00,0.00500555
2018-02-07 00:00:00+00:00,0.00499220
2018-02-08 00:00:00+00:00,-0.02013359
2018-02-09 00:00:00+00:00,0.00895641
2018-02-12 00:00:00+00:00,-0.00761472
2018-02-13 00:00:00+00:00,-0.00314797
2018-02-14 00:00:00+00:00,0.00262408
2018-02-15 00:00:00+00:00,0.01340561
2018-02-16 00:00:00+00:00,0.00625725
2018-02-19 00:00:00+00:00,-0.01160543
2018-02-20 00:00:00+00:00,-0.00838814
2018-02-21 00:00:00+00:00,-0.00131486
2018-02-22 00:00:00+00:00,-0.00322034
2018-02-23 00:00:00+00:00,0.00447080
2018-02-26 00:00:00+00:00,0.00947137
2018-02-27 00:00:00+00:00,0.00058507
2018-02-28 00:00:00+00:00,-0.00699455
2018-03-01 00:00:00+00:00,-0.00543155
2018-03-02 00:00:00+00:00,0.00027200
2018-03-05 00:00:00+00:00,0.00313011
2018-03-06 00:00:00+00:00,-0.00194902
2018-03-07 00:00:00+00:00,0.00693681
2018-03-08 00:00:00+00:00,-0.00289272
2018-03-09 00:00:00+00:00,-0.00226375
2018-03-12 00:00:00+00:00,0.00439173
2018-03-13 00:00:00+00:00,-0.00257950
2018-03-14 00:00:00+00:00,0.00451952
2018-03-15 00:00:00+00:00,0.00039394
2018-03-16 00:00:00+00:00,-0.00194943
2018-03-19 00:00:00+00:00,-0.00258407
2018-03-20 00:00:00+00:00,0.00179003
2018-03-21 00:00:00+00:00,-0.00004857
2018-03-22 00:00:00+00:00,0.00312131
2018-03-23 00:00:00+00:00,0.00058496
2018-03-26 00:00:00+00:00,0.01386938
2018-03-27 00:00:00+00:00,0.00302909
2018-03-28 00:00:00+00:00,-0.00450138
2018-03-29 00:00:00+00:00,-0.00004771
2018-04-02 00:00:00+00:00,0.00372572
2018-04-03 00:00:00+00:00,-0.00080209
