Date,NIKKEI
2013-07-17 00:00:00+00:00,-0.00102961
2013-07-18 00:00:00+00:00,0.02773888
2013-07-19 00:00:00+00:00,-0.01992873
2013-07-22 00:00:00+00:00,0.00511268
2013-07-23 00:00:00+00:00,0.01156547
2013-07-24 00:00:00+00:00,-0.00575598
2013-07-25 00:00:00+00:00,-0.02883611
2013-07-26 00:00:00+00:00,-0.05473609
2013-07-29 00:00:00+00:00,-0.07365758
2013-07-30 00:00:00+00:00,0.04187758
2013-07-31 00:00:00+00:00,-0.04176021
2013-08-01 00:00:00+00:00,0.06543760
2013-08-02 00:00:00+00:00,0.06125008
2013-08-05 00:00:00+00:00,-0.03317577
2013-08-06 00:00:00+00:00,0.02281928
2013-08-07 00:00:00+00:00,-0.07433502
2013-08-08 00:00:00+00:00,-0.03462332
2013-08-09 00:00:00+00:00,0.00476671
2013-08-12 00:00:00+00:00,-0.00953491
2013-08-13 00:00:00+00:00,0.04996144
2013-08-14 00:00:00+00:00,0.02346178
2013-08-15 00:00:00+00:00,-0.03141000
2013-08-16 00:00:00+00:00,-0.01813277
2013-08-19 00:00:00+00:00,0.01426080
2013-08-20 00:00:00+00:00,-0.05192844
2013-08-21 00:00:00+00:00,-0.00074945
2013-08-22 00:00:00+00:00,-0.00634427
2013-08-23 00:00:00+00:00,0.05018388
2013-08-26 00:00:00+00:00,-0.00620805
2013-08-27 00:00:00+00:00,-0.01575452
2013-08-28 00:00:00+00:00,-0.02732992
2013-08-29 00:00:00+00:00,0.01496670
2013-08-30 00:00:00+00:00,-0.01597651
2013-09-02 00:00:00+00:00,0.03183183
2013-09-03 00:00:00+00:00,0.06263492
2013-09-04 00:00:00+00:00,0.01536498
2013-09-05 00:00:00+00:00,-0.01276909
2013-09-06 00:00:00+00:00,-0.02214583
2013-09-09 00:00:00+00:00,0.05306546
2013-09-10 00:00:00+00:00,0.02531344
2013-09-11 00:00:00+00:00,-0.00243365
2013-09-12 00:00:00+00:00,-0.01322723
2013-09-13 00:00:00+00:00,0.00840934
2013-09-17 00:00:00+00:00,-0.00698347
2013-09-18 00:00:00+00:00,0.02101311
2013-09-19 00:00:00+00:00,0.03569924
2013-09-20 00:00:00+00:00,-0.00034338
2013-09-24 00:00:00+00:00,-0.00170602
2013-09-25 00:00:00+00:00,-0.01534030
2013-09-26 00:00:00+00:00,0.03745459
2013-09-27 00:00:00+00:00,-0.01281909
2013-09-30 00:00:00+00:00,-0.03765536
2013-10-01 00:00:00+00:00,0.00622307
2013-10-02 00:00:00+00:00,-0.04552037
2013-10-03 00:00:00+00:00,-0.00706035
2013-10-04 00:00:00+00:00,-0.01239694
2013-10-07 00:00:00+00:00,-0.02638486
2013-10-08 00:00:00+00:00,0.01046534
2013-10-09 00:00:00+00:00,0.01975203
2013-10-10 00:00:00+00:00,0.01742140
2013-10-11 00:00:00+00:00,0.01585751
2013-10-15 00:00:00+00:00,0.00624200
2013-10-16 00:00:00+00:00,0.00207109
2013-10-17 00:00:00+00:00,0.01692789
2013-10-18 00:00:00+00:00,-0.00068836
2013-10-21 00:00:00+00:00,0.01611132
2013-10-22 00:00:00+00:00,0.00135709
2013-10-23 00:00:00+00:00,-0.03906349
2013-10-24 00:00:00+00:00,0.00658249
2013-10-25 00:00:00+00:00,-0.05010701
2013-10-28 00:00:00+00:00,0.03579936
2013-10-29 00:00:00+00:00,-0.00348557
2013-10-30 00:00:00+00:00,0.02754183
2013-10-31 00:00:00+00:00,-0.02511523
2013-11-01 00:00:00+00:00,-0.02333216
2013-11-05 00:00:00+00:00,0.00140616
2013-11-06 00:00:00+00:00,0.02113040
