Date,VNKI
2023-03-23 00:00:00+00:00,-0.01772152
2023-03-28 00:00:00+00:00,-0.04556962
2023-03-29 00:00:00+00:00,-0.08398950
2023-03-30 00:00:00+00:00,-0.00270270
2023-03-31 00:00:00+00:00,-0.01078167
2023-04-03 00:00:00+00:00,0.00000000
2023-04-04 00:00:00+00:00,-0.05390836
2023-04-05 00:00:00+00:00,0.07671233
2023-04-06 00:00:00+00:00,-0.01081081
2023-04-07 00:00:00+00:00,-0.01366120
2023-04-10 00:00:00+00:00,-0.02732240
2023-04-11 00:00:00+00:00,-0.05833333
2023-04-12 00:00:00+00:00,0.00845070
2023-04-13 00:00:00+00:00,0.00000000
2023-04-14 00:00:00+00:00,0.00000000
2023-04-17 00:00:00+00:00,-0.01117318
2023-04-18 00:00:00+00:00,0.05367232
2023-04-19 00:00:00+00:00,-0.04825737
2023-04-20 00:00:00+00:00,-0.01971831
2023-04-21 00:00:00+00:00,0.01724138
2023-04-24 00:00:00+00:00,0.01129944
2023-04-25 00:00:00+00:00,-0.00837989
2023-04-26 00:00:00+00:00,0.01971831
2023-04-27 00:00:00+00:00,0.01657459
2023-04-28 00:00:00+00:00,-0.07336957
2023-05-01 00:00:00+00:00,-0.00280899
2023-05-02 00:00:00+00:00,0.10000000
2023-05-03 00:00:00+00:00,-0.01546392
2023-05-08 00:00:00+00:00,-0.07474227
2023-05-09 00:00:00+00:00,-0.07458564
2023-05-10 00:00:00+00:00,0.00281690
2023-05-11 00:00:00+00:00,0.00000000
2023-05-15 00:00:00+00:00,0.00561798
2023-05-16 00:00:00+00:00,0.00558659
2023-05-17 00:00:00+00:00,0.01388889
2023-05-18 00:00:00+00:00,0.03287671
2023-05-19 00:00:00+00:00,-0.00530504
2023-05-22 00:00:00+00:00,-0.00800000
2023-05-23 00:00:00+00:00,0.01075269
2023-05-24 00:00:00+00:00,0.01063830
2023-05-25 00:00:00+00:00,0.02925532
2023-05-26 00:00:00+00:00,-0.00515464
2023-05-31 00:00:00+00:00,0.00518135
2023-06-05 00:00:00+00:00,0.00000000
2023-06-06 00:00:00+00:00,0.02590674
2023-06-07 00:00:00+00:00,0.01295337
2023-06-08 00:00:00+00:00,-0.02331606
2023-06-09 00:00:00+00:00,-0.00777202
2023-06-12 00:00:00+00:00,0.00518135
2023-06-13 00:00:00+00:00,0.01295337
2023-06-14 00:00:00+00:00,-0.01295337
2023-06-15 00:00:00+00:00,0.01813472
2023-06-16 00:00:00+00:00,0.00259067
2023-06-19 00:00:00+00:00,-0.03916449
2023-06-20 00:00:00+00:00,-0.00261097
2023-06-21 00:00:00+00:00,-0.00265252
2023-06-22 00:00:00+00:00,0.00000000
2023-06-23 00:00:00+00:00,0.06914894
2023-06-26 00:00:00+00:00,0.01562500
2023-06-27 00:00:00+00:00,-0.01522843
2023-06-28 00:00:00+00:00,-0.02301790
2023-06-29 00:00:00+00:00,-0.00787402
2023-07-03 00:00:00+00:00,-0.01851852
2023-07-04 00:00:00+00:00,-0.01583113
2023-07-05 00:00:00+00:00,-0.02133333
2023-07-06 00:00:00+00:00,0.02933333
2023-07-07 00:00:00+00:00,0.11200000
2023-07-10 00:00:00+00:00,0.07908163
2023-07-11 00:00:00+00:00,-0.00746269
2023-07-12 00:00:00+00:00,-0.00751880
2023-07-13 00:00:00+00:00,-0.04040404
2023-07-14 00:00:00+00:00,0.02368421
2023-07-18 00:00:00+00:00,0.00514139
2023-07-19 00:00:00+00:00,-0.05398458
2023-07-20 00:00:00+00:00,0.00263852
2023-07-21 00:00:00+00:00,0.03703704
2023-07-25 00:00:00+00:00,-0.07291667
2023-07-26 00:00:00+00:00,-0.01069519
2023-07-27 00:00:00+00:00,-0.07219251
