Date,BITCOIN
2019-06-11 00:00:00+00:00,-0.01502818
2019-06-12 00:00:00+00:00,0.06783920
2019-06-13 00:00:00+00:00,0.04092853
2019-06-14 00:00:00+00:00,0.02819436
2019-06-16 00:00:00+00:00,0.08186101
2019-06-17 00:00:00+00:00,0.13990201
2019-06-18 00:00:00+00:00,-0.06770321
2019-06-19 00:00:00+00:00,0.03640375
2019-06-20 00:00:00+00:00,0.07889126
2019-06-21 00:00:00+00:00,0.08402062
2019-06-23 00:00:00+00:00,0.19712729
2019-06-24 00:00:00+00:00,0.01311624
2019-06-25 00:00:00+00:00,0.13169643
2019-06-26 00:00:00+00:00,0.09850374
2019-06-27 00:00:00+00:00,-0.18604651
2019-06-28 00:00:00+00:00,0.18587196
2019-06-30 00:00:00+00:00,-0.21322048
2019-07-01 00:00:00+00:00,-0.06425703
2019-07-02 00:00:00+00:00,0.05395349
2019-07-03 00:00:00+00:00,0.19927700
2019-07-04 00:00:00+00:00,-0.03405827
2019-07-05 00:00:00+00:00,-0.11836052
2019-07-07 00:00:00+00:00,0.09195402
2019-07-08 00:00:00+00:00,0.15719778
2019-07-09 00:00:00+00:00,0.02324665
2019-07-10 00:00:00+00:00,-0.07417582
2019-07-11 00:00:00+00:00,-0.12828814
2019-07-12 00:00:00+00:00,0.08922414
2019-07-14 00:00:00+00:00,-0.24150787
2019-07-15 00:00:00+00:00,0.06553512
2019-07-16 00:00:00+00:00,-0.25307237
2019-07-17 00:00:00+00:00,0.08181344
2019-07-18 00:00:00+00:00,0.16153653
2019-07-19 00:00:00+00:00,-0.02137546
2019-07-21 00:00:00+00:00,0.02021627
2019-07-22 00:00:00+00:00,-0.04779582
2019-07-23 00:00:00+00:00,-0.04300048
2019-07-24 00:00:00+00:00,-0.04785156
2019-07-25 00:00:00+00:00,0.00551378
2019-07-26 00:00:00+00:00,0.00199402
2019-07-28 00:00:00+00:00,-0.03432836
2019-07-29 00:00:00+00:00,-0.01236476
2019-07-30 00:00:00+00:00,0.01460616
2019-07-31 00:00:00+00:00,0.05141388
2019-08-01 00:00:00+00:00,0.03960880
2019-08-02 00:00:00+00:00,0.06773283
2019-08-04 00:00:00+00:00,0.06311823
