Date,SMI-MID
2007-09-17 00:00:00+00:00,-0.03568441
2007-09-18 00:00:00+00:00,0.02651920
2007-09-19 00:00:00+00:00,0.06889224
2007-09-20 00:00:00+00:00,-0.05159194
2007-09-21 00:00:00+00:00,-0.00130892
2007-09-24 00:00:00+00:00,0.00856060
2007-09-25 00:00:00+00:00,-0.01756131
2007-09-26 00:00:00+00:00,0.00570765
2007-09-27 00:00:00+00:00,0.00915490
2007-09-28 00:00:00+00:00,0.02531323
2007-10-01 00:00:00+00:00,0.01584757
2007-10-02 00:00:00+00:00,0.01458600
2007-10-03 00:00:00+00:00,0.01278988
2007-10-04 00:00:00+00:00,-0.00238786
2007-10-05 00:00:00+00:00,0.01494776
2007-10-08 00:00:00+00:00,0.01539398
2007-10-09 00:00:00+00:00,0.00811032
2007-10-10 00:00:00+00:00,0.00149087
2007-10-11 00:00:00+00:00,0.01300235
2007-10-12 00:00:00+00:00,-0.00941714
2007-10-15 00:00:00+00:00,0.00969185
2007-10-16 00:00:00+00:00,-0.02085636
2007-10-17 00:00:00+00:00,0.01580737
2007-10-18 00:00:00+00:00,-0.01271047
2007-10-19 00:00:00+00:00,-0.01608164
2007-10-22 00:00:00+00:00,-0.02840658
2007-10-23 00:00:00+00:00,0.01727189
2007-10-24 00:00:00+00:00,-0.01853396
2007-10-25 00:00:00+00:00,0.01390077
2007-10-26 00:00:00+00:00,0.00208119
2007-10-29 00:00:00+00:00,0.01379039
2007-10-30 00:00:00+00:00,-0.01897812
2007-10-31 00:00:00+00:00,0.02500276
2007-11-01 00:00:00+00:00,-0.01450449
2007-11-02 00:00:00+00:00,-0.01627112
2007-11-05 00:00:00+00:00,-0.01752312
2007-11-06 00:00:00+00:00,0.01738714
2007-11-07 00:00:00+00:00,-0.01303152
2007-11-08 00:00:00+00:00,-0.01650401
2007-11-09 00:00:00+00:00,-0.02345628
2007-11-12 00:00:00+00:00,-0.01279291
2007-11-13 00:00:00+00:00,0.00101703
2007-11-14 00:00:00+00:00,0.01606402
2007-11-15 00:00:00+00:00,-0.02195074
2007-11-16 00:00:00+00:00,-0.02451522
2007-11-19 00:00:00+00:00,-0.07416895
2007-11-20 00:00:00+00:00,-0.00867980
2007-11-21 00:00:00+00:00,-0.06631047
