Date,US-ENERGY
2014-10-24 00:00:00+00:00,-0.00395975
2014-10-27 00:00:00+00:00,-0.02268238
2014-10-28 00:00:00+00:00,-0.05942068
2014-10-29 00:00:00+00:00,0.00323780
2014-10-30 00:00:00+00:00,-0.00639935
2014-10-31 00:00:00+00:00,0.02224802
2014-11-03 00:00:00+00:00,-0.01638052
2014-11-04 00:00:00+00:00,-0.02072979
2014-11-05 00:00:00+00:00,0.01866978
2014-11-06 00:00:00+00:00,0.01179016
2014-11-07 00:00:00+00:00,0.01153738
2014-11-10 00:00:00+00:00,-0.00912568
2014-11-11 00:00:00+00:00,0.00356800
2014-11-12 00:00:00+00:00,-0.00963574
2014-11-13 00:00:00+00:00,-0.01436210
2014-11-14 00:00:00+00:00,0.01116298
2014-11-17 00:00:00+00:00,-0.00581099
2014-11-18 00:00:00+00:00,0.00186978
2014-11-19 00:00:00+00:00,0.00618350
2014-11-20 00:00:00+00:00,0.00997195
2014-11-21 00:00:00+00:00,0.01423630
2014-11-24 00:00:00+00:00,-0.00781109
2014-11-25 00:00:00+00:00,-0.01551704
2014-11-26 00:00:00+00:00,-0.01332765
2014-11-28 00:00:00+00:00,-0.06595815
2014-12-01 00:00:00+00:00,-0.00731685
2014-12-02 00:00:00+00:00,0.02496306
2014-12-03 00:00:00+00:00,0.00982994
2014-12-04 00:00:00+00:00,-0.00939882
2014-12-05 00:00:00+00:00,-0.00862544
2014-12-08 00:00:00+00:00,-0.04437023
2014-12-09 00:00:00+00:00,0.00949303
2014-12-10 00:00:00+00:00,-0.02911704
2014-12-11 00:00:00+00:00,-0.05838725
2014-12-15 00:00:00+00:00,-0.02438828
2014-12-16 00:00:00+00:00,0.02823914
2014-12-17 00:00:00+00:00,0.01233843
2014-12-18 00:00:00+00:00,0.02070659
2014-12-19 00:00:00+00:00,0.02927489
2014-12-22 00:00:00+00:00,-0.00012539
2014-12-23 00:00:00+00:00,0.00798425
2014-12-24 00:00:00+00:00,-0.00581833
2014-12-26 00:00:00+00:00,-0.00236568
2014-12-29 00:00:00+00:00,0.00311957
2014-12-30 00:00:00+00:00,-0.00634570
2014-12-31 00:00:00+00:00,-0.00713774
2015-01-02 00:00:00+00:00,-0.00037887
2015-01-05 00:00:00+00:00,-0.04024243
2015-01-06 00:00:00+00:00,-0.01367065
2015-01-07 00:00:00+00:00,0.00159845
2015-01-08 00:00:00+00:00,0.02022288
2015-01-09 00:00:00+00:00,-0.00560828
2015-01-12 00:00:00+00:00,-0.02990214
2015-01-13 00:00:00+00:00,-0.00770666
2015-01-14 00:00:00+00:00,-0.01961936
2015-01-15 00:00:00+00:00,0.00958788
2015-01-16 00:00:00+00:00,0.03372264
2015-01-20 00:00:00+00:00,0.00066536
2015-01-21 00:00:00+00:00,0.01929405
2015-01-22 00:00:00+00:00,0.00600467
2015-01-23 00:00:00+00:00,-0.00103865
2015-01-26 00:00:00+00:00,0.00961261
2015-01-27 00:00:00+00:00,-0.00167337
2015-01-28 00:00:00+00:00,-0.03956751
2015-01-29 00:00:00+00:00,0.00187827
2015-01-30 00:00:00+00:00,0.00589302
2015-02-02 00:00:00+00:00,0.01611157
2015-02-03 00:00:00+00:00,0.04599595
2015-02-04 00:00:00+00:00,-0.01628706
2015-02-05 00:00:00+00:00,0.01400875
2015-02-06 00:00:00+00:00,0.00025055
2015-02-09 00:00:00+00:00,0.00075311
2015-02-10 00:00:00+00:00,0.00012519
2015-02-11 00:00:00+00:00,-0.00677484
2015-02-12 00:00:00+00:00,0.01275700
2015-02-13 00:00:00+00:00,0.02269865
2015-02-17 00:00:00+00:00,0.00158500
2015-02-18 00:00:00+00:00,-0.01302868
2015-02-19 00:00:00+00:00,-0.00370152
2015-02-20 00:00:00+00:00,-0.00582013
2015-02-23 00:00:00+00:00,-0.00286517
2015-02-24 00:00:00+00:00,0.00187296
2015-02-25 00:00:00+00:00,0.00635775
2015-02-26 00:00:00+00:00,0.01796277
2015-02-27 00:00:00+00:00,0.00111172
2015-03-02 00:00:00+00:00,-0.02180287
2015-03-03 00:00:00+00:00,0.00393029
2015-03-04 00:00:00+00:00,-0.00178204
2015-03-05 00:00:00+00:00,-0.00229503
2015-03-06 00:00:00+00:00,-0.02923492
2015-03-09 00:00:00+00:00,-0.00578191
2015-03-10 00:00:00+00:00,-0.01275351
2015-03-11 00:00:00+00:00,0.00146441
2015-03-12 00:00:00+00:00,-0.02965489
2015-03-16 00:00:00+00:00,0.00237381
2015-03-17 00:00:00+00:00,-0.00559923
2015-03-18 00:00:00+00:00,0.02787697
2015-03-19 00:00:00+00:00,-0.01369190
2015-03-20 00:00:00+00:00,0.01454235
2015-03-23 00:00:00+00:00,-0.00286696
2015-03-24 00:00:00+00:00,-0.00797233
2015-03-25 00:00:00+00:00,0.01514888
2015-03-26 00:00:00+00:00,-0.00285592
2015-03-27 00:00:00+00:00,-0.00741907
2015-03-30 00:00:00+00:00,0.01940397
2015-03-31 00:00:00+00:00,-0.00681772
2015-04-01 00:00:00+00:00,0.00103495
2015-04-02 00:00:00+00:00,0.00194007
2015-04-06 00:00:00+00:00,0.02001263
2015-04-07 00:00:00+00:00,0.00037905
2015-04-08 00:00:00+00:00,-0.00860497
2015-04-09 00:00:00+00:00,0.01671915
2015-04-10 00:00:00+00:00,0.00313778
2015-04-13 00:00:00+00:00,-0.00650768
2015-04-14 00:00:00+00:00,0.06990764
2015-04-15 00:00:00+00:00,0.02378487
2015-04-16 00:00:00+00:00,-0.00084857
2015-04-17 00:00:00+00:00,-0.01067105
2015-04-20 00:00:00+00:00,0.00576001
2015-04-21 00:00:00+00:00,-0.00938407
2015-04-22 00:00:00+00:00,0.00565806
2015-04-23 00:00:00+00:00,0.00880664
2015-04-24 00:00:00+00:00,-0.00776095
2015-04-27 00:00:00+00:00,-0.00036711
2015-04-28 00:00:00+00:00,-0.00048950
2015-04-29 00:00:00+00:00,0.01320917
2015-04-30 00:00:00+00:00,-0.00072443
2015-05-01 00:00:00+00:00,-0.00072503
2015-05-04 00:00:00+00:00,-0.00229713
