Date,EU-REALESTATE
2017-11-29 00:00:00+00:00,-0.00289687
2017-11-30 00:00:00+00:00,0.00058106
2017-12-01 00:00:00+00:00,-0.00174216
2017-12-04 00:00:00+00:00,0.00988947
2017-12-05 00:00:00+00:00,0.01150574
2017-12-06 00:00:00+00:00,0.00170843
2017-12-07 00:00:00+00:00,0.00454804
2017-12-08 00:00:00+00:00,0.04923599
2017-12-11 00:00:00+00:00,-0.01064426
2017-12-12 00:00:00+00:00,-0.00395928
2017-12-13 00:00:00+00:00,-0.00283930
2017-12-14 00:00:00+00:00,0.00398633
2017-12-15 00:00:00+00:00,0.00397050
2017-12-18 00:00:00+00:00,0.01751412
2017-12-19 00:00:00+00:00,0.00000000
2017-12-20 00:00:00+00:00,-0.00721821
