Date,ALUMINIUM
2022-05-10 00:00:00+00:00,0.00462040
2022-05-11 00:00:00+00:00,0.00758397
2022-05-12 00:00:00+00:00,-0.01460573
2022-05-13 00:00:00+00:00,0.04878489
2022-05-16 00:00:00+00:00,0.00556635
2022-05-17 00:00:00+00:00,0.03515901
2022-05-18 00:00:00+00:00,-0.01838522
2022-05-19 00:00:00+00:00,0.03772440
2022-05-20 00:00:00+00:00,0.01126591
2022-05-23 00:00:00+00:00,0.02261782
2022-05-24 00:00:00+00:00,-0.04015522
2022-05-25 00:00:00+00:00,-0.01679442
2022-05-26 00:00:00+00:00,-0.01119889
2022-05-27 00:00:00+00:00,0.00751092
2022-05-31 00:00:00+00:00,-0.05941197
2022-06-01 00:00:00+00:00,-0.04879799
2022-06-02 00:00:00+00:00,0.00036771
2022-06-06 00:00:00+00:00,0.03556985
2022-06-07 00:00:00+00:00,0.01514605
2022-06-08 00:00:00+00:00,0.03000448
2022-06-09 00:00:00+00:00,-0.05506608
2022-06-10 00:00:00+00:00,-0.05796311
2022-06-13 00:00:00+00:00,-0.03616704
2022-06-14 00:00:00+00:00,-0.05065702
2022-06-15 00:00:00+00:00,0.01535753
2022-06-16 00:00:00+00:00,-0.04851805
2022-06-17 00:00:00+00:00,-0.02569977
2022-06-21 00:00:00+00:00,0.00724638
2022-06-22 00:00:00+00:00,-0.02586554
2022-06-23 00:00:00+00:00,-0.01124848
2022-06-24 00:00:00+00:00,-0.00633235
2022-06-27 00:00:00+00:00,0.02479592
2022-06-28 00:00:00+00:00,-0.00152130
2022-06-29 00:00:00+00:00,-0.01712086
2022-06-30 00:00:00+00:00,-0.01540031
2022-07-01 00:00:00+00:00,-0.01293502
2022-07-05 00:00:00+00:00,-0.05457364
2022-07-06 00:00:00+00:00,0.02922912
2022-07-07 00:00:00+00:00,0.02964282
2022-07-08 00:00:00+00:00,-0.00216339
