Date,EU-UTILS
2015-12-16 00:00:00+00:00,0.00303541
2015-12-17 00:00:00+00:00,0.01479489
2015-12-18 00:00:00+00:00,-0.01126574
2015-12-21 00:00:00+00:00,-0.00904826
2015-12-22 00:00:00+00:00,-0.01082178
2015-12-23 00:00:00+00:00,0.03384615
2015-12-28 00:00:00+00:00,-0.00694444
2015-12-29 00:00:00+00:00,0.01731602
2015-12-30 00:00:00+00:00,-0.00130933
2016-01-04 00:00:00+00:00,-0.03343166
2016-01-05 00:00:00+00:00,0.01152933
2016-01-06 00:00:00+00:00,-0.00435803
2016-01-07 00:00:00+00:00,-0.01683502
2016-01-08 00:00:00+00:00,-0.00650685
2016-01-11 00:00:00+00:00,0.00930714
2016-01-12 00:00:00+00:00,-0.00307377
2016-01-13 00:00:00+00:00,0.00822199
2016-01-14 00:00:00+00:00,-0.01223242
2016-01-15 00:00:00+00:00,-0.03680771
2016-01-18 00:00:00+00:00,0.00785714
2016-01-19 00:00:00+00:00,0.01417434
2016-01-20 00:00:00+00:00,-0.02515723
2016-01-21 00:00:00+00:00,0.01326165
2016-01-22 00:00:00+00:00,0.02617616
2016-01-25 00:00:00+00:00,-0.00482592
2016-01-26 00:00:00+00:00,0.01489435
2016-01-27 00:00:00+00:00,0.01092150
2016-01-28 00:00:00+00:00,-0.00708980
2016-01-29 00:00:00+00:00,0.01190071
2016-02-01 00:00:00+00:00,0.00840054
2016-02-02 00:00:00+00:00,-0.01532822
2016-02-03 00:00:00+00:00,-0.01759729
2016-02-04 00:00:00+00:00,0.00172236
2016-02-05 00:00:00+00:00,-0.01685007
2016-02-08 00:00:00+00:00,-0.02378454
2016-02-09 00:00:00+00:00,-0.00788248
2016-02-10 00:00:00+00:00,-0.00577826
2016-02-11 00:00:00+00:00,-0.02760625
2016-02-12 00:00:00+00:00,0.01419499
2016-02-15 00:00:00+00:00,0.04567219
2016-02-16 00:00:00+00:00,-0.02254315
2016-02-17 00:00:00+00:00,0.00252252
2016-02-18 00:00:00+00:00,0.01294033
2016-02-19 00:00:00+00:00,-0.00532292
2016-02-22 00:00:00+00:00,0.02069212
2016-02-23 00:00:00+00:00,-0.02132122
2016-02-24 00:00:00+00:00,-0.02357143
2016-02-25 00:00:00+00:00,0.02048281
2016-02-26 00:00:00+00:00,0.00179211
2016-02-29 00:00:00+00:00,0.00322004
2016-03-01 00:00:00+00:00,0.01069900
2016-03-02 00:00:00+00:00,-0.00317572
2016-03-03 00:00:00+00:00,-0.00035398
2016-03-04 00:00:00+00:00,0.00283286
2016-03-07 00:00:00+00:00,-0.00920979
2016-03-08 00:00:00+00:00,-0.00427655
2016-03-09 00:00:00+00:00,0.00930565
2016-03-10 00:00:00+00:00,-0.05673759
2016-03-11 00:00:00+00:00,-0.00247262
2016-03-14 00:00:00+00:00,0.00142248
2016-03-15 00:00:00+00:00,-0.00426136
2016-03-16 00:00:00+00:00,-0.00499287
2016-03-17 00:00:00+00:00,0.00896057
2016-03-18 00:00:00+00:00,0.00923623
2016-03-21 00:00:00+00:00,-0.00527983
2016-03-22 00:00:00+00:00,-0.00601557
2016-03-23 00:00:00+00:00,-0.00249199
2016-03-24 00:00:00+00:00,-0.00356888
2016-03-29 00:00:00+00:00,0.01432665
2016-03-30 00:00:00+00:00,0.01129944
2016-03-31 00:00:00+00:00,-0.01501397
2016-04-01 00:00:00+00:00,-0.01559731
2016-04-04 00:00:00+00:00,0.00540151
2016-04-05 00:00:00+00:00,-0.01826648
2016-04-06 00:00:00+00:00,0.00000000
2016-04-07 00:00:00+00:00,-0.00072966
2016-04-08 00:00:00+00:00,0.01387368
2016-04-11 00:00:00+00:00,0.01080302
2016-04-12 00:00:00+00:00,0.00142501
2016-04-13 00:00:00+00:00,0.00924938
2016-04-14 00:00:00+00:00,0.00176243
2016-04-15 00:00:00+00:00,0.00703730
2016-04-18 00:00:00+00:00,0.00489168
2016-04-19 00:00:00+00:00,0.00764951
2016-04-20 00:00:00+00:00,0.00552105
2016-04-21 00:00:00+00:00,-0.01304049
2016-04-22 00:00:00+00:00,-0.00278164
2016-04-25 00:00:00+00:00,-0.00034868
2016-04-26 00:00:00+00:00,0.00871992
2016-04-27 00:00:00+00:00,0.01383126
2016-04-28 00:00:00+00:00,-0.00375171
2016-04-29 00:00:00+00:00,-0.00273879
2016-05-02 00:00:00+00:00,0.00274631
2016-05-03 00:00:00+00:00,-0.01643273
2016-05-04 00:00:00+00:00,-0.01253046
2016-05-05 00:00:00+00:00,0.00105746
2016-05-06 00:00:00+00:00,0.00000000
2016-05-09 00:00:00+00:00,0.00211268
2016-05-10 00:00:00+00:00,0.00878426
2016-05-11 00:00:00+00:00,-0.01602229
2016-05-12 00:00:00+00:00,0.00637168
2016-05-13 00:00:00+00:00,0.00844179
2016-05-16 00:00:00+00:00,-0.00592954
2016-05-17 00:00:00+00:00,0.00070175
2016-05-18 00:00:00+00:00,0.00350631
2016-05-19 00:00:00+00:00,-0.01292802
2016-05-20 00:00:00+00:00,0.00778761
2016-05-23 00:00:00+00:00,-0.00175623
2016-05-24 00:00:00+00:00,0.01935257
2016-05-25 00:00:00+00:00,0.01139109
2016-05-26 00:00:00+00:00,0.00409556
2016-05-27 00:00:00+00:00,0.00271924
2016-05-30 00:00:00+00:00,0.00847458
