Date,CAC
2011-05-16 00:00:00+00:00,-0.02661979
2011-05-17 00:00:00+00:00,0.00051184
2011-05-18 00:00:00+00:00,0.00767362
2011-05-19 00:00:00+00:00,0.01281889
2011-05-20 00:00:00+00:00,0.00025063
2011-05-23 00:00:00+00:00,-0.03342618
2011-05-24 00:00:00+00:00,0.00115890
2011-05-25 00:00:00+00:00,0.00424874
2011-05-26 00:00:00+00:00,0.01204202
2011-05-27 00:00:00+00:00,0.00076365
2011-05-30 00:00:00+00:00,-0.00127551
2011-05-31 00:00:00+00:00,0.03733911
2011-06-01 00:00:00+00:00,-0.04021481
2011-06-02 00:00:00+00:00,-0.00806555
2011-06-03 00:00:00+00:00,-0.01103271
2011-06-06 00:00:00+00:00,-0.02063983
2011-06-07 00:00:00+00:00,0.00717828
2011-06-08 00:00:00+00:00,-0.01781534
2011-06-09 00:00:00+00:00,0.03513372
2011-06-10 00:00:00+00:00,-0.04039465
2011-06-13 00:00:00+00:00,-0.00473124
2011-06-14 00:00:00+00:00,0.03954132
2011-06-15 00:00:00+00:00,-0.04771140
2011-06-16 00:00:00+00:00,-0.00172163
2011-06-17 00:00:00+00:00,0.01935826
2011-06-20 00:00:00+00:00,-0.00944634
2011-06-21 00:00:00+00:00,0.03062163
2011-06-22 00:00:00+00:00,0.00012887
2011-06-23 00:00:00+00:00,-0.02009334
2011-06-24 00:00:00+00:00,-0.02211752
2011-06-27 00:00:00+00:00,0.01601588
2011-06-28 00:00:00+00:00,0.02995271
2011-06-29 00:00:00+00:00,0.03183230
2011-06-30 00:00:00+00:00,0.03044198
2011-07-01 00:00:00+00:00,0.01754826
2011-07-04 00:00:00+00:00,-0.01032338
2011-07-05 00:00:00+00:00,-0.00787894
2011-07-06 00:00:00+00:00,-0.00966608
2011-07-07 00:00:00+00:00,0.01437035
2011-07-08 00:00:00+00:00,-0.03509212
2011-07-11 00:00:00+00:00,-0.06858776
2011-07-12 00:00:00+00:00,-0.01769444
2011-07-13 00:00:00+00:00,0.00412838
2011-07-14 00:00:00+00:00,-0.01647622
2011-07-15 00:00:00+00:00,-0.00066997
2011-07-18 00:00:00+00:00,-0.03750837
2011-07-19 00:00:00+00:00,0.02919509
2011-07-20 00:00:00+00:00,0.02128806
2011-07-21 00:00:00+00:00,0.04339723
2011-07-22 00:00:00+00:00,0.00899492
2011-07-25 00:00:00+00:00,-0.01856179
2011-07-26 00:00:00+00:00,-0.01467698
2011-07-27 00:00:00+00:00,-0.04586307
2011-07-28 00:00:00+00:00,-0.01282917
2011-07-29 00:00:00+00:00,-0.01318472
2011-08-01 00:00:00+00:00,-0.02670867
2011-08-02 00:00:00+00:00,-0.06696243
2011-08-03 00:00:00+00:00,0.00430416
2011-08-04 00:00:00+00:00,-0.13686471
2011-08-05 00:00:00+00:00,0.03810109
