Date,NIKKEI400
2016-10-18 00:00:00+00:00,0.00289735
2016-10-19 00:00:00+00:00,0.00288898
2016-10-20 00:00:00+00:00,0.00617284
2016-10-21 00:00:00+00:00,0.00040900
2016-10-24 00:00:00+00:00,0.00286182
2016-10-25 00:00:00+00:00,0.00733795
2016-10-26 00:00:00+00:00,0.00242817
2016-10-27 00:00:00+00:00,0.00201857
2016-10-28 00:00:00+00:00,0.00564061
2016-10-31 00:00:00+00:00,0.00240385
2016-11-01 00:00:00+00:00,-0.00199840
2016-11-02 00:00:00+00:00,-0.02122547
2016-11-04 00:00:00+00:00,-0.01513912
2016-11-07 00:00:00+00:00,0.01828002
2016-11-08 00:00:00+00:00,0.00040800
2016-11-09 00:00:00+00:00,-0.05220228
2016-11-10 00:00:00+00:00,0.06368330
2016-11-11 00:00:00+00:00,0.00566343
2016-11-14 00:00:00+00:00,0.01166533
2016-11-15 00:00:00+00:00,0.00238569
2016-11-16 00:00:00+00:00,0.01388338
2016-11-17 00:00:00+00:00,0.00039124
2016-11-18 00:00:00+00:00,0.00469300
2016-11-21 00:00:00+00:00,0.00778513
2016-11-22 00:00:00+00:00,0.00502124
2016-11-24 00:00:00+00:00,0.01037663
2016-11-25 00:00:00+00:00,0.00038037
2016-11-28 00:00:00+00:00,0.00114068
2016-11-29 00:00:00+00:00,-0.00113938
2016-11-30 00:00:00+00:00,0.00570342
2016-12-01 00:00:00+00:00,0.10572774
2016-12-02 00:00:00+00:00,-0.01390288
2016-12-05 00:00:00+00:00,-0.00909435
2016-12-06 00:00:00+00:00,0.01980198
2016-12-07 00:00:00+00:00,0.01243406
2016-12-08 00:00:00+00:00,0.02958801
2016-12-09 00:00:00+00:00,0.00886918
2016-12-12 00:00:00+00:00,0.00769231
2016-12-13 00:00:00+00:00,-0.00109051
2016-12-14 00:00:00+00:00,0.00000000
2016-12-15 00:00:00+00:00,0.00691412
2016-12-16 00:00:00+00:00,0.00361402
2016-12-19 00:00:00+00:00,-0.00144040
2016-12-20 00:00:00+00:00,0.00432744
2016-12-21 00:00:00+00:00,-0.00682226
2016-12-22 00:00:00+00:00,-0.00253073
2016-12-26 00:00:00+00:00,-0.00616165
2016-12-27 00:00:00+00:00,0.00000000
2016-12-28 00:00:00+00:00,0.00802334
2016-12-29 00:00:00+00:00,-0.01772793
2016-12-30 00:00:00+00:00,0.00257827
2017-01-04 00:00:00+00:00,0.02755327
2017-01-05 00:00:00+00:00,-0.00464784
2017-01-06 00:00:00+00:00,-0.00287356
2017-01-10 00:00:00+00:00,-0.00432277
2017-01-11 00:00:00+00:00,0.00397974
2017-01-12 00:00:00+00:00,-0.01153153
2017-01-13 00:00:00+00:00,0.00802042
2017-01-16 00:00:00+00:00,-0.01048825
2017-01-17 00:00:00+00:00,-0.01498538
2017-01-18 00:00:00+00:00,0.00556586
2017-01-19 00:00:00+00:00,0.01291513
2017-01-20 00:00:00+00:00,0.00364299
2017-01-23 00:00:00+00:00,-0.01524501
2017-01-24 00:00:00+00:00,-0.00331736
2017-01-25 00:00:00+00:00,0.00998521
2017-01-26 00:00:00+00:00,0.02013914
2017-01-27 00:00:00+00:00,0.00000000
2017-01-30 00:00:00+00:00,-0.00681981
2017-01-31 00:00:00+00:00,-0.01734731
2017-02-01 00:00:00+00:00,0.01029790
2017-02-02 00:00:00+00:00,-0.01201311
2017-02-03 00:00:00+00:00,0.00294768
2017-02-06 00:00:00+00:00,-0.00146951
2017-02-07 00:00:00+00:00,-0.00220751
2017-02-08 00:00:00+00:00,0.00737463
2017-02-09 00:00:00+00:00,-0.00622255
2017-02-10 00:00:00+00:00,0.02430939
2017-02-13 00:00:00+00:00,0.00215750
2017-02-14 00:00:00+00:00,-0.00825260
2017-02-15 00:00:00+00:00,0.00940666
2017-02-16 00:00:00+00:00,-0.00179211
2017-02-17 00:00:00+00:00,-0.00610413
