Date,SWISSLEAD
2024-03-05 00:00:00+00:00,-0.00557730
2024-03-06 00:00:00+00:00,0.01263781
2024-03-07 00:00:00+00:00,0.02362121
2024-03-08 00:00:00+00:00,0.01214874
2024-03-11 00:00:00+00:00,-0.00467265
2024-03-12 00:00:00+00:00,0.01690999
2024-03-13 00:00:00+00:00,-0.00885278
2024-03-14 00:00:00+00:00,-0.00352724
2024-03-15 00:00:00+00:00,-0.00406075
2024-03-18 00:00:00+00:00,-0.00870115
2024-03-19 00:00:00+00:00,-0.00693819
2024-03-20 00:00:00+00:00,0.00441114
2024-03-21 00:00:00+00:00,0.02105207
2024-03-22 00:00:00+00:00,-0.01143817
2024-03-25 00:00:00+00:00,-0.00590998
2024-03-26 00:00:00+00:00,0.01079651
2024-03-27 00:00:00+00:00,0.00805390
2024-03-28 00:00:00+00:00,-0.00125832
