Date,EU-BANKS
2007-06-01 00:00:00+00:00,0.00173767
2007-06-04 00:00:00+00:00,-0.00758217
2007-06-05 00:00:00+00:00,-0.00117325
2007-06-06 00:00:00+00:00,-0.03895514
2007-06-07 00:00:00+00:00,-0.02928804
2007-06-08 00:00:00+00:00,0.00548148
2007-06-11 00:00:00+00:00,0.01709200
2007-06-12 00:00:00+00:00,-0.01113251
2007-06-13 00:00:00+00:00,0.00201440
2007-06-14 00:00:00+00:00,0.01759826
2007-06-15 00:00:00+00:00,0.01120664
2007-06-18 00:00:00+00:00,-0.00447949
2007-06-19 00:00:00+00:00,-0.00200164
2007-06-20 00:00:00+00:00,0.00029018
2007-06-21 00:00:00+00:00,-0.01097878
2007-06-22 00:00:00+00:00,-0.00835549
2007-06-25 00:00:00+00:00,-0.00012917
2007-06-26 00:00:00+00:00,-0.00927838
2007-06-27 00:00:00+00:00,-0.00914577
2007-06-28 00:00:00+00:00,-0.00381173
2007-06-29 00:00:00+00:00,0.01400365
2007-07-02 00:00:00+00:00,-0.00527719
2007-07-03 00:00:00+00:00,0.00805632
2007-07-04 00:00:00+00:00,0.00585213
2007-07-05 00:00:00+00:00,-0.00820813
2007-07-06 00:00:00+00:00,0.00629340
2007-07-09 00:00:00+00:00,-0.00119720
2007-07-10 00:00:00+00:00,-0.01398375
2007-07-11 00:00:00+00:00,-0.00661617
2007-07-12 00:00:00+00:00,0.00943549
2007-07-13 00:00:00+00:00,0.00848336
2007-07-16 00:00:00+00:00,0.01268170
2007-07-17 00:00:00+00:00,-0.00941295
2007-07-18 00:00:00+00:00,-0.01056386
2007-07-19 00:00:00+00:00,0.00696386
2007-07-20 00:00:00+00:00,-0.02106539
2007-07-23 00:00:00+00:00,0.01033620
2007-07-24 00:00:00+00:00,-0.01438384
2007-07-25 00:00:00+00:00,-0.00780007
2007-07-26 00:00:00+00:00,-0.02595489
2007-07-27 00:00:00+00:00,-0.00239649
2007-07-30 00:00:00+00:00,-0.00671631
2007-07-31 00:00:00+00:00,0.02295182
2007-08-01 00:00:00+00:00,-0.01666456
2007-08-02 00:00:00+00:00,0.01168045
2007-08-03 00:00:00+00:00,-0.01202955
2007-08-06 00:00:00+00:00,-0.00513039
2007-08-07 00:00:00+00:00,0.02338844
2007-08-08 00:00:00+00:00,0.02106242
2007-08-09 00:00:00+00:00,-0.02459907
2007-08-10 00:00:00+00:00,-0.03461326
2007-08-13 00:00:00+00:00,0.02005468
2007-08-14 00:00:00+00:00,-0.01717862
2007-08-15 00:00:00+00:00,-0.00913165
2007-08-16 00:00:00+00:00,-0.03301761
2007-08-17 00:00:00+00:00,0.03851838
2007-08-20 00:00:00+00:00,0.00107809
2007-08-21 00:00:00+00:00,-0.00776017
2007-08-22 00:00:00+00:00,0.01183094
2007-08-23 00:00:00+00:00,-0.00126233
2007-08-24 00:00:00+00:00,-0.00011514
2007-08-27 00:00:00+00:00,0.00126773
2007-08-28 00:00:00+00:00,-0.02206794
2007-08-29 00:00:00+00:00,0.00154615
2007-08-30 00:00:00+00:00,0.00838479
2007-08-31 00:00:00+00:00,0.00500731
2007-09-03 00:00:00+00:00,0.00661001
2007-09-04 00:00:00+00:00,0.01976035
2007-09-05 00:00:00+00:00,-0.05611845
2007-09-06 00:00:00+00:00,0.01691782
2007-09-07 00:00:00+00:00,-0.05764778
2007-09-10 00:00:00+00:00,-0.02238256
2007-09-11 00:00:00+00:00,0.02019925
2007-09-12 00:00:00+00:00,0.00372980
2007-09-13 00:00:00+00:00,0.00968703
2007-09-14 00:00:00+00:00,-0.01809210
2007-09-17 00:00:00+00:00,-0.01697830
2007-09-18 00:00:00+00:00,0.02293102
2007-09-19 00:00:00+00:00,0.04062235
2007-09-20 00:00:00+00:00,-0.00862055
2007-09-21 00:00:00+00:00,-0.00242416
2007-09-24 00:00:00+00:00,-0.01011018
2007-09-25 00:00:00+00:00,-0.01326686
2007-09-26 00:00:00+00:00,0.00680791
2007-09-27 00:00:00+00:00,0.00699723
2007-09-28 00:00:00+00:00,0.00083699
2007-10-01 00:00:00+00:00,0.01209815
2007-10-02 00:00:00+00:00,0.01960091
2007-10-03 00:00:00+00:00,0.00284853
2007-10-04 00:00:00+00:00,0.00964197
2007-10-05 00:00:00+00:00,0.00864854
2007-10-08 00:00:00+00:00,-0.00455901
