Date,EPRA-EUROPE
2023-12-19 00:00:00+00:00,0.01632100
2023-12-20 00:00:00+00:00,0.03400188
2023-12-21 00:00:00+00:00,-0.02043449
2023-12-22 00:00:00+00:00,0.01211635
2023-12-27 00:00:00+00:00,0.01320340
2023-12-28 00:00:00+00:00,-0.00305614
2023-12-29 00:00:00+00:00,-0.01462634
2024-01-02 00:00:00+00:00,-0.01881048
2024-01-03 00:00:00+00:00,-0.03015979
2024-01-04 00:00:00+00:00,0.00550296
2024-01-05 00:00:00+00:00,-0.01386332
2024-01-08 00:00:00+00:00,0.00073059
2024-01-09 00:00:00+00:00,-0.00436440
2024-01-10 00:00:00+00:00,0.00823956
2024-01-11 00:00:00+00:00,-0.01571896
2024-01-12 00:00:00+00:00,0.01249017
2024-01-15 00:00:00+00:00,-0.01873664
2024-01-16 00:00:00+00:00,-0.02132918
2024-01-17 00:00:00+00:00,-0.04416507
2024-01-18 00:00:00+00:00,-0.00391760
2024-01-19 00:00:00+00:00,-0.00455092
2024-01-22 00:00:00+00:00,0.02178817
2024-01-23 00:00:00+00:00,-0.02499092
2024-01-24 00:00:00+00:00,0.03438948
2024-01-25 00:00:00+00:00,0.01094892
2024-01-26 00:00:00+00:00,0.01150191
2024-01-29 00:00:00+00:00,0.00380075
2024-01-30 00:00:00+00:00,-0.00378971
2024-01-31 00:00:00+00:00,0.02038789
2024-02-01 00:00:00+00:00,-0.04445343
2024-02-02 00:00:00+00:00,-0.01363235
2024-02-05 00:00:00+00:00,-0.02235051
2024-02-06 00:00:00+00:00,0.01042257
2024-02-07 00:00:00+00:00,-0.01380450
2024-02-08 00:00:00+00:00,-0.00952993
2024-02-09 00:00:00+00:00,-0.03716023
2024-02-12 00:00:00+00:00,0.04007289
2024-02-13 00:00:00+00:00,-0.04775978
2024-02-14 00:00:00+00:00,-0.00145252
2024-02-15 00:00:00+00:00,0.03320601
2024-02-16 00:00:00+00:00,-0.00017032
2024-02-19 00:00:00+00:00,0.00363810
2024-02-20 00:00:00+00:00,-0.01340211
2024-02-21 00:00:00+00:00,-0.01285647
2024-02-22 00:00:00+00:00,-0.00144720
2024-02-23 00:00:00+00:00,-0.00017073
2024-02-26 00:00:00+00:00,-0.00653818
2024-02-27 00:00:00+00:00,-0.00017030
2024-02-28 00:00:00+00:00,-0.00079320
2024-02-29 00:00:00+00:00,-0.00016984
2024-03-01 00:00:00+00:00,-0.00529869
2024-03-04 00:00:00+00:00,-0.00081513
2024-03-05 00:00:00+00:00,-0.03244896
2024-03-06 00:00:00+00:00,0.02607664
2024-03-07 00:00:00+00:00,0.02055486
2024-03-08 00:00:00+00:00,0.04141658
2024-03-11 00:00:00+00:00,0.01298762
2024-03-12 00:00:00+00:00,-0.02478034
2024-03-13 00:00:00+00:00,0.00203362
2024-03-14 00:00:00+00:00,-0.02345512
2024-03-15 00:00:00+00:00,-0.03279939
2024-03-18 00:00:00+00:00,0.00340718
2024-03-19 00:00:00+00:00,0.01931007
2024-03-20 00:00:00+00:00,0.01462075
2024-03-21 00:00:00+00:00,0.04547310
2024-03-22 00:00:00+00:00,0.01673716
2024-03-25 00:00:00+00:00,0.00355629
2024-03-26 00:00:00+00:00,0.00757821
2024-03-27 00:00:00+00:00,0.00599642
2024-03-28 00:00:00+00:00,0.01827023
