Date,JGB-SGX-mini
2001-08-10 00:00:00+00:00,0.00628212
2001-08-13 00:00:00+00:00,0.00262009
2001-08-14 00:00:00+00:00,0.00425639
2001-08-15 00:00:00+00:00,0.00196984
2001-08-16 00:00:00+00:00,-0.00208398
2001-08-17 00:00:00+00:00,-0.00336618
2001-08-20 00:00:00+00:00,-0.00372974
2001-08-21 00:00:00+00:00,0.00119176
2001-08-22 00:00:00+00:00,0.00304714
2001-08-23 00:00:00+00:00,-0.00700550
2001-08-24 00:00:00+00:00,0.00119359
2001-08-27 00:00:00+00:00,-0.00516866
2001-08-28 00:00:00+00:00,0.00026468
2001-08-29 00:00:00+00:00,-0.00080874
2001-08-30 00:00:00+00:00,-0.00066598
2001-08-31 00:00:00+00:00,0.00019421
2001-09-03 00:00:00+00:00,-0.00453633
2001-09-04 00:00:00+00:00,0.00234816
2001-09-05 00:00:00+00:00,0.00134157
2001-09-06 00:00:00+00:00,-0.00310288
2001-09-07 00:00:00+00:00,-0.00152581
2001-09-10 00:00:00+00:00,-0.00109558
2001-09-11 00:00:00+00:00,-0.01540234
2001-09-12 00:00:00+00:00,0.00725222
2001-09-13 00:00:00+00:00,-0.00662695
2001-09-14 00:00:00+00:00,0.00215335
2001-09-17 00:00:00+00:00,0.01304986
2001-09-18 00:00:00+00:00,0.00171422
2001-09-19 00:00:00+00:00,-0.00691282
2001-09-20 00:00:00+00:00,-0.00493025
2001-09-21 00:00:00+00:00,0.00252215
2001-09-25 00:00:00+00:00,0.00280167
2001-09-26 00:00:00+00:00,-0.00586580
2001-09-27 00:00:00+00:00,0.00495896
2001-09-28 00:00:00+00:00,-0.00042364
2001-10-01 00:00:00+00:00,0.00301766
2001-10-02 00:00:00+00:00,0.00379957
2001-10-03 00:00:00+00:00,0.00022433
2001-10-04 00:00:00+00:00,-0.00198998
2001-10-05 00:00:00+00:00,-0.00220600
2001-10-08 00:00:00+00:00,0.00051145
2001-10-09 00:00:00+00:00,-0.00091818
2001-10-10 00:00:00+00:00,-0.00077738
2001-10-11 00:00:00+00:00,0.00158384
2001-10-12 00:00:00+00:00,-0.00049048
2001-10-15 00:00:00+00:00,0.00079589
2001-10-16 00:00:00+00:00,0.00623024
2001-10-17 00:00:00+00:00,-0.00398312
2001-10-18 00:00:00+00:00,0.00343778
2001-10-19 00:00:00+00:00,-0.00063085
2001-10-22 00:00:00+00:00,-0.00091611
2001-10-23 00:00:00+00:00,0.00229208
2001-10-24 00:00:00+00:00,0.00164887
2001-10-25 00:00:00+00:00,-0.00119802
2001-10-26 00:00:00+00:00,0.00058082
2001-10-29 00:00:00+00:00,0.00065298
2001-10-30 00:00:00+00:00,0.00029871
2001-10-31 00:00:00+00:00,0.00243348
2001-11-01 00:00:00+00:00,-0.00069612
2001-11-02 00:00:00+00:00,0.00086772
2001-11-05 00:00:00+00:00,-0.00083806
2001-11-06 00:00:00+00:00,-0.00040712
2001-11-07 00:00:00+00:00,0.00250915
2001-11-08 00:00:00+00:00,-0.00523464
2001-11-09 00:00:00+00:00,-0.00239964
2001-11-12 00:00:00+00:00,0.00222848
2001-11-13 00:00:00+00:00,-0.00147466
2001-11-14 00:00:00+00:00,-0.00104891
2001-11-15 00:00:00+00:00,-0.00318863
2001-11-16 00:00:00+00:00,-0.00183758
2001-11-19 00:00:00+00:00,0.00158861
2001-11-20 00:00:00+00:00,0.00037444
2001-11-21 00:00:00+00:00,0.00037384
2001-11-22 00:00:00+00:00,0.00194267
2001-11-26 00:00:00+00:00,-0.00768032
2001-11-27 00:00:00+00:00,-0.01514649
2001-11-28 00:00:00+00:00,0.00706674
2001-11-29 00:00:00+00:00,-0.00772118
2001-11-30 00:00:00+00:00,0.00169408
2001-12-03 00:00:00+00:00,-0.00585584
2001-12-04 00:00:00+00:00,0.00446500
2001-12-05 00:00:00+00:00,0.00140345
2001-12-06 00:00:00+00:00,-0.00208073
2001-12-07 00:00:00+00:00,0.00358569
2001-12-10 00:00:00+00:00,0.00502884
2001-12-11 00:00:00+00:00,0.00002634
2001-12-12 00:00:00+00:00,-0.00358309
2001-12-13 00:00:00+00:00,0.00702726
2001-12-14 00:00:00+00:00,-0.00257016
2001-12-17 00:00:00+00:00,0.00002350
2001-12-18 00:00:00+00:00,0.00110673
2001-12-19 00:00:00+00:00,0.00016918
2001-12-20 00:00:00+00:00,0.00074618
2001-12-21 00:00:00+00:00,0.00420236
2001-12-26 00:00:00+00:00,-0.00105571
2001-12-27 00:00:00+00:00,-0.00480227
2001-12-28 00:00:00+00:00,-0.00604088
2002-01-04 00:00:00+00:00,-0.00800728
2002-01-07 00:00:00+00:00,0.00525550
2002-01-08 00:00:00+00:00,-0.00019281
2002-01-09 00:00:00+00:00,-0.00069920
2002-01-10 00:00:00+00:00,0.00060562
2002-01-11 00:00:00+00:00,-0.00468728
2002-01-15 00:00:00+00:00,0.00039138
2002-01-16 00:00:00+00:00,0.00090091
2002-01-17 00:00:00+00:00,-0.00469053
2002-01-18 00:00:00+00:00,-0.00565251
2002-01-21 00:00:00+00:00,-0.00581075
2002-01-22 00:00:00+00:00,0.00141662
2002-01-23 00:00:00+00:00,0.00433963
2002-01-24 00:00:00+00:00,-0.00799909
2002-01-25 00:00:00+00:00,-0.00400095
2002-01-28 00:00:00+00:00,0.00450104
2002-01-29 00:00:00+00:00,-0.00019450
2002-01-30 00:00:00+00:00,-0.00539310
2002-01-31 00:00:00+00:00,-0.00151735
2002-02-01 00:00:00+00:00,-0.00563318
2002-02-04 00:00:00+00:00,0.00606662
2002-02-05 00:00:00+00:00,-0.00423288
2002-02-06 00:00:00+00:00,0.00193926
2002-02-07 00:00:00+00:00,0.00406803
2002-02-08 00:00:00+00:00,0.00728493
2002-02-12 00:00:00+00:00,0.00133924
2002-02-13 00:00:00+00:00,-0.00442820
2002-02-14 00:00:00+00:00,-0.00143868
2002-02-15 00:00:00+00:00,0.00353862
2002-02-18 00:00:00+00:00,-0.00056001
2002-02-19 00:00:00+00:00,-0.00158317
2002-02-20 00:00:00+00:00,0.00104873
2002-02-21 00:00:00+00:00,0.00697044
2002-02-22 00:00:00+00:00,-0.00259854
2002-02-25 00:00:00+00:00,0.00075370
2002-02-26 00:00:00+00:00,-0.00719462
2002-02-27 00:00:00+00:00,0.00098056
2002-02-28 00:00:00+00:00,0.00039179
2002-03-01 00:00:00+00:00,0.00332643
2002-03-04 00:00:00+00:00,0.00507883
2002-03-05 00:00:00+00:00,0.00148489
2002-03-06 00:00:00+00:00,0.00308879
2002-03-07 00:00:00+00:00,0.00082528
2002-03-08 00:00:00+00:00,-0.00179904
2002-03-11 00:00:00+00:00,-0.01245015
2002-03-12 00:00:00+00:00,0.00558095
2002-03-13 00:00:00+00:00,0.00286658
2002-03-14 00:00:00+00:00,0.00184266
2002-03-15 00:00:00+00:00,-0.00150543
2002-03-18 00:00:00+00:00,0.00191266
2002-03-19 00:00:00+00:00,-0.00019663
2002-03-20 00:00:00+00:00,0.00009408
2002-03-22 00:00:00+00:00,-0.00048705
2002-03-25 00:00:00+00:00,-0.00259433
2002-03-26 00:00:00+00:00,0.00133316
2002-03-27 00:00:00+00:00,0.00460506
2002-03-28 00:00:00+00:00,0.00328828
2002-03-29 00:00:00+00:00,-0.00062947
2002-04-01 00:00:00+00:00,-0.00135461
2002-04-02 00:00:00+00:00,0.00357644
2002-04-03 00:00:00+00:00,0.00038452
2002-04-04 00:00:00+00:00,0.00328034
2002-04-05 00:00:00+00:00,-0.00106084
2002-04-08 00:00:00+00:00,0.00103582
2002-04-09 00:00:00+00:00,-0.00250487
2002-04-10 00:00:00+00:00,0.00284690
2002-04-11 00:00:00+00:00,0.00110821
2002-04-12 00:00:00+00:00,-0.00300860
2002-04-15 00:00:00+00:00,0.00385859
2002-04-16 00:00:00+00:00,-0.00178135
2002-04-17 00:00:00+00:00,-0.00308334
2002-04-18 00:00:00+00:00,-0.00106119
2002-04-19 00:00:00+00:00,0.00313787
2002-04-22 00:00:00+00:00,-0.00134993
2002-04-23 00:00:00+00:00,-0.00265352
2002-04-24 00:00:00+00:00,-0.00345201
2002-04-25 00:00:00+00:00,0.00016914
2002-04-26 00:00:00+00:00,0.00444886
2002-04-30 00:00:00+00:00,0.00820316
2002-05-01 00:00:00+00:00,-0.00033775
2002-05-02 00:00:00+00:00,-0.00055391
2002-05-07 00:00:00+00:00,0.00218598
2002-05-08 00:00:00+00:00,-0.00213749
2002-05-09 00:00:00+00:00,0.00088767
2002-05-10 00:00:00+00:00,0.00038291
2002-05-13 00:00:00+00:00,0.00002214
2002-05-14 00:00:00+00:00,0.00261513
2002-05-15 00:00:00+00:00,0.00067037
2002-05-16 00:00:00+00:00,-0.00141519
2002-05-17 00:00:00+00:00,0.00059861
2002-05-20 00:00:00+00:00,-0.00379007
2002-05-21 00:00:00+00:00,-0.00185058
2002-05-22 00:00:00+00:00,-0.00019277
2002-05-23 00:00:00+00:00,-0.00524256
2002-05-24 00:00:00+00:00,0.00241063
2002-05-27 00:00:00+00:00,-0.00077104
2002-05-28 00:00:00+00:00,-0.00561493
2002-05-29 00:00:00+00:00,-0.00048389
2002-05-30 00:00:00+00:00,0.00576729
2002-05-31 00:00:00+00:00,0.00053142
2002-06-03 00:00:00+00:00,-0.00033921
2002-06-04 00:00:00+00:00,-0.00106377
2002-06-05 00:00:00+00:00,-0.00207923
2002-06-06 00:00:00+00:00,0.00343582
2002-06-07 00:00:00+00:00,0.00357469
2002-06-10 00:00:00+00:00,0.00110827
2002-06-11 00:00:00+00:00,-0.00048252
2002-06-12 00:00:00+00:00,-0.00771300
2002-06-13 00:00:00+00:00,0.00067564
2002-06-14 00:00:00+00:00,0.00197765
2002-06-17 00:00:00+00:00,0.00016811
2002-06-18 00:00:00+00:00,0.00175814
2002-06-19 00:00:00+00:00,-0.00459575
2002-06-20 00:00:00+00:00,0.00429331
2002-06-21 00:00:00+00:00,0.00500621
2002-06-24 00:00:00+00:00,-0.00062466
2002-06-25 00:00:00+00:00,0.00168076
2002-06-26 00:00:00+00:00,0.00326363
