Date,BTP
2012-04-12 00:00:00+00:00,0.00718045
2012-04-13 00:00:00+00:00,-0.00840412
2012-04-16 00:00:00+00:00,-0.00551950
2012-04-17 00:00:00+00:00,-0.02021229
2012-04-18 00:00:00+00:00,0.00715426
2012-04-19 00:00:00+00:00,-0.01815766
2012-04-20 00:00:00+00:00,-0.00495808
2012-04-23 00:00:00+00:00,-0.00338872
2012-04-24 00:00:00+00:00,-0.00629869
2012-04-25 00:00:00+00:00,0.00397891
2012-04-26 00:00:00+00:00,0.00009662
2012-04-27 00:00:00+00:00,0.00128637
2012-04-30 00:00:00+00:00,0.02029636
2012-05-01 00:00:00+00:00,-0.00000317
2012-05-02 00:00:00+00:00,-0.00186683
2012-05-03 00:00:00+00:00,0.00265242
2012-05-04 00:00:00+00:00,0.00558728
2012-05-07 00:00:00+00:00,0.00360531
2012-05-08 00:00:00+00:00,0.00806183
2012-05-09 00:00:00+00:00,-0.01026517
2012-05-10 00:00:00+00:00,0.00750201
2012-05-11 00:00:00+00:00,0.00019341
2012-05-14 00:00:00+00:00,-0.03723940
2012-05-15 00:00:00+00:00,-0.02449513
2012-05-16 00:00:00+00:00,0.00904282
2012-05-17 00:00:00+00:00,-0.00050356
2012-05-18 00:00:00+00:00,0.00219994
2012-05-21 00:00:00+00:00,0.00389293
2012-05-22 00:00:00+00:00,0.03029382
2012-05-23 00:00:00+00:00,-0.01090141
2012-05-24 00:00:00+00:00,0.01827913
2012-05-25 00:00:00+00:00,-0.00852242
2012-05-28 00:00:00+00:00,-0.01327737
2012-05-29 00:00:00+00:00,-0.00762377
2012-05-30 00:00:00+00:00,-0.02057505
2012-05-31 00:00:00+00:00,0.00743234
2012-06-01 00:00:00+00:00,-0.00430641
2012-06-04 00:00:00+00:00,0.01659171
2012-06-05 00:00:00+00:00,0.00088813
2012-06-06 00:00:00+00:00,-0.00405498
2012-06-07 00:00:00+00:00,-0.00109410
2012-06-08 00:00:00+00:00,-0.00338037
2012-06-11 00:00:00+00:00,-0.01854505
2012-06-12 00:00:00+00:00,-0.00823020
2012-06-13 00:00:00+00:00,-0.00604528
2012-06-14 00:00:00+00:00,0.00793124
2012-06-15 00:00:00+00:00,0.01410501
2012-06-18 00:00:00+00:00,-0.01018414
2012-06-19 00:00:00+00:00,0.01232051
2012-06-20 00:00:00+00:00,0.02545032
2012-06-21 00:00:00+00:00,0.00089183
2012-06-22 00:00:00+00:00,0.00287815
2012-06-25 00:00:00+00:00,-0.01565479
2012-06-26 00:00:00+00:00,-0.00800349
