Date,EU-RETAIL
2022-03-07 00:00:00+00:00,-0.02851157
2022-03-08 00:00:00+00:00,0.02090094
2022-03-09 00:00:00+00:00,0.05715848
2022-03-10 00:00:00+00:00,-0.03124293
2022-03-11 00:00:00+00:00,0.01491437
2022-03-14 00:00:00+00:00,-0.10435036
2022-03-15 00:00:00+00:00,-0.03155400
2022-03-16 00:00:00+00:00,0.04624538
2022-03-17 00:00:00+00:00,-0.03837830
2022-03-18 00:00:00+00:00,0.03180071
2022-03-21 00:00:00+00:00,-0.01913844
2022-03-22 00:00:00+00:00,-0.00211853
2022-03-23 00:00:00+00:00,-0.03029768
2022-03-24 00:00:00+00:00,-0.03319088
2022-03-25 00:00:00+00:00,0.01730051
2022-03-28 00:00:00+00:00,-0.00669196
2022-03-29 00:00:00+00:00,0.06931365
2022-03-30 00:00:00+00:00,-0.06010775
2022-03-31 00:00:00+00:00,-0.09122168
2022-04-01 00:00:00+00:00,0.02958633
2022-04-04 00:00:00+00:00,0.03442575
2022-04-05 00:00:00+00:00,-0.00098714
2022-04-06 00:00:00+00:00,-0.05443886
2022-04-07 00:00:00+00:00,-0.00823937
2022-04-08 00:00:00+00:00,0.02106426
2022-04-11 00:00:00+00:00,-0.01037767
2022-04-12 00:00:00+00:00,0.01936875
2022-04-13 00:00:00+00:00,-0.00784183
2022-04-14 00:00:00+00:00,0.00989809
2022-04-19 00:00:00+00:00,0.00954558
2022-04-20 00:00:00+00:00,-0.00161998
2022-04-21 00:00:00+00:00,0.02528060
2022-04-22 00:00:00+00:00,-0.07187457
2022-04-25 00:00:00+00:00,-0.03649051
2022-04-26 00:00:00+00:00,-0.01525175
2022-04-27 00:00:00+00:00,-0.03158626
2022-04-28 00:00:00+00:00,0.01311770
2022-04-29 00:00:00+00:00,0.00714012
2022-05-02 00:00:00+00:00,-0.01152336
2022-05-03 00:00:00+00:00,0.03703232
2022-05-04 00:00:00+00:00,-0.04394858
2022-05-05 00:00:00+00:00,-0.02448197
2022-05-06 00:00:00+00:00,-0.04934320
2022-05-09 00:00:00+00:00,-0.03270997
2022-05-10 00:00:00+00:00,0.02360793
2022-05-11 00:00:00+00:00,0.00949554
2022-05-12 00:00:00+00:00,0.04131772
2022-05-13 00:00:00+00:00,0.04188095
2022-05-16 00:00:00+00:00,0.01602730
2022-05-17 00:00:00+00:00,0.02144470
2022-05-18 00:00:00+00:00,-0.04362925
2022-05-19 00:00:00+00:00,-0.03537132
2022-05-20 00:00:00+00:00,0.01401324
2022-05-23 00:00:00+00:00,0.00058387
2022-05-24 00:00:00+00:00,-0.04691999
2022-05-25 00:00:00+00:00,0.03225312
2022-05-26 00:00:00+00:00,0.05194958
2022-05-27 00:00:00+00:00,0.01656199
2022-05-30 00:00:00+00:00,0.01158309
2022-05-31 00:00:00+00:00,-0.01244044
2022-06-01 00:00:00+00:00,-0.01762488
2022-06-02 00:00:00+00:00,0.00348592
2022-06-03 00:00:00+00:00,0.00729659
2022-06-06 00:00:00+00:00,-0.00288109
2022-06-07 00:00:00+00:00,-0.02287753
2022-06-08 00:00:00+00:00,0.02561424
2022-06-09 00:00:00+00:00,-0.00478373
2022-06-10 00:00:00+00:00,-0.03979613
2022-06-13 00:00:00+00:00,-0.02157347
2022-06-14 00:00:00+00:00,-0.02036130
2022-06-15 00:00:00+00:00,0.00858976
2022-06-16 00:00:00+00:00,-0.03704300
2022-06-17 00:00:00+00:00,0.00422469
2022-06-20 00:00:00+00:00,0.00633195
2022-06-21 00:00:00+00:00,0.00101208
2022-06-22 00:00:00+00:00,-0.00531851
2022-06-23 00:00:00+00:00,-0.00570110
2022-06-24 00:00:00+00:00,0.02128268
2022-06-27 00:00:00+00:00,0.00238967
2022-06-28 00:00:00+00:00,-0.00734111
2022-06-29 00:00:00+00:00,-0.00599494
2022-06-30 00:00:00+00:00,-0.01060317
2022-07-01 00:00:00+00:00,0.01097668
2022-07-04 00:00:00+00:00,0.00593210
2022-07-05 00:00:00+00:00,-0.01578235
2022-07-06 00:00:00+00:00,0.02872206
2022-07-07 00:00:00+00:00,0.02964202
2022-07-08 00:00:00+00:00,0.00967049
2022-07-11 00:00:00+00:00,-0.00703168
2022-07-12 00:00:00+00:00,0.01699561
2022-07-13 00:00:00+00:00,-0.01058885
2022-07-14 00:00:00+00:00,-0.01136607
2022-07-15 00:00:00+00:00,0.02850657
2022-07-18 00:00:00+00:00,0.01202567
2022-07-19 00:00:00+00:00,0.02608476
2022-07-20 00:00:00+00:00,0.00213342
2022-07-21 00:00:00+00:00,0.00118761
2022-07-22 00:00:00+00:00,0.00965292
2022-07-25 00:00:00+00:00,0.06918560
2022-07-26 00:00:00+00:00,-0.08618402
2022-07-27 00:00:00+00:00,0.00313831
2022-07-28 00:00:00+00:00,0.01744841
2022-07-29 00:00:00+00:00,0.03857928
2022-08-01 00:00:00+00:00,0.00272892
2022-08-02 00:00:00+00:00,-0.02475913
2022-08-03 00:00:00+00:00,0.02098541
2022-08-04 00:00:00+00:00,0.03753837
2022-08-05 00:00:00+00:00,-0.03709028
2022-08-08 00:00:00+00:00,0.05019420
2022-08-09 00:00:00+00:00,-0.04550952
2022-08-10 00:00:00+00:00,0.06178363
2022-08-11 00:00:00+00:00,-0.00778472
2022-08-12 00:00:00+00:00,-0.00750554
2022-08-15 00:00:00+00:00,-0.00259379
2022-08-16 00:00:00+00:00,0.02707656
2022-08-17 00:00:00+00:00,-0.05105552
2022-08-18 00:00:00+00:00,-0.03673440
2022-08-19 00:00:00+00:00,-0.04348013
2022-08-22 00:00:00+00:00,-0.04965606
2022-08-23 00:00:00+00:00,-0.02886263
2022-08-24 00:00:00+00:00,-0.00754912
2022-08-25 00:00:00+00:00,-0.00012978
2022-08-26 00:00:00+00:00,-0.10945912
2022-08-29 00:00:00+00:00,-0.00479166
2022-08-30 00:00:00+00:00,0.00419679
2022-08-31 00:00:00+00:00,-0.02593987
2022-09-01 00:00:00+00:00,-0.02880919
2022-09-02 00:00:00+00:00,0.04369777
2022-09-05 00:00:00+00:00,-0.00265533
2022-09-06 00:00:00+00:00,0.03305551
2022-09-07 00:00:00+00:00,-0.03562280
2022-09-08 00:00:00+00:00,-0.03409567
2022-09-09 00:00:00+00:00,0.02852946
2022-09-12 00:00:00+00:00,0.09275887
2022-09-13 00:00:00+00:00,-0.06803957
2022-09-14 00:00:00+00:00,0.01067349
2022-09-15 00:00:00+00:00,-0.02632414
2022-09-16 00:00:00+00:00,-0.03393358
2022-09-19 00:00:00+00:00,0.01272403
2022-09-20 00:00:00+00:00,-0.04689445
2022-09-21 00:00:00+00:00,0.00770996
2022-09-22 00:00:00+00:00,-0.02323303
2022-09-23 00:00:00+00:00,-0.08491845
2022-09-26 00:00:00+00:00,-0.02374635
2022-09-27 00:00:00+00:00,-0.01686419
