Date,JPY
2002-03-19 00:00:00+00:00,-0.00998492
2002-03-20 00:00:00+00:00,0.00756927
2002-03-21 00:00:00+00:00,-0.00842573
2002-03-22 00:00:00+00:00,-0.01240379
2002-03-25 00:00:00+00:00,-0.00745462
2002-03-26 00:00:00+00:00,0.00658741
2002-03-27 00:00:00+00:00,0.00180293
2002-03-28 00:00:00+00:00,0.00021545
2002-04-01 00:00:00+00:00,-0.01114972
2002-04-02 00:00:00+00:00,-0.00018206
2002-04-03 00:00:00+00:00,0.01058234
2002-04-04 00:00:00+00:00,0.00708952
2002-04-05 00:00:00+00:00,0.00943561
2002-04-08 00:00:00+00:00,0.00244305
2002-04-09 00:00:00+00:00,0.00558252
2002-04-10 00:00:00+00:00,0.00491417
2002-04-11 00:00:00+00:00,-0.01306947
2002-04-12 00:00:00+00:00,-0.00869787
2002-04-15 00:00:00+00:00,0.00219108
2002-04-16 00:00:00+00:00,0.01178682
2002-04-17 00:00:00+00:00,0.00531225
2002-04-18 00:00:00+00:00,0.01338025
2002-04-19 00:00:00+00:00,-0.00703932
2002-04-22 00:00:00+00:00,0.00567031
2002-04-23 00:00:00+00:00,-0.00367511
2002-04-24 00:00:00+00:00,0.00929885
2002-04-25 00:00:00+00:00,0.01403519
2002-04-26 00:00:00+00:00,0.01175466
2002-04-29 00:00:00+00:00,-0.00285438
2002-04-30 00:00:00+00:00,-0.00720031
2002-05-01 00:00:00+00:00,0.01610137
2002-05-02 00:00:00+00:00,-0.00818565
2002-05-03 00:00:00+00:00,0.01412276
2002-05-06 00:00:00+00:00,-0.00435841
2002-05-07 00:00:00+00:00,-0.01135395
2002-05-08 00:00:00+00:00,-0.01180074
2002-05-09 00:00:00+00:00,0.00560574
2002-05-10 00:00:00+00:00,0.01250933
2002-05-13 00:00:00+00:00,-0.00234101
2002-05-14 00:00:00+00:00,-0.01330715
2002-05-15 00:00:00+00:00,0.01329897
2002-05-16 00:00:00+00:00,-0.00718699
