Date,EU-INSURE
2021-10-06 00:00:00+00:00,-0.00942911
2021-10-07 00:00:00+00:00,0.01246981
2021-10-08 00:00:00+00:00,0.00226763
2021-10-11 00:00:00+00:00,-0.00129508
2021-10-12 00:00:00+00:00,-0.00259209
2021-10-13 00:00:00+00:00,-0.00909233
2021-10-14 00:00:00+00:00,0.00687946
2021-10-15 00:00:00+00:00,0.00650696
2021-10-18 00:00:00+00:00,-0.00549775
2021-10-19 00:00:00+00:00,0.01072666
2021-10-20 00:00:00+00:00,0.00224997
2021-10-21 00:00:00+00:00,-0.00224803
2021-10-22 00:00:00+00:00,0.00385807
2021-10-25 00:00:00+00:00,0.00031885
2021-10-26 00:00:00+00:00,0.01569351
2021-10-27 00:00:00+00:00,0.00031380
2021-10-28 00:00:00+00:00,-0.00756776
2021-10-29 00:00:00+00:00,0.01270487
2021-11-01 00:00:00+00:00,0.00564484
2021-11-02 00:00:00+00:00,0.00155816
2021-11-03 00:00:00+00:00,0.00280145
2021-11-04 00:00:00+00:00,0.00061998
2021-11-05 00:00:00+00:00,-0.00558787
2021-11-08 00:00:00+00:00,0.00124730
2021-11-09 00:00:00+00:00,-0.00467709
2021-11-10 00:00:00+00:00,0.00563591
2021-11-11 00:00:00+00:00,-0.00186999
2021-11-12 00:00:00+00:00,0.00124658
2021-11-15 00:00:00+00:00,0.00342658
2021-11-16 00:00:00+00:00,-0.00186463
2021-11-17 00:00:00+00:00,0.00062086
2021-11-18 00:00:00+00:00,-0.00528749
2021-11-19 00:00:00+00:00,-0.00906675
2021-11-22 00:00:00+00:00,0.00094496
2021-11-23 00:00:00+00:00,-0.00283785
2021-11-24 00:00:00+00:00,0.00537125
2021-11-25 00:00:00+00:00,-0.00031606
2021-11-26 00:00:00+00:00,-0.04968701
2021-11-29 00:00:00+00:00,0.00727861
2021-11-30 00:00:00+00:00,-0.00427217
2021-12-01 00:00:00+00:00,0.02573252
2021-12-02 00:00:00+00:00,-0.00193135
2021-12-03 00:00:00+00:00,-0.00805819
2021-12-06 00:00:00+00:00,0.01981659
2021-12-07 00:00:00+00:00,0.01114830
2021-12-08 00:00:00+00:00,-0.00472773
2021-12-09 00:00:00+00:00,-0.00601631
2021-12-10 00:00:00+00:00,-0.00414188
2021-12-13 00:00:00+00:00,-0.00511828
2021-12-14 00:00:00+00:00,0.00064127
2021-12-15 00:00:00+00:00,0.00128352
2021-12-16 00:00:00+00:00,0.01186911
2021-12-17 00:00:00+00:00,-0.00095259
2021-12-20 00:00:00+00:00,-0.02063048
2021-12-21 00:00:00+00:00,0.01749641
2021-12-22 00:00:00+00:00,-0.00000197
2021-12-23 00:00:00+00:00,0.01496618
2021-12-27 00:00:00+00:00,0.00627394
2021-12-28 00:00:00+00:00,0.00997648
2021-12-29 00:00:00+00:00,-0.00463248
2021-12-30 00:00:00+00:00,-0.00124197
2022-01-03 00:00:00+00:00,0.01086782
2022-01-04 00:00:00+00:00,0.01658747
2022-01-05 00:00:00+00:00,-0.00030473
2022-01-06 00:00:00+00:00,0.00604314
2022-01-07 00:00:00+00:00,0.00841079
2022-01-10 00:00:00+00:00,0.00029522
2022-01-11 00:00:00+00:00,0.00863514
2022-01-12 00:00:00+00:00,0.00324528
2022-01-13 00:00:00+00:00,0.00882793
2022-01-14 00:00:00+00:00,-0.00496419
2022-01-17 00:00:00+00:00,0.00292897
2022-01-18 00:00:00+00:00,-0.00234313
2022-01-19 00:00:00+00:00,-0.00469411
2022-01-20 00:00:00+00:00,0.00146732
2022-01-21 00:00:00+00:00,-0.01676450
2022-01-24 00:00:00+00:00,-0.03080616
2022-01-25 00:00:00+00:00,0.01789035
2022-01-26 00:00:00+00:00,0.02060675
2022-01-27 00:00:00+00:00,0.01246832
2022-01-28 00:00:00+00:00,-0.00469874
2022-01-31 00:00:00+00:00,-0.00324711
2022-02-01 00:00:00+00:00,0.00797744
2022-02-02 00:00:00+00:00,0.00146134
2022-02-03 00:00:00+00:00,-0.00967178
2022-02-04 00:00:00+00:00,-0.02041478
2022-02-07 00:00:00+00:00,0.01448656
2022-02-08 00:00:00+00:00,0.01100402
2022-02-09 00:00:00+00:00,0.00587980
2022-02-10 00:00:00+00:00,-0.00644976
2022-02-11 00:00:00+00:00,-0.00413407
2022-02-14 00:00:00+00:00,-0.01686978
2022-02-15 00:00:00+00:00,0.01081877
2022-02-16 00:00:00+00:00,0.00028698
2022-02-17 00:00:00+00:00,-0.01518419
2022-02-18 00:00:00+00:00,-0.01300088
2022-02-21 00:00:00+00:00,-0.01347796
2022-02-22 00:00:00+00:00,-0.00435364
2022-02-23 00:00:00+00:00,-0.00063311
2022-02-24 00:00:00+00:00,-0.04116891
2022-02-25 00:00:00+00:00,0.02893342
2022-02-28 00:00:00+00:00,-0.01391539
2022-03-01 00:00:00+00:00,-0.03622717
2022-03-02 00:00:00+00:00,0.00963486
2022-03-03 00:00:00+00:00,-0.01516165
2022-03-04 00:00:00+00:00,-0.03679860
2022-03-07 00:00:00+00:00,-0.02882889
2022-03-08 00:00:00+00:00,0.04468032
2022-03-09 00:00:00+00:00,0.02634123
2022-03-10 00:00:00+00:00,-0.00801367
2022-03-11 00:00:00+00:00,0.02150160
2022-03-14 00:00:00+00:00,0.04441073
2022-03-15 00:00:00+00:00,-0.05195963
2022-03-16 00:00:00+00:00,0.05574018
2022-03-17 00:00:00+00:00,-0.00398767
2022-03-18 00:00:00+00:00,-0.00267194
2022-03-21 00:00:00+00:00,0.05267662
2022-03-22 00:00:00+00:00,0.01197097
2022-03-23 00:00:00+00:00,-0.01816581
2022-03-24 00:00:00+00:00,-0.00163362
2022-03-25 00:00:00+00:00,0.00160685
2022-03-28 00:00:00+00:00,0.00516590
2022-03-29 00:00:00+00:00,0.00256138
2022-03-30 00:00:00+00:00,0.00866115
2022-03-31 00:00:00+00:00,0.00094127
2022-04-01 00:00:00+00:00,0.00730551
2022-04-04 00:00:00+00:00,-0.00728271
2022-04-05 00:00:00+00:00,-0.00415660
2022-04-06 00:00:00+00:00,-0.00033870
2022-04-07 00:00:00+00:00,-0.00865069
2022-04-08 00:00:00+00:00,0.01739435
2022-04-11 00:00:00+00:00,0.00822128
2022-04-12 00:00:00+00:00,-0.00190728
2022-04-13 00:00:00+00:00,-0.00569032
2022-04-14 00:00:00+00:00,0.01328191
2022-04-19 00:00:00+00:00,-0.01721665
2022-04-20 00:00:00+00:00,0.01683464
2022-04-21 00:00:00+00:00,-0.00408931
2022-04-22 00:00:00+00:00,-0.01541245
2022-04-25 00:00:00+00:00,-0.02554140
2022-04-26 00:00:00+00:00,-0.00100577
2022-04-27 00:00:00+00:00,-0.00231658
2022-04-28 00:00:00+00:00,0.01672585
2022-04-29 00:00:00+00:00,-0.00680631
2022-05-02 00:00:00+00:00,-0.00815230
2022-05-03 00:00:00+00:00,0.01177758
2022-05-04 00:00:00+00:00,-0.01298737
2022-05-05 00:00:00+00:00,-0.01939330
2022-05-06 00:00:00+00:00,-0.01575841
2022-05-09 00:00:00+00:00,-0.02145171
2022-05-10 00:00:00+00:00,0.01144509
2022-05-11 00:00:00+00:00,0.02884087
2022-05-12 00:00:00+00:00,-0.00837614
2022-05-13 00:00:00+00:00,0.01715006
2022-05-16 00:00:00+00:00,-0.00333979
2022-05-17 00:00:00+00:00,0.02090051
2022-05-18 00:00:00+00:00,-0.00816423
2022-05-19 00:00:00+00:00,-0.02102646
2022-05-20 00:00:00+00:00,0.00332248
2022-05-23 00:00:00+00:00,0.01533548
2022-05-24 00:00:00+00:00,-0.00891116
2022-05-25 00:00:00+00:00,0.00693999
2022-05-26 00:00:00+00:00,0.00821064
2022-05-27 00:00:00+00:00,0.01173833
2022-05-30 00:00:00+00:00,-0.00358434
2022-05-31 00:00:00+00:00,-0.01526959
2022-06-01 00:00:00+00:00,-0.01155595
2022-06-02 00:00:00+00:00,0.00596417
2022-06-03 00:00:00+00:00,-0.00334417
2022-06-06 00:00:00+00:00,0.01624518
2022-06-07 00:00:00+00:00,-0.00624607
2022-06-08 00:00:00+00:00,-0.01549564
2022-06-09 00:00:00+00:00,-0.04413830
2022-06-10 00:00:00+00:00,-0.07032347
2022-06-13 00:00:00+00:00,-0.01191373
2022-06-14 00:00:00+00:00,-0.00040235
2022-06-15 00:00:00+00:00,0.02815994
2022-06-16 00:00:00+00:00,-0.01993429
2022-06-17 00:00:00+00:00,-0.00424299
2022-06-20 00:00:00+00:00,0.01155097
2022-06-21 00:00:00+00:00,-0.00316997
2022-06-22 00:00:00+00:00,-0.01258780
2022-06-23 00:00:00+00:00,-0.01662972
2022-06-24 00:00:00+00:00,0.02650499
2022-06-27 00:00:00+00:00,0.00065225
2022-06-28 00:00:00+00:00,0.01007979
2022-06-29 00:00:00+00:00,-0.00419818
2022-06-30 00:00:00+00:00,-0.00907500
2022-07-01 00:00:00+00:00,0.00380674
2022-07-04 00:00:00+00:00,0.00728234
2022-07-05 00:00:00+00:00,-0.04682563
2022-07-06 00:00:00+00:00,0.01267029
2022-07-07 00:00:00+00:00,0.02794302
2022-07-08 00:00:00+00:00,0.00727787
2022-07-11 00:00:00+00:00,-0.00733628
2022-07-12 00:00:00+00:00,0.00866780
2022-07-13 00:00:00+00:00,-0.01391162
2022-07-14 00:00:00+00:00,-0.02990167
2022-07-15 00:00:00+00:00,0.01042718
2022-07-18 00:00:00+00:00,0.00458866
2022-07-19 00:00:00+00:00,0.01097817
2022-07-20 00:00:00+00:00,-0.00782389
2022-07-21 00:00:00+00:00,-0.00397592
2022-07-22 00:00:00+00:00,0.00385497
2022-07-25 00:00:00+00:00,0.00348334
2022-07-26 00:00:00+00:00,0.00346955
2022-07-27 00:00:00+00:00,0.00909120
2022-07-28 00:00:00+00:00,0.00412662
2022-07-29 00:00:00+00:00,0.03290012
2022-08-01 00:00:00+00:00,-0.00285671
2022-08-02 00:00:00+00:00,-0.01253789
2022-08-03 00:00:00+00:00,0.02945785
2022-08-04 00:00:00+00:00,0.00504465
2022-08-05 00:00:00+00:00,-0.00009828
2022-08-08 00:00:00+00:00,0.02453672
2022-08-09 00:00:00+00:00,0.00867671
2022-08-10 00:00:00+00:00,0.03183264
2022-08-11 00:00:00+00:00,0.00684998
2022-08-12 00:00:00+00:00,0.01441268
2022-08-15 00:00:00+00:00,-0.00828587
2022-08-16 00:00:00+00:00,0.00614397
2022-08-17 00:00:00+00:00,-0.02926257
2022-08-18 00:00:00+00:00,0.00056298
2022-08-19 00:00:00+00:00,-0.01639250
2022-08-22 00:00:00+00:00,-0.01986340
2022-08-23 00:00:00+00:00,0.00057213
2022-08-24 00:00:00+00:00,-0.00586013
2022-08-25 00:00:00+00:00,0.00735944
2022-08-26 00:00:00+00:00,-0.02074283
2022-08-29 00:00:00+00:00,-0.01786167
2022-08-30 00:00:00+00:00,0.00230235
2022-08-31 00:00:00+00:00,-0.00045377
2022-09-01 00:00:00+00:00,-0.02907557
2022-09-02 00:00:00+00:00,0.05826239
2022-09-05 00:00:00+00:00,-0.02082891
2022-09-06 00:00:00+00:00,0.01327414
2022-09-07 00:00:00+00:00,-0.01750098
2022-09-08 00:00:00+00:00,0.02499966
2022-09-09 00:00:00+00:00,0.02672177
2022-09-12 00:00:00+00:00,0.04273906
2022-09-13 00:00:00+00:00,-0.00536626
2022-09-14 00:00:00+00:00,-0.02082728
2022-09-15 00:00:00+00:00,0.01249970
2022-09-16 00:00:00+00:00,-0.01661762
2022-09-19 00:00:00+00:00,0.00288112
2022-09-20 00:00:00+00:00,-0.03070611
2022-09-21 00:00:00+00:00,0.01068407
2022-09-22 00:00:00+00:00,-0.02295190
2022-09-23 00:00:00+00:00,-0.04733142
2022-09-26 00:00:00+00:00,-0.03072758
2022-09-27 00:00:00+00:00,-0.01919498
2022-09-28 00:00:00+00:00,-0.03007893
2022-09-29 00:00:00+00:00,-0.03089486
2022-09-30 00:00:00+00:00,0.02267492
2022-10-03 00:00:00+00:00,0.00024520
2022-10-04 00:00:00+00:00,0.07803109
2022-10-05 00:00:00+00:00,-0.01271404
2022-10-06 00:00:00+00:00,-0.02757704
2022-10-07 00:00:00+00:00,-0.01653868
2022-10-10 00:00:00+00:00,0.00239706
2022-10-11 00:00:00+00:00,-0.02816099
2022-10-12 00:00:00+00:00,-0.01471119
2022-10-13 00:00:00+00:00,0.02924869
2022-10-14 00:00:00+00:00,0.01905063
2022-10-17 00:00:00+00:00,0.03248349
2022-10-18 00:00:00+00:00,0.00621193
2022-10-19 00:00:00+00:00,0.01884834
2022-10-20 00:00:00+00:00,-0.00571211
2022-10-21 00:00:00+00:00,-0.00293316
2022-10-24 00:00:00+00:00,0.02189601
2022-10-25 00:00:00+00:00,0.00297324
2022-10-26 00:00:00+00:00,0.00676846
2022-10-27 00:00:00+00:00,0.02085786
2022-10-28 00:00:00+00:00,-0.00150332
2022-10-31 00:00:00+00:00,0.00667502
2022-11-01 00:00:00+00:00,0.01378324
2022-11-02 00:00:00+00:00,-0.00587844
2022-11-03 00:00:00+00:00,0.00594645
2022-11-04 00:00:00+00:00,0.02582726
2022-11-07 00:00:00+00:00,0.00685140
2022-11-08 00:00:00+00:00,0.01412209
2022-11-09 00:00:00+00:00,0.00512708
2022-11-10 00:00:00+00:00,0.04421956
2022-11-11 00:00:00+00:00,0.00371397
2022-11-14 00:00:00+00:00,0.00691393
2022-11-15 00:00:00+00:00,-0.00142447
2022-11-16 00:00:00+00:00,0.00529270
2022-11-17 00:00:00+00:00,-0.00078377
2022-11-18 00:00:00+00:00,0.02411184
2022-11-21 00:00:00+00:00,-0.00676763
2022-11-22 00:00:00+00:00,0.01219012
2022-11-23 00:00:00+00:00,0.00708487
2022-11-24 00:00:00+00:00,0.00643318
2022-11-25 00:00:00+00:00,-0.00295833
2022-11-28 00:00:00+00:00,-0.01391318
2022-11-29 00:00:00+00:00,0.01338074
2022-11-30 00:00:00+00:00,0.00172754
2022-12-01 00:00:00+00:00,0.01735211
2022-12-02 00:00:00+00:00,-0.00200731
2022-12-05 00:00:00+00:00,0.01225532
2022-12-06 00:00:00+00:00,0.00354516
2022-12-07 00:00:00+00:00,-0.00721570
2022-12-08 00:00:00+00:00,-0.00261575
2022-12-09 00:00:00+00:00,0.01992684
2022-12-12 00:00:00+00:00,-0.01695643
2022-12-13 00:00:00+00:00,0.01248966
2022-12-14 00:00:00+00:00,-0.00076125
2022-12-15 00:00:00+00:00,-0.04668830
2022-12-16 00:00:00+00:00,-0.02209768
2022-12-19 00:00:00+00:00,0.01572101
2022-12-20 00:00:00+00:00,0.00331448
2022-12-21 00:00:00+00:00,0.03474641
2022-12-22 00:00:00+00:00,-0.00818294
2022-12-23 00:00:00+00:00,0.00512617
2022-12-27 00:00:00+00:00,0.00418393
2022-12-28 00:00:00+00:00,-0.00601781
2022-12-29 00:00:00+00:00,0.00573331
2022-12-30 00:00:00+00:00,-0.02639303
2023-01-02 00:00:00+00:00,0.02737544
2023-01-03 00:00:00+00:00,0.01528263
2023-01-04 00:00:00+00:00,0.04701348
2023-01-05 00:00:00+00:00,-0.02648793
2023-01-06 00:00:00+00:00,0.02106849
2023-01-09 00:00:00+00:00,0.01004483
