Date,BRE
2001-10-25 00:00:00+00:00,0.03430960
2001-10-26 00:00:00+00:00,-0.00469077
2001-10-29 00:00:00+00:00,-0.00060366
2001-10-30 00:00:00+00:00,0.00540864
2001-10-31 00:00:00+00:00,0.01629767
2001-11-01 00:00:00+00:00,0.00021515
2001-11-02 00:00:00+00:00,-0.00140874
2001-11-05 00:00:00+00:00,0.05035137
2001-11-06 00:00:00+00:00,-0.00322125
2001-11-07 00:00:00+00:00,0.03932729
2001-11-08 00:00:00+00:00,0.02638884
2001-11-09 00:00:00+00:00,0.00046191
2001-11-13 00:00:00+00:00,0.01043565
2001-11-14 00:00:00+00:00,-0.01684074
2001-11-15 00:00:00+00:00,-0.00005195
2001-11-16 00:00:00+00:00,0.01867477
2001-11-19 00:00:00+00:00,0.00451691
2001-11-20 00:00:00+00:00,-0.02237067
2001-11-21 00:00:00+00:00,0.01790459
2001-11-26 00:00:00+00:00,0.04418714
2001-11-27 00:00:00+00:00,0.00641194
2001-11-28 00:00:00+00:00,-0.00723781
2001-11-29 00:00:00+00:00,-0.04506271
2001-11-30 00:00:00+00:00,0.02106575
2001-12-03 00:00:00+00:00,0.01614627
2001-12-04 00:00:00+00:00,0.01240284
2001-12-05 00:00:00+00:00,0.00168276
2001-12-06 00:00:00+00:00,0.01477463
2001-12-07 00:00:00+00:00,0.02055236
2001-12-10 00:00:00+00:00,0.05793489
2001-12-11 00:00:00+00:00,-0.04035618
2001-12-12 00:00:00+00:00,0.01030051
2001-12-13 00:00:00+00:00,-0.00052523
2001-12-14 00:00:00+00:00,-0.00268083
2001-12-17 00:00:00+00:00,0.02032140
2001-12-18 00:00:00+00:00,0.02747409
2001-12-19 00:00:00+00:00,0.02288323
2001-12-20 00:00:00+00:00,-0.03428897
2001-12-21 00:00:00+00:00,0.00042464
2001-12-24 00:00:00+00:00,-0.00004723
2001-12-26 00:00:00+00:00,0.01806204
2001-12-27 00:00:00+00:00,-0.01007287
2001-12-28 00:00:00+00:00,0.02290415
2001-12-31 00:00:00+00:00,-0.01902829
2002-01-02 00:00:00+00:00,0.01245923
2002-01-03 00:00:00+00:00,0.01003748
2002-01-04 00:00:00+00:00,-0.03037812
2002-01-07 00:00:00+00:00,0.00587596
2002-01-08 00:00:00+00:00,-0.03666386
2002-01-09 00:00:00+00:00,0.00356455
2002-01-10 00:00:00+00:00,-0.04107257
2002-01-11 00:00:00+00:00,0.02203116
2002-01-14 00:00:00+00:00,0.00311242
2002-01-15 00:00:00+00:00,0.02005852
2002-01-16 00:00:00+00:00,0.01146442
2002-01-17 00:00:00+00:00,-0.01484158
2002-01-18 00:00:00+00:00,0.00764075
2002-01-22 00:00:00+00:00,-0.00028521
2002-01-23 00:00:00+00:00,-0.00243832
2002-01-24 00:00:00+00:00,-0.00842976
2002-01-25 00:00:00+00:00,-0.01015025
2002-01-28 00:00:00+00:00,-0.00850937
2002-01-29 00:00:00+00:00,-0.01121485
2002-01-30 00:00:00+00:00,0.00605438
2002-01-31 00:00:00+00:00,0.01698371
2002-02-01 00:00:00+00:00,0.00069983
2002-02-04 00:00:00+00:00,-0.01506570
2002-02-05 00:00:00+00:00,0.00363501
2002-02-06 00:00:00+00:00,-0.00445899
2002-02-07 00:00:00+00:00,-0.02362824
2002-02-08 00:00:00+00:00,0.00492612
2002-02-11 00:00:00+00:00,-0.00004723
2002-02-12 00:00:00+00:00,-0.00004764
2002-02-13 00:00:00+00:00,0.04186704
2002-02-14 00:00:00+00:00,-0.01607887
2002-02-15 00:00:00+00:00,0.00460480
2002-02-19 00:00:00+00:00,0.02047520
2002-02-20 00:00:00+00:00,-0.01093035
2002-02-21 00:00:00+00:00,-0.00004764
2002-02-22 00:00:00+00:00,0.00189694
2002-02-25 00:00:00+00:00,0.02618505
2002-02-26 00:00:00+00:00,0.00019211
2002-02-27 00:00:00+00:00,0.03064044
2002-02-28 00:00:00+00:00,0.00396653
2002-03-01 00:00:00+00:00,-0.01319093
2002-03-04 00:00:00+00:00,0.02848870
2002-03-05 00:00:00+00:00,-0.01287824
2002-03-06 00:00:00+00:00,-0.02954380
2002-03-07 00:00:00+00:00,-0.00316239
2002-03-08 00:00:00+00:00,0.01914483
2002-03-11 00:00:00+00:00,-0.00313807
2002-03-12 00:00:00+00:00,0.02279082
2002-03-13 00:00:00+00:00,-0.01204718
2002-03-14 00:00:00+00:00,0.00515587
2002-03-15 00:00:00+00:00,-0.00193899
2002-03-18 00:00:00+00:00,0.00680185
2002-03-19 00:00:00+00:00,0.00983672
2002-03-20 00:00:00+00:00,-0.01105989
2002-03-21 00:00:00+00:00,-0.00122772
2002-03-22 00:00:00+00:00,-0.00947507
2002-03-25 00:00:00+00:00,0.00279174
2002-03-26 00:00:00+00:00,0.01248038
2002-03-27 00:00:00+00:00,0.02109248
2002-03-28 00:00:00+00:00,-0.00051379
2002-04-01 00:00:00+00:00,-0.00609400
2002-04-02 00:00:00+00:00,0.00533095
2002-04-03 00:00:00+00:00,-0.00984595
2002-04-04 00:00:00+00:00,0.01073432
2002-04-05 00:00:00+00:00,0.02233478
2002-04-08 00:00:00+00:00,0.06820216
2002-04-09 00:00:00+00:00,-0.04464031
2002-04-10 00:00:00+00:00,-0.00688818
2002-04-11 00:00:00+00:00,-0.00416594
2002-04-12 00:00:00+00:00,-0.01930831
2002-04-15 00:00:00+00:00,-0.01810668
2002-04-16 00:00:00+00:00,0.00509268
2002-04-17 00:00:00+00:00,-0.00237768
2002-04-18 00:00:00+00:00,-0.01031293
2002-04-19 00:00:00+00:00,0.00651938
2002-04-22 00:00:00+00:00,-0.00986462
2002-04-23 00:00:00+00:00,-0.01038314
2002-04-24 00:00:00+00:00,-0.00099146
2002-04-25 00:00:00+00:00,-0.00902459
2002-04-26 00:00:00+00:00,0.00564752
2002-04-29 00:00:00+00:00,-0.00241492
2002-04-30 00:00:00+00:00,0.00753281
2002-05-01 00:00:00+00:00,-0.01444532
2002-05-02 00:00:00+00:00,-0.01633186
2002-05-03 00:00:00+00:00,-0.02563956
2002-05-06 00:00:00+00:00,-0.01423301
2002-05-07 00:00:00+00:00,0.02113421
2002-05-08 00:00:00+00:00,-0.01174682
2002-05-09 00:00:00+00:00,-0.02799636
2002-05-10 00:00:00+00:00,-0.01198270
2002-05-13 00:00:00+00:00,-0.01355565
2002-05-14 00:00:00+00:00,-0.00508513
2002-05-15 00:00:00+00:00,0.01055532
2002-05-16 00:00:00+00:00,0.00798838
2002-05-17 00:00:00+00:00,0.00895644
2002-05-20 00:00:00+00:00,0.00642577
2002-05-21 00:00:00+00:00,-0.00501179
2002-05-22 00:00:00+00:00,-0.01846004
2002-05-23 00:00:00+00:00,-0.02968085
2002-05-24 00:00:00+00:00,0.01218803
2002-05-28 00:00:00+00:00,0.00501880
2002-05-29 00:00:00+00:00,0.01157719
