Date,x,y,regime
2005-12-31 00:00:00+00:00,0.00000000,-0.01706849,Neutral
2006-01-31 00:00:00+00:00,0.00217915,0.00722256,Neutral
2006-02-28 00:00:00+00:00,-0.01222485,-0.02797406,Strong Bear
2006-03-31 00:00:00+00:00,-0.00122464,0.01912855,Bull
2006-04-30 00:00:00+00:00,0.00000000,0.08293446,Bull
2006-05-31 00:00:00+00:00,-0.00353092,0.01056937,Bull
2006-06-30 00:00:00+00:00,-0.00423545,-0.01940505,Weak Bear
2006-07-31 00:00:00+00:00,0.00176239,-0.02811254,Strong Bear
2006-08-31 00:00:00+00:00,0.00476289,-0.00400551,Bear
2006-09-30 00:00:00+00:00,0.00000000,0.00496463,Bear
2006-10-31 00:00:00+00:00,-0.00213730,-0.01460442,Neutral
2006-11-30 00:00:00+00:00,0.00896370,0.02737507,Bull
2006-12-31 00:00:00+00:00,0.00000000,-0.00409302,Strong Bull
2007-01-31 00:00:00+00:00,-0.00623876,0.03190817,Strong Bull
2007-02-28 00:00:00+00:00,-0.01483881,-0.04765327,Neutral
2007-03-31 00:00:00+00:00,0.00000000,-0.01190737,Bear
2007-04-30 00:00:00+00:00,-0.00813162,0.04163993,Neutral
2007-05-31 00:00:00+00:00,0.01447153,0.02722716,Strong Bull
2007-06-30 00:00:00+00:00,0.00000000,0.04561997,Strong Bull
2007-07-31 00:00:00+00:00,0.01396608,-0.02804304,Neutral
2007-08-31 00:00:00+00:00,-0.00143856,-0.02202769,Strong Bear
2007-09-30 00:00:00+00:00,0.00000000,0.05775343,Bear
2007-10-31 00:00:00+00:00,0.01249409,0.02435394,Bull
2007-11-30 00:00:00+00:00,-0.01088589,0.05812503,Strong Bull
2007-12-31 00:00:00+00:00,-0.00179178,-0.00014371,Strong Bull
2008-01-31 00:00:00+00:00,0.00504720,0.02526758,Bull
2008-02-29 00:00:00+00:00,0.00454998,0.03956248,Strong Bull
2008-03-31 00:00:00+00:00,-0.00293654,0.01280482,Strong Bull
2008-04-30 00:00:00+00:00,0.00136328,-0.01837456,Bull
2008-05-31 00:00:00+00:00,0.00000000,0.01683388,Neutral
2008-06-30 00:00:00+00:00,0.00215328,-0.00033731,Strong Bull
2008-07-31 00:00:00+00:00,-0.00084573,-0.03834897,Weak Bull
2008-08-31 00:00:00+00:00,0.00000000,0.01153968,Bear
2008-09-30 00:00:00+00:00,-0.00222439,0.03168633,Strong Bear
2008-10-31 00:00:00+00:00,0.00018799,0.04059491,Bull
2008-11-30 00:00:00+00:00,0.00000000,0.02665386,Strong Bull
2008-12-31 00:00:00+00:00,-0.00480360,0.03255240,Strong Bull
2009-01-31 00:00:00+00:00,0.00000000,-0.01810292,Strong Bull
2009-02-28 00:00:00+00:00,0.00000000,-0.00556873,Neutral
2009-03-31 00:00:00+00:00,-0.00180537,-0.02874922,Bear
2009-04-30 00:00:00+00:00,0.00029600,-0.02261222,Strong Bear
2009-05-31 00:00:00+00:00,0.00000000,0.01698341,Strong Bear
2009-06-30 00:00:00+00:00,-0.00190544,-0.01935338,Bear
2009-07-31 00:00:00+00:00,0.00649488,-0.00242838,Weak Bear
2009-08-31 00:00:00+00:00,-0.00500405,-0.00450152,Weak Bear
2009-09-30 00:00:00+00:00,0.00699615,0.03102007,Bull
2009-10-31 00:00:00+00:00,0.00000000,-0.01460470,Neutral
2009-11-30 00:00:00+00:00,0.00879860,0.04244584,Bull
2009-12-31 00:00:00+00:00,-0.00050145,-0.04002529,Neutral
2010-01-31 00:00:00+00:00,0.00000000,-0.04038451,Weak Bear
2010-02-28 00:00:00+00:00,0.00000000,-0.00595029,Strong Bear
2010-03-31 00:00:00+00:00,0.00520349,0.03670141,Weak Bull
2010-04-30 00:00:00+00:00,-0.00032437,0.00133346,Strong Bull
2010-05-31 00:00:00+00:00,0.00049150,-0.01913859,Neutral
2010-06-30 00:00:00+00:00,-0.00750297,0.01421418,Bear
2010-07-31 00:00:00+00:00,0.00000000,-0.01387948,Bear
2010-08-31 00:00:00+00:00,0.00874531,0.01500561,Bull
2010-09-30 00:00:00+00:00,-0.00670946,0.01406573,Strong Bull
2010-10-31 00:00:00+00:00,0.00000000,0.02746160,Strong Bull
2010-11-30 00:00:00+00:00,0.00272524,-0.02419342,Bull
2010-12-31 00:00:00+00:00,0.00584018,0.02663736,Bull
2011-01-31 00:00:00+00:00,0.00632882,0.00386210,Neutral
2011-02-28 00:00:00+00:00,0.00794458,0.01449712,Bull
2011-03-31 00:00:00+00:00,0.01048064,0.00430796,Bear
2011-04-30 00:00:00+00:00,0.00000000,0.05452235,Neutral
2011-05-31 00:00:00+00:00,0.00567663,-0.04382324,Bear
2011-06-30 00:00:00+00:00,-0.00360245,-0.01908635,Bear
2011-07-31 00:00:00+00:00,0.00000000,0.05106984,Weak Bear
2011-08-31 00:00:00+00:00,-0.00718391,-0.00957481,Neutral
2011-09-30 00:00:00+00:00,0.01047230,0.00810347,Weak Bull
2011-10-31 00:00:00+00:00,-0.00099337,-0.04111285,Strong Bear
2011-11-30 00:00:00+00:00,-0.00668752,-0.00950234,Strong Bear
2011-12-31 00:00:00+00:00,0.00000000,0.01887424,Strong Bear
2012-01-31 00:00:00+00:00,0.00667989,0.01046556,Weak Bull
2012-02-29 00:00:00+00:00,-0.00703460,0.00316380,Strong Bull
2012-03-31 00:00:00+00:00,0.00000000,-0.01782395,Weak Bull
2012-04-30 00:00:00+00:00,-0.00068218,-0.02242891,Neutral
2012-05-31 00:00:00+00:00,0.00618351,0.04023441,Weak Bull
2012-06-30 00:00:00+00:00,0.00000000,-0.03779957,Weak Bear
2012-07-31 00:00:00+00:00,0.00114417,0.00918398,Bull
2012-08-31 00:00:00+00:00,0.00693870,-0.02276500,Neutral
2012-09-30 00:00:00+00:00,0.00000000,-0.01619083,Neutral
2012-10-31 00:00:00+00:00,0.00334311,-0.04473308,Strong Bear
2012-11-30 00:00:00+00:00,-0.00131339,-0.01148520,Strong Bear
2012-12-31 00:00:00+00:00,0.00614548,0.01951978,Bear
2013-01-31 00:00:00+00:00,0.00051391,0.07834558,Strong Bull
2013-02-28 00:00:00+00:00,0.00651038,-0.02798147,Bull
2013-03-31 00:00:00+00:00,0.00000000,0.01073904,Bull
2013-04-30 00:00:00+00:00,0.00117671,0.01767229,Bull
2013-05-31 00:00:00+00:00,-0.00526434,-0.01169958,Neutral
2013-06-30 00:00:00+00:00,0.00000000,0.00532238,Bear
2013-07-31 00:00:00+00:00,-0.00013566,0.00487087,Strong Bear
2013-08-31 00:00:00+00:00,0.00000000,0.00376123,Bear
2013-09-30 00:00:00+00:00,-0.00852096,-0.01856738,Bear
2013-10-31 00:00:00+00:00,-0.00473666,-0.00896239,Weak Bear
2013-11-30 00:00:00+00:00,0.00000000,0.02173707,Bull
2013-12-31 00:00:00+00:00,-0.00151217,0.05858557,Strong Bull
2014-01-31 00:00:00+00:00,-0.00377744,-0.09571436,Neutral
2014-02-28 00:00:00+00:00,0.00163078,0.00339148,Weak Bear
2014-03-31 00:00:00+00:00,0.00446320,-0.02326233,Strong Bear
2014-04-30 00:00:00+00:00,0.00318837,-0.00390077,Neutral
2014-05-31 00:00:00+00:00,0.00000000,-0.00150306,Bull
2014-06-30 00:00:00+00:00,0.00120425,0.00832587,Strong Bull
2014-07-31 00:00:00+00:00,-0.02034098,-0.01674931,Bull
2014-08-31 00:00:00+00:00,0.00000000,0.03801205,Strong Bull
2014-09-30 00:00:00+00:00,0.01051104,0.07524622,Strong Bull
2014-10-31 00:00:00+00:00,0.01431751,0.00773886,Strong Bull
2014-11-30 00:00:00+00:00,0.00000000,0.11211266,Strong Bull
2014-12-31 00:00:00+00:00,0.00351369,0.05031459,Strong Bull
2015-01-31 00:00:00+00:00,0.00000000,0.12491776,Strong Bull
2015-02-28 00:00:00+00:00,0.00000000,-0.03506949,Strong Bull
2015-03-31 00:00:00+00:00,-0.00068671,0.01085559,Strong Bull
2015-04-30 00:00:00+00:00,-0.01277864,-0.04356274,Neutral
2015-05-31 00:00:00+00:00,0.00000000,0.00237235,Weak Bear
2015-06-30 00:00:00+00:00,-0.00245905,-0.02540369,Strong Bear
2015-07-31 00:00:00+00:00,0.00504613,0.03429456,Neutral
2015-08-31 00:00:00+00:00,-0.00802863,-0.04891056,Weak Bear
2015-09-30 00:00:00+00:00,-0.00392926,-0.00184355,Bull
2015-10-31 00:00:00+00:00,0.00000000,-0.03097392,Weak Bear
2015-11-30 00:00:00+00:00,-0.00201553,0.02058674,Weak Bull
2015-12-31 00:00:00+00:00,-0.00252903,-0.01874280,Neutral
2016-01-31 00:00:00+00:00,0.00000000,-0.00049607,Bull
2016-02-29 00:00:00+00:00,0.00447392,0.03245252,Weak Bull
2016-03-31 00:00:00+00:00,0.00304735,-0.02272414,Weak Bull
2016-04-30 00:00:00+00:00,0.00000000,-0.01647384,Strong Bear
2016-05-31 00:00:00+00:00,-0.00348884,-0.03299844,Strong Bear
2016-06-30 00:00:00+00:00,0.00354421,0.03324961,Weak Bear
2016-07-31 00:00:00+00:00,0.00000000,-0.00719999,Bull
2016-08-31 00:00:00+00:00,-0.00595379,-0.01287977,Weak Bull
2016-09-30 00:00:00+00:00,-0.00227803,-0.00442728,Bear
2016-10-31 00:00:00+00:00,-0.00212872,-0.02590397,Strong Bear
2016-11-30 00:00:00+00:00,0.00024176,0.03871112,Strong Bear
2016-12-31 00:00:00+00:00,0.00000000,0.02243597,Bear
2017-01-31 00:00:00+00:00,-0.00338989,-0.02699062,Neutral
2017-02-28 00:00:00+00:00,-0.00323522,0.02807348,Bull
2017-03-31 00:00:00+00:00,-0.00566500,-0.01916002,Weak Bear
2017-04-30 00:00:00+00:00,0.00000000,-0.01684158,Neutral
2017-05-31 00:00:00+00:00,0.00496280,0.00972502,Bear
2017-06-30 00:00:00+00:00,-0.01632529,0.00387067,Bear
2017-07-31 00:00:00+00:00,0.00279033,0.03386706,Bear
2017-08-31 00:00:00+00:00,0.00621927,-0.00794943,Weak Bear
2017-09-30 00:00:00+00:00,0.00000000,-0.03200583,Weak Bull
2017-10-31 00:00:00+00:00,0.00948155,0.02741853,Bull
2017-11-30 00:00:00+00:00,0.00440276,0.00784364,Bull
2017-12-31 00:00:00+00:00,0.00000000,0.01922229,Strong Bull
2018-01-31 00:00:00+00:00,0.00676024,0.15802420,Strong Bull
2018-02-28 00:00:00+00:00,-0.01398486,-0.04728150,Weak Bear
2018-03-31 00:00:00+00:00,0.00000000,-0.01709582,Weak Bear
2018-04-30 00:00:00+00:00,-0.00026870,0.00550757,Strong Bear
2018-05-31 00:00:00+00:00,-0.00389421,-0.01187391,Bear
2018-06-30 00:00:00+00:00,0.00000000,-0.00505162,Neutral
2018-07-31 00:00:00+00:00,0.00107098,0.00712803,Weak Bear
2018-08-31 00:00:00+00:00,0.00075483,0.01970049,Bull
2018-09-30 00:00:00+00:00,0.00000000,-0.00782537,Weak Bull
2018-10-31 00:00:00+00:00,0.00250995,-0.04639317,Weak Bear
2018-11-30 00:00:00+00:00,0.00435328,-0.01298592,Strong Bear
2018-12-31 00:00:00+00:00,-0.00190568,0.01853299,Strong Bear
2019-01-31 00:00:00+00:00,0.00465405,-0.02731849,Neutral
2019-02-28 00:00:00+00:00,-0.00381929,-0.01175372,Neutral
2019-03-31 00:00:00+00:00,0.00000000,0.04223326,Weak Bull
2019-04-30 00:00:00+00:00,0.00221646,0.00467843,Strong Bull
2019-05-31 00:00:00+00:00,-0.00055313,0.02418265,Strong Bull
2019-06-30 00:00:00+00:00,0.00000000,0.04331607,Bull
2019-07-31 00:00:00+00:00,0.00128949,0.06343656,Bull
2019-08-31 00:00:00+00:00,0.00000000,0.04007526,Strong Bull
2019-09-30 00:00:00+00:00,-0.00250310,-0.02489805,Weak Bull
2019-10-31 00:00:00+00:00,0.00194645,-0.04405619,Bear
2019-11-30 00:00:00+00:00,0.00000000,0.01814913,Strong Bear
2019-12-31 00:00:00+00:00,-0.00089437,-0.02667150,Bear
2020-01-31 00:00:00+00:00,-0.01098597,0.02809264,Weak Bull
2020-02-29 00:00:00+00:00,0.00000000,0.02707963,Weak Bull
2020-03-31 00:00:00+00:00,-0.00430065,0.00396105,Neutral
2020-04-30 00:00:00+00:00,-0.00503027,-0.01132618,Neutral
2020-05-31 00:00:00+00:00,0.00000000,-0.00020012,Neutral
2020-06-30 00:00:00+00:00,-0.00117821,0.00064807,Bear
2020-07-31 00:00:00+00:00,-0.00228190,0.08636215,Neutral
2020-08-31 00:00:00+00:00,0.00221896,0.03384965,Weak Bull
2020-09-30 00:00:00+00:00,-0.00207901,-0.05213199,Neutral
2020-10-31 00:00:00+00:00,0.00000000,-0.02874706,Bear
2020-11-30 00:00:00+00:00,-0.01092184,0.01399140,Neutral
2020-12-31 00:00:00+00:00,-0.00007725,0.07352047,Strong Bull
2021-01-31 00:00:00+00:00,0.00000000,-0.01331264,Strong Bull
2021-02-28 00:00:00+00:00,0.00000000,0.08842300,Strong Bull
2021-03-31 00:00:00+00:00,0.00537515,0.03518806,Bull
2021-04-30 00:00:00+00:00,-0.00361490,0.00654697,Strong Bull
2021-05-31 00:00:00+00:00,0.00042272,0.00965305,Strong Bull
2021-06-30 00:00:00+00:00,-0.00003070,0.00250828,Bull
2021-07-31 00:00:00+00:00,0.00000000,-0.02355221,Neutral
2021-08-31 00:00:00+00:00,-0.00345731,0.00387061,Neutral
2021-09-30 00:00:00+00:00,0.00221121,0.01052545,Weak Bull
2021-10-31 00:00:00+00:00,0.00000000,0.05497380,Strong Bull
2021-11-30 00:00:00+00:00,-0.02086955,-0.03658034,Neutral
2021-12-31 00:00:00+00:00,-0.00837731,0.01090601,Weak Bear
2022-01-31 00:00:00+00:00,-0.00227875,0.02323624,Neutral
2022-02-28 00:00:00+00:00,-0.00323695,0.01970821,Strong Bull
2022-03-31 00:00:00+00:00,-0.00678116,0.06765785,Strong Bull
2022-04-30 00:00:00+00:00,0.00000000,0.08061063,Strong Bull
2022-05-31 00:00:00+00:00,0.00510299,-0.00665654,Strong Bull
2022-06-30 00:00:00+00:00,-0.01023692,0.02703962,Strong Bull
2022-07-31 00:00:00+00:00,0.00000000,-0.03871497,Weak Bear
2022-08-31 00:00:00+00:00,-0.00377637,0.04184258,Neutral
2022-09-30 00:00:00+00:00,-0.00180078,0.09773815,Bull
2022-10-31 00:00:00+00:00,0.00728333,-0.01275990,Strong Bull
2022-11-30 00:00:00+00:00,-0.00438386,-0.03184353,Neutral
2022-12-31 00:00:00+00:00,0.00000000,0.00371424,Bear
2023-01-31 00:00:00+00:00,-0.00227720,0.00236251,Strong Bear
2023-02-28 00:00:00+00:00,0.00052691,-0.01444559,Neutral
2023-03-31 00:00:00+00:00,-0.00248295,-0.05585648,Bear
2023-04-30 00:00:00+00:00,0.00000000,0.00352273,Weak Bear
2023-05-31 00:00:00+00:00,-0.00951654,-0.00580015,Weak Bear
2023-06-30 00:00:00+00:00,0.00560665,0.02540281,Strong Bull
2023-07-31 00:00:00+00:00,-0.00108331,-0.01098757,Bull
2023-08-31 00:00:00+00:00,-0.00281221,-0.02997875,Weak Bear
2023-09-30 00:00:00+00:00,0.00000000,0.03535384,Neutral
2023-10-31 00:00:00+00:00,0.00714040,0.00356346,Bull
2023-11-30 00:00:00+00:00,-0.00080305,-0.04818431,Bear
2023-12-31 00:00:00+00:00,0.00000000,0.02134625,Strong Bear
2024-01-31 00:00:00+00:00,-0.00403738,-0.03209636,Neutral
2024-02-29 00:00:00+00:00,0.00086105,0.02009651,Strong Bull
2024-03-31 00:00:00+00:00,0.00000000,0.03308441,Strong Bull
