,x,y,regime
2005-11-30 00:00:00+00:00,-0.00028729,0.02424825,Bull
2005-12-31 00:00:00+00:00,0.00000000,-0.00903119,Neutral
2006-01-31 00:00:00+00:00,0.00090873,0.00541681,Weak Bull
2006-02-28 00:00:00+00:00,-0.00863498,-0.02433341,Bear
2006-03-31 00:00:00+00:00,0.00015497,0.01251782,Bull
2006-04-30 00:00:00+00:00,0.00000000,0.05906815,Bull
2006-05-31 00:00:00+00:00,-0.00219089,0.01350158,Weak Bull
2006-06-30 00:00:00+00:00,-0.00297523,-0.01138905,Weak Bear
2006-07-31 00:00:00+00:00,0.00078237,-0.01806757,Strong Bear
2006-08-31 00:00:00+00:00,0.00293314,-0.00119300,Strong Bear
2006-09-30 00:00:00+00:00,0.00000000,-0.01105298,Strong Bear
2006-10-31 00:00:00+00:00,-0.00116664,-0.01237508,Neutral
2006-11-30 00:00:00+00:00,0.00744379,0.03316055,Bull
2006-12-31 00:00:00+00:00,0.00000000,-0.01154168,Strong Bull
2007-01-31 00:00:00+00:00,-0.00489664,0.01849636,Strong Bull
2007-02-28 00:00:00+00:00,-0.00818229,-0.03069243,Neutral
2007-03-31 00:00:00+00:00,0.00000000,-0.00839533,Bear
2007-04-30 00:00:00+00:00,-0.00443470,0.03320780,Neutral
2007-05-31 00:00:00+00:00,0.01084042,0.01769041,Strong Bull
2007-06-30 00:00:00+00:00,0.00000000,0.03349958,Strong Bull
2007-07-31 00:00:00+00:00,0.00084937,-0.01921670,Weak Bull
2007-08-31 00:00:00+00:00,-0.00598896,-0.01411637,Strong Bear
2007-09-30 00:00:00+00:00,0.00000000,0.04836756,Bear
2007-10-31 00:00:00+00:00,0.00729585,0.01990949,Bull
2007-11-30 00:00:00+00:00,-0.00990289,0.03745628,Strong Bull
2007-12-31 00:00:00+00:00,0.00149107,-0.00012941,Bull
2008-01-31 00:00:00+00:00,0.00457132,0.02251952,Weak Bull
2008-02-29 00:00:00+00:00,0.00341833,0.03066818,Strong Bull
2008-03-31 00:00:00+00:00,-0.00137991,0.00826187,Strong Bull
2008-04-30 00:00:00+00:00,0.00218618,-0.01129782,Bull
2008-05-31 00:00:00+00:00,0.00000000,0.00842116,Neutral
2008-06-30 00:00:00+00:00,0.00152922,-0.00696010,Strong Bull
2008-07-31 00:00:00+00:00,-0.00007975,-0.03390615,Neutral
2008-08-31 00:00:00+00:00,0.00000000,0.02372681,Bear
2008-09-30 00:00:00+00:00,-0.00240421,0.02933441,Strong Bear
2008-10-31 00:00:00+00:00,0.00023103,0.02698478,Bull
2008-11-30 00:00:00+00:00,0.00000000,0.01790805,Strong Bull
2008-12-31 00:00:00+00:00,-0.00293356,0.01919319,Strong Bull
2009-01-31 00:00:00+00:00,0.00000000,-0.00925660,Strong Bull
2009-02-28 00:00:00+00:00,0.00000000,-0.00507252,Weak Bull
2009-03-31 00:00:00+00:00,-0.00058186,-0.01911373,Bear
2009-04-30 00:00:00+00:00,-0.00151330,-0.01713364,Strong Bear
2009-05-31 00:00:00+00:00,0.00000000,0.02416016,Strong Bear
2009-06-30 00:00:00+00:00,-0.00161493,-0.01601536,Bear
2009-07-31 00:00:00+00:00,0.00598860,-0.00070095,Neutral
2009-08-31 00:00:00+00:00,-0.00193703,-0.00040123,Weak Bear
2009-09-30 00:00:00+00:00,0.00413418,0.02538387,Bull
2009-10-31 00:00:00+00:00,0.00000000,-0.00825684,Weak Bull
2009-11-30 00:00:00+00:00,0.00530314,0.03363657,Bull
2009-12-31 00:00:00+00:00,-0.00029266,-0.02977873,Bear
2010-01-31 00:00:00+00:00,0.00000000,-0.01749357,Bear
2010-02-28 00:00:00+00:00,0.00000000,-0.00796204,Strong Bear
2010-03-31 00:00:00+00:00,0.00169063,0.02227742,Bull
2010-04-30 00:00:00+00:00,-0.00004023,0.00866401,Strong Bull
2010-05-31 00:00:00+00:00,-0.00005567,-0.00678815,Weak Bull
2010-06-30 00:00:00+00:00,-0.00368208,0.01072385,Neutral
2010-07-31 00:00:00+00:00,0.00000000,-0.01040801,Weak Bear
2010-08-31 00:00:00+00:00,0.00622821,0.01670482,Strong Bull
2010-09-30 00:00:00+00:00,-0.00310451,0.01098866,Strong Bull
2010-10-31 00:00:00+00:00,0.00000000,0.02236974,Strong Bull
2010-11-30 00:00:00+00:00,0.00101626,-0.01803700,Weak Bull
2010-12-31 00:00:00+00:00,0.00259256,0.01900953,Weak Bull
2011-01-31 00:00:00+00:00,0.00402462,-0.00383555,Weak Bear
2011-02-28 00:00:00+00:00,0.00519538,0.00844683,Bull
2011-03-31 00:00:00+00:00,0.00792718,0.00170094,Weak Bear
2011-04-30 00:00:00+00:00,0.00000000,0.04756507,Bull
2011-05-31 00:00:00+00:00,0.00153446,-0.03317105,Bear
2011-06-30 00:00:00+00:00,-0.00042886,-0.01208912,Bear
2011-07-31 00:00:00+00:00,0.00000000,0.04612131,Bear
2011-08-31 00:00:00+00:00,-0.00465399,-0.00773009,Neutral
2011-09-30 00:00:00+00:00,0.00804961,0.00567037,Bull
2011-10-31 00:00:00+00:00,-0.00040060,-0.02894986,Strong Bear
2011-11-30 00:00:00+00:00,-0.00498652,-0.00871278,Strong Bear
2011-12-31 00:00:00+00:00,0.00000000,0.01534233,Strong Bear
2012-01-31 00:00:00+00:00,0.00395572,0.00825290,Weak Bull
2012-02-29 00:00:00+00:00,-0.00299108,0.00275784,Strong Bull
2012-03-31 00:00:00+00:00,0.00000000,-0.02211970,Neutral
2012-04-30 00:00:00+00:00,-0.00032681,-0.01414030,Bear
2012-05-31 00:00:00+00:00,0.00457227,0.06349012,Weak Bull
2012-06-30 00:00:00+00:00,0.00000000,-0.03775376,Neutral
2012-07-31 00:00:00+00:00,0.00019181,0.00496527,Bull
2012-08-31 00:00:00+00:00,0.00406861,-0.02054094,Weak Bear
2012-09-30 00:00:00+00:00,0.00000000,-0.01036050,Neutral
2012-10-31 00:00:00+00:00,0.00184047,-0.03744571,Strong Bear
2012-11-30 00:00:00+00:00,-0.00021511,-0.00872498,Strong Bear
2012-12-31 00:00:00+00:00,0.00230336,0.02653213,Strong Bear
2013-01-31 00:00:00+00:00,0.00030744,0.06828268,Weak Bull
2013-02-28 00:00:00+00:00,0.00472391,-0.01567479,Bull
2013-03-31 00:00:00+00:00,0.00000000,0.00657064,Strong Bull
2013-04-30 00:00:00+00:00,-0.00033855,0.01359299,Bull
2013-05-31 00:00:00+00:00,-0.00146616,-0.00091704,Neutral
2013-06-30 00:00:00+00:00,0.00000000,-0.00156182,Bear
2013-07-31 00:00:00+00:00,0.00022936,-0.00091819,Strong Bear
2013-08-31 00:00:00+00:00,0.00000000,-0.00575354,Bear
2013-09-30 00:00:00+00:00,-0.00466293,-0.01679681,Strong Bear
2013-10-31 00:00:00+00:00,-0.00204414,-0.01161421,Bear
2013-11-30 00:00:00+00:00,0.00000000,0.02324031,Bull
2013-12-31 00:00:00+00:00,-0.00019473,0.04799616,Strong Bull
2014-01-31 00:00:00+00:00,-0.00206125,-0.07115293,Neutral
2014-02-28 00:00:00+00:00,-0.00069070,-0.00028682,Neutral
2014-03-31 00:00:00+00:00,0.00335920,-0.02231258,Bear
2014-04-30 00:00:00+00:00,0.00180876,-0.00606098,Neutral
2014-05-31 00:00:00+00:00,0.00000000,0.00075188,Bull
2014-06-30 00:00:00+00:00,-0.00036961,0.00229353,Strong Bull
2014-07-31 00:00:00+00:00,-0.01237476,-0.01742311,Bull
2014-08-31 00:00:00+00:00,0.00000000,0.03519493,Strong Bull
2014-09-30 00:00:00+00:00,0.00733066,0.07314392,Strong Bull
2014-10-31 00:00:00+00:00,0.01072955,0.00173305,Strong Bull
2014-11-30 00:00:00+00:00,0.00000000,0.07195259,Strong Bull
2014-12-31 00:00:00+00:00,0.00291240,0.03072640,Strong Bull
2015-01-31 00:00:00+00:00,0.00000000,0.08326334,Strong Bull
2015-02-28 00:00:00+00:00,0.00000000,-0.02019732,Strong Bull
2015-03-31 00:00:00+00:00,-0.00004774,0.00012531,Strong Bull
2015-04-30 00:00:00+00:00,-0.00940174,-0.03235468,Weak Bear
2015-05-31 00:00:00+00:00,0.00000000,0.00070873,Weak Bear
2015-06-30 00:00:00+00:00,0.00095022,-0.02884926,Strong Bear
2015-07-31 00:00:00+00:00,0.00325429,0.03585012,Neutral
2015-08-31 00:00:00+00:00,-0.00503415,-0.04683195,Bear
2015-09-30 00:00:00+00:00,-0.00137895,-0.00156009,Bull
2015-10-31 00:00:00+00:00,0.00000000,-0.03027946,Bear
2015-11-30 00:00:00+00:00,-0.00099790,0.02075112,Bull
2015-12-31 00:00:00+00:00,-0.00134331,-0.02435297,Neutral
2016-01-31 00:00:00+00:00,0.00000000,-0.00198983,Strong Bull
2016-02-29 00:00:00+00:00,0.00389373,0.02053534,Bull
2016-03-31 00:00:00+00:00,0.00196052,-0.01373058,Bull
2016-04-30 00:00:00+00:00,0.00000000,-0.01133708,Bear
2016-05-31 00:00:00+00:00,-0.00210410,-0.02529231,Strong Bear
2016-06-30 00:00:00+00:00,0.00290132,0.01662396,Neutral
2016-07-31 00:00:00+00:00,0.00000000,-0.00640405,Bull
2016-08-31 00:00:00+00:00,-0.00346792,-0.01243075,Weak Bull
2016-09-30 00:00:00+00:00,-0.00278264,-0.00961506,Strong Bear
2016-10-31 00:00:00+00:00,-0.00132841,-0.02136981,Strong Bear
2016-11-30 00:00:00+00:00,-0.00067306,0.03652861,Strong Bear
2016-12-31 00:00:00+00:00,0.00000000,0.01499220,Strong Bear
2017-01-31 00:00:00+00:00,-0.00359690,-0.01753573,Weak Bear
2017-02-28 00:00:00+00:00,-0.00268686,0.02039326,Bull
2017-03-31 00:00:00+00:00,-0.00437814,-0.01798686,Neutral
2017-04-30 00:00:00+00:00,0.00000000,-0.01181027,Weak Bull
2017-05-31 00:00:00+00:00,0.00331128,0.00299374,Weak Bear
2017-06-30 00:00:00+00:00,-0.01316613,-0.00240913,Bear
2017-07-31 00:00:00+00:00,0.00206041,0.03260260,Bear
2017-08-31 00:00:00+00:00,0.00420058,-0.01794847,Weak Bear
2017-09-30 00:00:00+00:00,0.00000000,-0.02613529,Weak Bull
2017-10-31 00:00:00+00:00,0.00734580,0.01977438,Bull
2017-11-30 00:00:00+00:00,0.00278366,0.00651464,Bull
2017-12-31 00:00:00+00:00,0.00000000,0.00827094,Strong Bull
2018-01-31 00:00:00+00:00,0.00372696,0.13457921,Bull
2018-02-28 00:00:00+00:00,-0.00891596,-0.03637710,Weak Bear
2018-03-31 00:00:00+00:00,0.00000000,-0.01159760,Weak Bear
2018-04-30 00:00:00+00:00,0.00076282,0.00086219,Strong Bear
2018-05-31 00:00:00+00:00,-0.00334400,-0.00967233,Bear
2018-06-30 00:00:00+00:00,0.00000000,-0.00197387,Bear
2018-07-31 00:00:00+00:00,0.00180376,0.00775241,Bear
2018-08-31 00:00:00+00:00,-0.00072479,0.01907501,Bull
2018-09-30 00:00:00+00:00,0.00000000,-0.01135053,Weak Bull
2018-10-31 00:00:00+00:00,0.00113177,-0.03331455,Weak Bear
2018-11-30 00:00:00+00:00,0.00343251,-0.01365722,Bear
2018-12-31 00:00:00+00:00,-0.00081384,0.01223593,Bear
2019-01-31 00:00:00+00:00,0.00446129,-0.02076838,Neutral
2019-02-28 00:00:00+00:00,-0.00135547,-0.00878931,Neutral
2019-03-31 00:00:00+00:00,0.00000000,0.02817121,Weak Bull
2019-04-30 00:00:00+00:00,0.00098467,0.00690058,Strong Bull
2019-05-31 00:00:00+00:00,-0.00196725,0.02208605,Bull
2019-06-30 00:00:00+00:00,0.00000000,0.02780349,Bull
2019-07-31 00:00:00+00:00,0.00248039,0.04624272,Bull
2019-08-31 00:00:00+00:00,0.00000000,0.02881948,Strong Bull
2019-09-30 00:00:00+00:00,-0.00134403,-0.01725431,Neutral
2019-10-31 00:00:00+00:00,0.00126338,-0.03573246,Bear
2019-11-30 00:00:00+00:00,0.00000000,0.02197718,Strong Bear
2019-12-31 00:00:00+00:00,-0.00126731,-0.02841561,Weak Bear
2020-01-31 00:00:00+00:00,-0.00779980,0.01654198,Neutral
2020-02-29 00:00:00+00:00,0.00000000,0.02918242,Neutral
2020-03-31 00:00:00+00:00,-0.00246119,0.00176093,Weak Bear
2020-04-30 00:00:00+00:00,-0.00428283,-0.00907277,Weak Bear
2020-05-31 00:00:00+00:00,0.00000000,-0.00042506,Neutral
2020-06-30 00:00:00+00:00,-0.00148547,-0.00148837,Bear
2020-07-31 00:00:00+00:00,-0.00075281,0.08464164,Neutral
2020-08-31 00:00:00+00:00,0.00051498,0.02741694,Weak Bull
2020-09-30 00:00:00+00:00,-0.00152349,-0.03699051,Neutral
2020-10-31 00:00:00+00:00,0.00000000,-0.02084487,Strong Bear
2020-11-30 00:00:00+00:00,-0.00835890,0.00965521,Weak Bear
2020-12-31 00:00:00+00:00,0.00055897,0.06279983,Strong Bull
2021-01-31 00:00:00+00:00,0.00000000,-0.01018017,Strong Bull
2021-02-28 00:00:00+00:00,0.00000000,0.05450185,Strong Bull
2021-03-31 00:00:00+00:00,0.00341320,0.02825093,Bull
2021-04-30 00:00:00+00:00,-0.00375444,0.00400572,Strong Bull
2021-05-31 00:00:00+00:00,-0.00066501,0.00798270,Strong Bull
2021-06-30 00:00:00+00:00,-0.00037771,-0.00120216,Bull
2021-07-31 00:00:00+00:00,0.00000000,-0.01541066,Neutral
2021-08-31 00:00:00+00:00,-0.00399292,-0.00050135,Weak Bear
2021-09-30 00:00:00+00:00,-0.00064719,0.00484876,Neutral
2021-10-31 00:00:00+00:00,0.00000000,0.03246257,Bull
2021-11-30 00:00:00+00:00,-0.01410586,-0.03115467,Neutral
2021-12-31 00:00:00+00:00,-0.00669593,0.00621926,Weak Bear
2022-01-31 00:00:00+00:00,-0.00114793,0.01007804,Neutral
2022-02-28 00:00:00+00:00,0.00053763,0.01300736,Strong Bull
2022-03-31 00:00:00+00:00,-0.00696319,0.05248189,Strong Bull
2022-04-30 00:00:00+00:00,0.00000000,0.05735326,Strong Bull
2022-05-31 00:00:00+00:00,0.00210488,-0.00664264,Strong Bull
2022-06-30 00:00:00+00:00,-0.00635511,0.02205461,Strong Bull
2022-07-31 00:00:00+00:00,0.00000000,-0.02689407,Bear
2022-08-31 00:00:00+00:00,-0.00314367,0.02509367,Neutral
2022-09-30 00:00:00+00:00,-0.00145036,0.06995523,Bull
2022-10-31 00:00:00+00:00,0.00535560,-0.00974094,Strong Bull
2022-11-30 00:00:00+00:00,-0.00306904,-0.01989133,Weak Bear
2022-12-31 00:00:00+00:00,0.00000000,0.00126528,Bear
2023-01-31 00:00:00+00:00,-0.00189549,0.00434148,Strong Bear
2023-02-28 00:00:00+00:00,0.00017905,-0.01431560,Bull
2023-03-31 00:00:00+00:00,-0.00109899,-0.05394526,Bear
2023-04-30 00:00:00+00:00,0.00000000,0.00262207,Weak Bear
2023-05-31 00:00:00+00:00,-0.00724673,-0.00634697,Bear
2023-06-30 00:00:00+00:00,0.00393867,0.02837822,Strong Bull
2023-07-31 00:00:00+00:00,-0.00053197,-0.01092906,Bull
2023-08-31 00:00:00+00:00,-0.00226039,-0.02822674,Weak Bear
2023-09-30 00:00:00+00:00,0.00000000,0.03296740,Neutral
2023-10-31 00:00:00+00:00,0.00613654,0.00110939,Weak Bull
2023-11-30 00:00:00+00:00,-0.00027144,-0.03536762,Bear
2023-12-31 00:00:00+00:00,0.00000000,0.01301755,Strong Bear
2024-01-31 00:00:00+00:00,-0.00509572,-0.02999426,Weak Bear
2024-02-29 00:00:00+00:00,-0.00000787,0.02166467,Strong Bull
2024-03-31 00:00:00+00:00,0.00000000,0.03087371,Strong Bull
