,ACCEL,BREAKOUT,CARRY,SKEWABS,TREND
2008-10-31 00:00:00+00:00,-0.00000892,0.00274167,0.00015332,0.00000261,0.02408996
2008-11-30 00:00:00+00:00,-0.00000825,0.00182775,0.00139987,-0.00020778,0.01506900
2008-12-31 00:00:00+00:00,0.00019135,0.00320479,0.00127370,-0.00002490,0.01458545
2009-01-31 00:00:00+00:00,-0.00004298,-0.00089306,0.00025817,0.00020973,-0.00864172
2009-02-28 00:00:00+00:00,-0.00028931,-0.00073267,-0.00238594,0.00005062,-0.00144742
2009-03-31 00:00:00+00:00,-0.00012318,-0.00213783,-0.00043265,-0.00006357,-0.01626084
2009-04-30 00:00:00+00:00,0.00001107,-0.00094355,-0.00069350,0.00010778,-0.01567554
2009-05-31 00:00:00+00:00,0.00044251,0.00595739,-0.00903268,-0.00008412,0.02685081
2009-06-30 00:00:00+00:00,-0.00008094,0.00035520,-0.00603423,-0.00124649,-0.00805964
2009-07-31 00:00:00+00:00,-0.00012789,0.00063137,-0.00025271,0.00019073,-0.00095840
2009-08-31 00:00:00+00:00,-0.00008448,0.00058045,0.00034124,-0.00004334,-0.00062842
2009-09-30 00:00:00+00:00,-0.00012310,0.00321573,-0.00102553,0.00005557,0.02349589
2009-10-31 00:00:00+00:00,-0.00015897,-0.00259322,-0.00124171,-0.00023544,-0.00362791
2009-11-30 00:00:00+00:00,-0.00007400,0.00318798,-0.00092037,-0.00079648,0.03192378
2009-12-31 00:00:00+00:00,-0.00001487,-0.00368419,-0.00032847,0.00144502,-0.02731739
2010-01-31 00:00:00+00:00,0.00026491,-0.00248216,0.00754020,-0.00159104,-0.02111969
2010-02-28 00:00:00+00:00,-0.00033785,0.00015776,-0.00493312,-0.00029699,-0.00244607
2010-03-31 00:00:00+00:00,-0.00017342,0.00440530,-0.00156791,-0.00042864,0.02003012
2010-04-30 00:00:00+00:00,-0.00016142,-0.00234593,-0.00193407,-0.00033448,0.01458008
2010-05-31 00:00:00+00:00,0.00043109,-0.00369565,0.00145903,-0.00038297,-0.00427383
2010-06-30 00:00:00+00:00,0.00005736,0.00116555,-0.00115013,-0.00002308,0.01096842
2010-07-31 00:00:00+00:00,-0.00002359,-0.00167906,-0.00047578,-0.00020996,-0.00780748
2010-08-31 00:00:00+00:00,0.00006390,0.00243136,-0.00073173,0.00012990,0.01506684
2010-09-30 00:00:00+00:00,-0.00011519,0.00152133,-0.00097934,-0.00004887,0.01085672
2010-10-31 00:00:00+00:00,0.00003105,0.00216302,-0.00053415,-0.00004129,0.02155912
2010-11-30 00:00:00+00:00,0.00003150,-0.00240243,-0.00191068,-0.00003237,-0.01360619
2010-12-31 00:00:00+00:00,0.00001930,0.00168846,-0.00839440,-0.00021408,0.02582403
2011-01-31 00:00:00+00:00,-0.00002313,0.00072250,0.00174100,-0.00015302,-0.00578235
2011-02-28 00:00:00+00:00,-0.00002843,-0.00031464,-0.00413896,0.00034669,0.01279969
2011-03-31 00:00:00+00:00,0.00000400,-0.00175473,0.00542736,0.00004068,-0.00163703
2011-04-30 00:00:00+00:00,0.00001312,0.00494187,-0.00009145,-0.00023348,0.04258372
2011-05-31 00:00:00+00:00,-0.00004548,-0.00249274,-0.00169684,-0.00028667,-0.02888437
2011-06-30 00:00:00+00:00,-0.00004141,-0.00218490,-0.00007504,0.00025732,-0.01001309
2011-07-31 00:00:00+00:00,-0.00013999,0.00646726,-0.00293642,-0.00012620,0.04224610
2011-08-31 00:00:00+00:00,0.00019343,0.00271128,0.00125418,0.00019841,-0.01133324
2011-09-30 00:00:00+00:00,0.00010722,0.00233690,0.00087667,0.00061178,0.00208154
2011-10-31 00:00:00+00:00,-0.00002106,-0.00487353,-0.00014305,-0.00006093,-0.02392175
2011-11-30 00:00:00+00:00,-0.00009948,0.00029149,-0.00009498,0.00016521,-0.00892370
2011-12-31 00:00:00+00:00,-0.00000445,0.00104709,0.00072767,0.00006084,0.01371446
2012-01-31 00:00:00+00:00,-0.00001516,0.00049961,-0.00156039,0.00049586,0.00925789
2012-02-29 00:00:00+00:00,0.00024022,0.00179376,-0.00051401,-0.00205761,0.00350498
2012-03-31 00:00:00+00:00,-0.00003379,-0.00045553,-0.00211984,-0.00139426,-0.01776503
2012-04-30 00:00:00+00:00,-0.00010291,-0.00140491,-0.00221153,0.00055267,-0.01094578
2012-05-31 00:00:00+00:00,0.00092236,0.01016389,-0.00918835,-0.00015124,0.06078103
2012-06-30 00:00:00+00:00,-0.00018314,-0.00339832,0.00068051,-0.00067500,-0.03373238
2012-07-31 00:00:00+00:00,-0.00003366,-0.00026534,-0.00174028,0.00065186,0.00656880
2012-08-31 00:00:00+00:00,-0.00007866,-0.00161458,0.00050935,0.00004111,-0.01948231
2012-09-30 00:00:00+00:00,0.00009881,-0.00101436,-0.00257850,0.00000902,-0.00666337
2012-10-31 00:00:00+00:00,-0.00004456,-0.00460614,0.00054114,-0.00060771,-0.03325787
2012-11-30 00:00:00+00:00,-0.00024224,-0.00043253,-0.00036588,-0.00006429,-0.00756194
2012-12-31 00:00:00+00:00,0.00023554,0.00421027,0.00081087,-0.00115791,0.02239114
2013-01-31 00:00:00+00:00,0.00007746,0.01253567,-0.00188084,0.00222739,0.05366725
2013-02-28 00:00:00+00:00,-0.00000294,-0.00330146,-0.00072949,0.00028411,-0.01143727
2013-03-31 00:00:00+00:00,0.00010335,-0.00020185,-0.00274051,0.00037422,0.00913105
2013-04-30 00:00:00+00:00,-0.00001308,-0.00083319,-0.00058239,0.00201130,0.01309578
2013-05-31 00:00:00+00:00,-0.00008660,0.00183017,0.00196881,-0.00363907,-0.00022028
2013-06-30 00:00:00+00:00,0.00005849,-0.00148527,0.00150066,-0.00014792,-0.00111623
2013-07-31 00:00:00+00:00,-0.00002526,-0.00091319,-0.00082555,0.00039704,0.00078158
2013-08-31 00:00:00+00:00,-0.00004675,-0.00106812,0.00031295,-0.00091668,-0.00371534
2013-09-30 00:00:00+00:00,-0.00003724,-0.00073752,-0.00405441,0.00034290,-0.01232536
2013-10-31 00:00:00+00:00,-0.00006466,-0.00096409,-0.00378796,0.00018920,-0.00675403
2013-11-30 00:00:00+00:00,-0.00013815,-0.00006346,-0.00211657,0.00029056,0.02531697
2013-12-31 00:00:00+00:00,0.00000741,0.00369198,0.00146836,0.00059416,0.04163628
2014-01-31 00:00:00+00:00,-0.00003462,-0.00677960,-0.00224385,-0.00047648,-0.06332544
2014-02-28 00:00:00+00:00,-0.00004891,-0.00124185,0.00201957,0.00001473,-0.00095350
2014-03-31 00:00:00+00:00,-0.00006601,-0.00132028,0.00147292,-0.00006403,-0.02244658
2014-04-30 00:00:00+00:00,-0.00010191,-0.00065305,-0.00300104,0.00083864,-0.00298635
2014-05-31 00:00:00+00:00,0.00002895,-0.00127734,0.00537411,-0.00082424,-0.00231850
2014-06-30 00:00:00+00:00,-0.00008731,0.00086456,0.00469840,0.00185302,-0.00491058
2014-07-31 00:00:00+00:00,0.00020990,0.00155221,-0.01063328,-0.00014247,-0.00828027
2014-08-31 00:00:00+00:00,0.00026455,0.00336915,-0.00222492,0.00041181,0.03322425
2014-09-30 00:00:00+00:00,0.00012650,0.00863441,-0.00105955,-0.00039322,0.06410279
2014-10-31 00:00:00+00:00,-0.00003244,0.00214336,-0.00368416,-0.00103093,0.00486491
2014-11-30 00:00:00+00:00,0.00007373,0.00765783,-0.00382469,-0.00042446,0.06632917
2014-12-31 00:00:00+00:00,0.00001081,0.00419087,-0.00120950,0.00070764,0.02686195
2015-01-31 00:00:00+00:00,0.00044725,0.00936514,-0.00220040,-0.00039249,0.07342875
2015-02-28 00:00:00+00:00,-0.00004181,-0.00271420,-0.00181821,0.00117705,-0.01678477
2015-03-31 00:00:00+00:00,-0.00004559,-0.00206548,-0.00058449,0.00068602,0.00249790
2015-04-30 00:00:00+00:00,0.00013170,-0.00203994,-0.00240402,0.00027692,-0.02862370
2015-05-31 00:00:00+00:00,0.00003535,-0.00028653,-0.00154246,0.00106410,0.00155797
2015-06-30 00:00:00+00:00,-0.00003986,-0.00204111,-0.00350862,0.00162670,-0.02496597
2015-07-31 00:00:00+00:00,-0.00003521,0.00423552,-0.00005547,0.00063179,0.03072210
2015-08-31 00:00:00+00:00,0.00000990,-0.00243927,0.00131076,-0.00282761,-0.04347735
2015-09-30 00:00:00+00:00,-0.00002618,-0.00005520,-0.00301333,-0.00193126,0.00373740
2015-10-31 00:00:00+00:00,0.00000616,-0.00315618,0.00107638,0.00051138,-0.02895432
2015-11-30 00:00:00+00:00,0.00004241,0.00068445,0.00194217,0.00044194,0.01775391
2015-12-31 00:00:00+00:00,0.00001730,-0.00334083,-0.00064278,0.00026704,-0.01988904
2016-01-31 00:00:00+00:00,0.00000428,-0.00067954,0.00050234,-0.00065623,-0.00066005
2016-02-29 00:00:00+00:00,0.00010300,0.00355522,0.00189124,-0.00035431,0.01559460
2016-03-31 00:00:00+00:00,-0.00003582,-0.00091462,-0.00319031,-0.00009836,-0.00940247
2016-04-30 00:00:00+00:00,-0.00001424,-0.00130906,-0.00328025,0.00001171,-0.00645126
2016-05-31 00:00:00+00:00,-0.00007954,-0.00225659,0.00069816,-0.00006460,-0.02374556
2016-06-30 00:00:00+00:00,0.00007345,0.00137826,-0.00315076,-0.00040844,0.01901799
2016-07-31 00:00:00+00:00,-0.00004733,-0.00125523,-0.00034049,0.00030228,-0.00488871
2016-08-31 00:00:00+00:00,-0.00006163,0.00090961,-0.00134551,-0.00073509,-0.01092598
2016-09-30 00:00:00+00:00,-0.00011390,-0.00031248,-0.00186846,-0.00003177,-0.00700853
2016-10-31 00:00:00+00:00,0.00025135,0.00000812,-0.00211420,-0.00167927,-0.01782651
2016-11-30 00:00:00+00:00,0.00017171,0.01025346,-0.00088667,-0.00020706,0.02737387
2016-12-31 00:00:00+00:00,-0.00004318,0.00301016,-0.00339583,-0.00062809,0.01636654
2017-01-31 00:00:00+00:00,0.00000821,-0.00072526,0.00054905,0.00009739,-0.01705442
2017-02-28 00:00:00+00:00,0.00004315,0.00202450,0.00036736,0.00007605,0.01781127
2017-03-31 00:00:00+00:00,-0.00007206,-0.00129294,-0.00131006,-0.00019323,-0.01502682
2017-04-30 00:00:00+00:00,-0.00004522,0.00041327,0.00170276,0.00056668,-0.01438981
2017-05-31 00:00:00+00:00,-0.00004803,-0.00042183,0.00124885,0.00047439,0.00201636
2017-06-30 00:00:00+00:00,0.00001588,0.00023356,-0.00330156,0.00340973,-0.00240102
2017-07-31 00:00:00+00:00,0.00004457,0.00477965,-0.00321861,0.00023758,0.03055956
2017-08-31 00:00:00+00:00,-0.00007766,-0.00416551,-0.00280014,-0.00065755,-0.00989906
2017-09-30 00:00:00+00:00,0.00002237,-0.00385814,-0.00164250,0.00101436,-0.02166634
2017-10-31 00:00:00+00:00,0.00004625,0.00149021,-0.00434996,0.00292989,0.01972342
2017-11-30 00:00:00+00:00,-0.00013191,0.00051788,-0.00157427,0.00152862,0.00655670
2017-12-31 00:00:00+00:00,-0.00002248,0.00157733,-0.00552149,0.00321599,0.00922584
2018-01-31 00:00:00+00:00,0.00012421,0.01452095,0.00470185,0.00252967,0.10551132
2018-02-28 00:00:00+00:00,-0.00001522,-0.00272868,-0.00123924,-0.00029536,-0.03186242
2018-03-31 00:00:00+00:00,-0.00002356,-0.00126791,0.00142385,-0.00124003,-0.01042713
2018-04-30 00:00:00+00:00,-0.00003369,-0.00081951,0.00334664,0.00177854,-0.00332753
2018-05-31 00:00:00+00:00,0.00021240,-0.00119478,0.00164134,-0.00203447,-0.00771025
2018-06-30 00:00:00+00:00,-0.00006225,-0.00123246,-0.00035702,0.00074926,-0.00081454
2018-07-31 00:00:00+00:00,-0.00001494,0.00045864,-0.00071651,0.00106143,0.00717855
2018-08-31 00:00:00+00:00,-0.00012176,0.00194004,0.00222809,-0.00011154,0.01531869
2018-09-30 00:00:00+00:00,0.00001918,-0.00108297,-0.00062479,0.00012804,-0.00964642
2018-10-31 00:00:00+00:00,0.00000686,-0.00348771,-0.00348427,0.00125700,-0.02729705
2018-11-30 00:00:00+00:00,-0.00000305,0.00004905,-0.00365815,-0.00011884,-0.00980908
2018-12-31 00:00:00+00:00,0.00004215,0.00158832,-0.00053905,0.00009686,0.01124484
2019-01-31 00:00:00+00:00,0.00006149,-0.00055089,-0.00047534,-0.00037892,-0.01890907
2019-02-28 00:00:00+00:00,0.00002876,-0.00092216,0.00006451,-0.00022152,-0.00757528
2019-03-31 00:00:00+00:00,0.00009299,0.00314403,0.00226922,0.00008949,0.02242757
2019-04-30 00:00:00+00:00,-0.00009257,-0.00168546,0.00259955,0.00033313,0.00611866
2019-05-31 00:00:00+00:00,-0.00000840,0.00410632,-0.01128059,0.00186371,0.02763791
2019-06-30 00:00:00+00:00,0.00012867,0.00206476,0.00050658,0.00156797,0.02350420
2019-07-31 00:00:00+00:00,-0.00002608,0.00338979,0.00009515,0.00003497,0.04211594
2019-08-31 00:00:00+00:00,0.00001088,0.00036653,-0.00122132,0.00137301,0.02832678
2019-09-30 00:00:00+00:00,0.00000640,-0.00092934,-0.00288074,-0.00068457,-0.01267649
2019-10-31 00:00:00+00:00,-0.00006012,-0.00302582,-0.00376918,-0.00073090,-0.02861748
2019-11-30 00:00:00+00:00,-0.00000268,0.00211339,0.00379554,-0.00015396,0.01612511
2019-12-31 00:00:00+00:00,0.00000257,-0.00076046,-0.00129892,-0.00344327,-0.02280488
2020-01-31 00:00:00+00:00,0.00007330,-0.00048567,-0.00289424,0.00061151,0.01948146
2020-02-29 00:00:00+00:00,0.00004480,0.00755654,-0.00109241,-0.00232348,0.02556438
2020-03-31 00:00:00+00:00,0.00017204,0.00241481,-0.00217158,-0.00256579,0.00440483
2020-04-30 00:00:00+00:00,-0.00001634,-0.00038658,-0.00094145,-0.00011612,-0.00755370
2020-05-31 00:00:00+00:00,-0.00001645,-0.00008304,-0.00115892,-0.00053314,0.00148155
2020-06-30 00:00:00+00:00,-0.00002492,0.00019594,-0.00277109,-0.00101012,0.00243806
2020-07-31 00:00:00+00:00,-0.00001309,0.00873775,-0.00169872,0.00050642,0.07438540
2020-08-31 00:00:00+00:00,0.00004856,0.00243972,-0.00450689,-0.00035135,0.03047751
2020-09-30 00:00:00+00:00,-0.00000790,-0.00359081,-0.00022137,0.00003131,-0.03369814
2020-10-31 00:00:00+00:00,0.00001765,0.00023962,-0.00142174,0.00036433,-0.02010650
2020-11-30 00:00:00+00:00,-0.00001974,-0.00385503,-0.00070480,-0.00178459,0.01630556
2020-12-31 00:00:00+00:00,-0.00001139,0.00504341,-0.00281258,0.00092134,0.05859725
2021-01-31 00:00:00+00:00,-0.00001659,-0.00167443,0.00083868,0.00045952,-0.00936805
2021-02-28 00:00:00+00:00,-0.00000392,0.00700230,0.00304438,0.00080085,0.04254199
2021-03-31 00:00:00+00:00,0.00000810,0.00421923,-0.00199546,0.00250178,0.02340706
2021-04-30 00:00:00+00:00,-0.00000153,-0.00109800,0.00283441,-0.00055610,0.00306974
2021-05-31 00:00:00+00:00,0.00000011,-0.00115046,0.00169273,0.00095297,0.00666943
2021-06-30 00:00:00+00:00,0.00003776,0.00109316,0.00389182,0.00076573,-0.00661822
2021-07-31 00:00:00+00:00,-0.00000698,-0.00142762,0.00117999,-0.00060439,-0.01418695
2021-08-31 00:00:00+00:00,-0.00003649,-0.00082409,-0.00246824,0.00150867,0.00139817
2021-09-30 00:00:00+00:00,0.00003847,-0.00090784,0.00499090,0.00139333,0.00003040
2021-10-31 00:00:00+00:00,0.00003999,0.00279504,0.00145547,0.00251579,0.02568985
2021-11-30 00:00:00+00:00,0.00000989,-0.00297020,0.00000571,0.00023394,-0.02767866
2021-12-31 00:00:00+00:00,0.00002441,0.00073900,0.00000615,0.00045044,0.00509808
2022-01-31 00:00:00+00:00,0.00001717,0.00006919,0.00000166,0.00114143,0.00903832
2022-02-28 00:00:00+00:00,-0.00000935,0.00218669,-0.00000000,0.00099925,0.00999440
2022-03-31 00:00:00+00:00,0.00007185,0.00556846,-0.00000000,0.00084639,0.04497410
2022-04-30 00:00:00+00:00,0.00012745,0.00439990,0.00000000,0.00041314,0.05126805
2022-05-31 00:00:00+00:00,-0.00001333,-0.00144965,-0.00000000,0.00004062,-0.00494452
2022-06-30 00:00:00+00:00,0.00006129,0.00121893,0.00000000,0.00024085,0.02076803
2022-07-31 00:00:00+00:00,-0.00002913,-0.00183962,0.00000000,-0.00027654,-0.02479253
2022-08-31 00:00:00+00:00,-0.00000916,0.00124372,0.00000000,-0.00009984,0.02384666
2022-09-30 00:00:00+00:00,0.00005008,0.00670314,0.00001178,0.00096869,0.06105199
2022-10-31 00:00:00+00:00,0.00000050,-0.00186407,-0.00012263,-0.00028135,-0.00707511
2022-11-30 00:00:00+00:00,-0.00000365,-0.00092361,-0.00015109,0.00020174,-0.01908281
2022-12-31 00:00:00+00:00,-0.00000661,-0.00076021,0.00002239,-0.00055501,0.00263468
2023-01-31 00:00:00+00:00,0.00002563,0.00114201,-0.00020092,0.00263051,0.00086027
2023-02-28 00:00:00+00:00,-0.00001421,-0.00170849,0.00003581,-0.00171417,-0.01064178
2023-03-31 00:00:00+00:00,-0.00011160,-0.00458089,-0.00000666,0.00087001,-0.05052284
2023-04-30 00:00:00+00:00,-0.00008504,-0.00035875,0.00004227,0.00007419,0.00306275
2023-05-31 00:00:00+00:00,0.00022951,0.00021639,0.00026265,-0.00006066,-0.00668357
2023-06-30 00:00:00+00:00,-0.00008013,0.00208053,-0.00000476,-0.00003315,0.02638761
2023-07-31 00:00:00+00:00,0.00003834,-0.00464342,-0.00006915,-0.00068205,-0.00544549
2023-08-31 00:00:00+00:00,-0.00010325,-0.00345114,0.00000000,0.00009691,-0.02461382
2023-09-30 00:00:00+00:00,0.00006836,0.00241717,0.00000000,-0.00020024,0.03057333
2023-10-31 00:00:00+00:00,-0.00009104,0.00005860,0.00000000,0.00078639,0.00103365
2023-11-30 00:00:00+00:00,0.00015593,-0.00209320,0.00000000,0.00004869,-0.03389107
2023-12-31 00:00:00+00:00,0.00015905,0.00122708,0.00000000,-0.00009052,0.01181500
2024-01-31 00:00:00+00:00,-0.00021082,-0.00162089,0.00000000,-0.00149639,-0.02665632
2024-02-29 00:00:00+00:00,-0.00002511,0.00299792,0.00000000,-0.00094017,0.01960697
2024-03-31 00:00:00+00:00,-0.00017146,0.00199627,0.00000000,-0.00044911,0.02933550
