Date,model
2003-02-05 00:00:00+00:00,0.00022058
2003-02-06 00:00:00+00:00,0.00164643
2003-02-07 00:00:00+00:00,0.00085670
2003-02-10 00:00:00+00:00,-0.00006183
2003-02-11 00:00:00+00:00,0.00073929
2003-02-12 00:00:00+00:00,0.00084386
2003-02-13 00:00:00+00:00,0.00100253
2003-02-14 00:00:00+00:00,0.00081187
2003-02-17 00:00:00+00:00,0.00081447
2003-02-18 00:00:00+00:00,0.00080221
2003-02-19 00:00:00+00:00,0.00096894
2003-02-20 00:00:00+00:00,0.00174505
2003-02-21 00:00:00+00:00,0.00030398
2003-02-24 00:00:00+00:00,0.00118466
2003-02-25 00:00:00+00:00,0.00081992
2003-02-26 00:00:00+00:00,0.00114722
2003-02-27 00:00:00+00:00,0.00092227
2003-02-28 00:00:00+00:00,0.00144655
2003-03-03 00:00:00+00:00,0.00172126
2003-03-04 00:00:00+00:00,0.00104521
2003-03-05 00:00:00+00:00,0.00141292
2003-03-06 00:00:00+00:00,0.00115173
2003-03-07 00:00:00+00:00,0.00123066
2003-03-10 00:00:00+00:00,0.00124064
2003-03-11 00:00:00+00:00,0.00120537
2003-03-12 00:00:00+00:00,0.00118416
2003-03-13 00:00:00+00:00,0.00112626
2003-03-14 00:00:00+00:00,-0.00029093
2003-03-17 00:00:00+00:00,-0.00226424
2003-03-18 00:00:00+00:00,0.00070441
2003-03-19 00:00:00+00:00,-0.00546022
2003-03-20 00:00:00+00:00,0.00589841
2003-03-21 00:00:00+00:00,-0.01498809
2003-03-24 00:00:00+00:00,0.01470917
2003-03-25 00:00:00+00:00,0.00480227
2003-03-26 00:00:00+00:00,-0.00508168
2003-03-27 00:00:00+00:00,0.01057893
2003-03-28 00:00:00+00:00,0.00926235
2003-03-31 00:00:00+00:00,0.01232300
2003-04-01 00:00:00+00:00,-0.01382921
2003-04-02 00:00:00+00:00,-0.04413398
2003-04-03 00:00:00+00:00,0.00137871
2003-04-04 00:00:00+00:00,-0.01473740
2003-04-07 00:00:00+00:00,-0.00902552
2003-04-08 00:00:00+00:00,0.01857652
2003-04-09 00:00:00+00:00,0.02041837
2003-04-10 00:00:00+00:00,0.00037081
2003-04-11 00:00:00+00:00,-0.01643481
2003-04-14 00:00:00+00:00,0.01256929
2003-04-15 00:00:00+00:00,0.00700467
2003-04-16 00:00:00+00:00,0.01759754
2003-04-17 00:00:00+00:00,0.00455241
2003-04-18 00:00:00+00:00,0.00454959
2003-04-21 00:00:00+00:00,0.00101710
2003-04-22 00:00:00+00:00,0.00156803
2003-04-23 00:00:00+00:00,-0.00524950
2003-04-24 00:00:00+00:00,0.00364690
2003-04-25 00:00:00+00:00,0.00147317
2003-04-28 00:00:00+00:00,-0.00068085
2003-04-29 00:00:00+00:00,0.00083559
2003-04-30 00:00:00+00:00,0.00179828
2003-05-01 00:00:00+00:00,0.00132131
2003-05-02 00:00:00+00:00,0.00075664
2003-05-05 00:00:00+00:00,0.00103605
2003-05-06 00:00:00+00:00,0.00111870
2003-05-07 00:00:00+00:00,0.00107993
2003-05-08 00:00:00+00:00,0.00106043
2003-05-09 00:00:00+00:00,0.00102207
2003-05-12 00:00:00+00:00,0.00103557
2003-05-13 00:00:00+00:00,0.00105113
2003-05-14 00:00:00+00:00,0.00109606
2003-05-15 00:00:00+00:00,0.00108523
2003-05-16 00:00:00+00:00,0.00110864
2003-05-19 00:00:00+00:00,0.00184944
2003-05-20 00:00:00+00:00,0.00248775
2003-05-21 00:00:00+00:00,-0.00045472
2003-05-22 00:00:00+00:00,0.00294818
2003-05-23 00:00:00+00:00,0.00436212
2003-05-26 00:00:00+00:00,0.00616023
2003-05-27 00:00:00+00:00,0.00411977
2003-05-28 00:00:00+00:00,-0.00752141
2003-05-29 00:00:00+00:00,0.01049185
2003-05-30 00:00:00+00:00,-0.00557762
2003-06-02 00:00:00+00:00,0.00013446
2003-06-03 00:00:00+00:00,0.00086160
2003-06-04 00:00:00+00:00,-0.00552190
2003-06-05 00:00:00+00:00,0.02844615
2003-06-06 00:00:00+00:00,-0.02791611
2003-06-09 00:00:00+00:00,0.00735150
2003-06-10 00:00:00+00:00,-0.01055905
2003-06-11 00:00:00+00:00,0.01707793
2003-06-12 00:00:00+00:00,0.00229572
2003-06-13 00:00:00+00:00,0.02211613
2003-06-16 00:00:00+00:00,-0.00322282
2003-06-17 00:00:00+00:00,-0.00629189
2003-06-18 00:00:00+00:00,-0.01601356
2003-06-19 00:00:00+00:00,0.00419555
2003-06-20 00:00:00+00:00,-0.02595093
2003-06-23 00:00:00+00:00,-0.00095902
2003-06-24 00:00:00+00:00,-0.00460836
2003-06-25 00:00:00+00:00,0.00395568
2003-06-26 00:00:00+00:00,-0.01722663
2003-06-27 00:00:00+00:00,-0.00182807
2003-06-30 00:00:00+00:00,0.02827667
2003-07-01 00:00:00+00:00,0.01727459
2003-07-02 00:00:00+00:00,-0.00019069
2003-07-03 00:00:00+00:00,-0.03218595
2003-07-04 00:00:00+00:00,-0.02458857
2003-07-07 00:00:00+00:00,-0.03909749
2003-07-08 00:00:00+00:00,-0.00728247
2003-07-09 00:00:00+00:00,0.00972972
2003-07-10 00:00:00+00:00,0.00753076
2003-07-11 00:00:00+00:00,0.00240604
2003-07-14 00:00:00+00:00,-0.01041544
2003-07-15 00:00:00+00:00,-0.03050972
2003-07-16 00:00:00+00:00,-0.00079776
2003-07-17 00:00:00+00:00,0.00089829
2003-07-18 00:00:00+00:00,0.00392481
2003-07-21 00:00:00+00:00,-0.00868064
2003-07-22 00:00:00+00:00,0.00267311
2003-07-23 00:00:00+00:00,0.01596346
2003-07-24 00:00:00+00:00,0.00067620
2003-07-25 00:00:00+00:00,0.00048122
2003-07-28 00:00:00+00:00,-0.00363317
2003-07-29 00:00:00+00:00,-0.00516691
2003-07-30 00:00:00+00:00,-0.00233830
2003-07-31 00:00:00+00:00,-0.00479245
2003-08-01 00:00:00+00:00,0.00209062
2003-08-04 00:00:00+00:00,-0.00077423
2003-08-05 00:00:00+00:00,-0.00042871
2003-08-06 00:00:00+00:00,0.00140067
2003-08-07 00:00:00+00:00,0.00383929
2003-08-08 00:00:00+00:00,-0.00164868
2003-08-11 00:00:00+00:00,0.00306350
2003-08-12 00:00:00+00:00,-0.00341813
2003-08-13 00:00:00+00:00,0.00169804
2003-08-14 00:00:00+00:00,0.00174255
2003-08-15 00:00:00+00:00,-0.00182971
2003-08-18 00:00:00+00:00,0.00115300
2003-08-19 00:00:00+00:00,0.00179207
2003-08-20 00:00:00+00:00,0.00315890
2003-08-21 00:00:00+00:00,0.00174093
2003-08-22 00:00:00+00:00,-0.00073671
2003-08-25 00:00:00+00:00,0.00305140
2003-08-26 00:00:00+00:00,-0.00295526
2003-08-27 00:00:00+00:00,0.00363591
2003-08-28 00:00:00+00:00,0.00360726
2003-08-29 00:00:00+00:00,0.00336966
2003-09-01 00:00:00+00:00,0.00330476
2003-09-02 00:00:00+00:00,0.00802803
2003-09-03 00:00:00+00:00,0.00121516
2003-09-04 00:00:00+00:00,-0.00412835
2003-09-05 00:00:00+00:00,-0.00710192
2003-09-08 00:00:00+00:00,0.00176110
2003-09-09 00:00:00+00:00,-0.00276220
2003-09-10 00:00:00+00:00,-0.00552405
2003-09-11 00:00:00+00:00,0.00541008
2003-09-12 00:00:00+00:00,-0.00455243
2003-09-15 00:00:00+00:00,-0.00124350
2003-09-16 00:00:00+00:00,0.00369449
2003-09-17 00:00:00+00:00,-0.00538813
2003-09-18 00:00:00+00:00,0.00435368
2003-09-19 00:00:00+00:00,-0.00182692
2003-09-22 00:00:00+00:00,0.00309586
2003-09-23 00:00:00+00:00,-0.00049045
2003-09-24 00:00:00+00:00,-0.00457344
2003-09-25 00:00:00+00:00,-0.00115099
2003-09-26 00:00:00+00:00,-0.00380475
2003-09-29 00:00:00+00:00,0.00173611
2003-09-30 00:00:00+00:00,-0.01111059
2003-10-01 00:00:00+00:00,0.00489216
2003-10-02 00:00:00+00:00,0.00527721
2003-10-03 00:00:00+00:00,0.01804678
2003-10-06 00:00:00+00:00,-0.00177879
2003-10-07 00:00:00+00:00,0.00995134
2003-10-08 00:00:00+00:00,-0.00084106
2003-10-09 00:00:00+00:00,-0.00086691
2003-10-10 00:00:00+00:00,0.00534897
2003-10-13 00:00:00+00:00,0.00620993
2003-10-14 00:00:00+00:00,0.00327169
2003-10-15 00:00:00+00:00,-0.00289570
2003-10-16 00:00:00+00:00,0.00083911
2003-10-17 00:00:00+00:00,-0.00770731
2003-10-20 00:00:00+00:00,0.00641296
2003-10-21 00:00:00+00:00,0.00773152
2003-10-22 00:00:00+00:00,-0.00070941
2003-10-23 00:00:00+00:00,-0.00279798
2003-10-24 00:00:00+00:00,0.00517274
2003-10-27 00:00:00+00:00,-0.00059615
2003-10-28 00:00:00+00:00,0.00184898
2003-10-29 00:00:00+00:00,0.00258027
2003-10-30 00:00:00+00:00,-0.00399279
2003-10-31 00:00:00+00:00,-0.00551933
2003-11-03 00:00:00+00:00,-0.01496958
2003-11-04 00:00:00+00:00,0.01303972
2003-11-05 00:00:00+00:00,0.00182851
2003-11-06 00:00:00+00:00,-0.00372834
2003-11-07 00:00:00+00:00,0.01125711
2003-11-10 00:00:00+00:00,0.00788615
2003-11-11 00:00:00+00:00,0.00757242
2003-11-12 00:00:00+00:00,0.00284727
2003-11-13 00:00:00+00:00,0.00649050
2003-11-14 00:00:00+00:00,0.00121184
2003-11-17 00:00:00+00:00,-0.00461302
2003-11-18 00:00:00+00:00,0.00894478
2003-11-19 00:00:00+00:00,-0.00875850
2003-11-20 00:00:00+00:00,0.00036692
2003-11-21 00:00:00+00:00,0.00271204
2003-11-24 00:00:00+00:00,-0.00434054
2003-11-25 00:00:00+00:00,-0.00155346
2003-11-26 00:00:00+00:00,0.00811224
2003-11-27 00:00:00+00:00,0.00868695
2003-11-28 00:00:00+00:00,0.00237396
2003-12-01 00:00:00+00:00,0.00734354
2003-12-02 00:00:00+00:00,0.00969645
2003-12-03 00:00:00+00:00,0.00379050
2003-12-04 00:00:00+00:00,-0.00131659
2003-12-05 00:00:00+00:00,0.00576958
2003-12-08 00:00:00+00:00,0.00591721
2003-12-09 00:00:00+00:00,0.00463509
2003-12-10 00:00:00+00:00,-0.00494772
2003-12-11 00:00:00+00:00,-0.00122887
2003-12-12 00:00:00+00:00,0.00821514
2003-12-15 00:00:00+00:00,0.00216084
2003-12-16 00:00:00+00:00,0.00042280
2003-12-17 00:00:00+00:00,0.00064743
2003-12-18 00:00:00+00:00,0.00468578
2003-12-19 00:00:00+00:00,-0.00406026
2003-12-22 00:00:00+00:00,-0.00808767
2003-12-23 00:00:00+00:00,0.00461931
2003-12-24 00:00:00+00:00,0.00454873
2003-12-25 00:00:00+00:00,0.00584107
2003-12-26 00:00:00+00:00,0.00097005
2003-12-29 00:00:00+00:00,0.00524195
2003-12-30 00:00:00+00:00,0.00630121
2003-12-31 00:00:00+00:00,0.00548608
2004-01-01 00:00:00+00:00,0.00547048
2004-01-02 00:00:00+00:00,0.00237829
2004-01-05 00:00:00+00:00,0.02296883
2004-01-06 00:00:00+00:00,0.00389945
2004-01-07 00:00:00+00:00,-0.00339605
2004-01-08 00:00:00+00:00,0.01022607
2004-01-09 00:00:00+00:00,0.00856907
2004-01-12 00:00:00+00:00,0.00196837
2004-01-13 00:00:00+00:00,-0.00295019
2004-01-14 00:00:00+00:00,-0.00813186
2004-01-15 00:00:00+00:00,-0.01360741
2004-01-16 00:00:00+00:00,-0.01181659
2004-01-19 00:00:00+00:00,-0.01009122
2004-01-20 00:00:00+00:00,0.01757544
2004-01-21 00:00:00+00:00,0.00217321
2004-01-22 00:00:00+00:00,0.01197468
2004-01-23 00:00:00+00:00,-0.00896205
2004-01-26 00:00:00+00:00,-0.01024208
2004-01-27 00:00:00+00:00,0.01387805
2004-01-28 00:00:00+00:00,-0.00009499
2004-01-29 00:00:00+00:00,-0.01265851
2004-01-30 00:00:00+00:00,0.00855442
2004-02-02 00:00:00+00:00,0.00038848
2004-02-03 00:00:00+00:00,0.01134215
2004-02-04 00:00:00+00:00,-0.00835254
2004-02-05 00:00:00+00:00,-0.00126282
2004-02-06 00:00:00+00:00,0.01462821
2004-02-09 00:00:00+00:00,0.01166892
2004-02-10 00:00:00+00:00,0.01333303
2004-02-11 00:00:00+00:00,0.02283193
2004-02-12 00:00:00+00:00,0.00562024
2004-02-13 00:00:00+00:00,0.00345229
2004-02-16 00:00:00+00:00,0.00016107
2004-02-17 00:00:00+00:00,0.02748721
2004-02-18 00:00:00+00:00,-0.01155103
2004-02-19 00:00:00+00:00,0.00156327
2004-02-20 00:00:00+00:00,-0.02890881
2004-02-23 00:00:00+00:00,0.00472279
2004-02-24 00:00:00+00:00,0.00974141
2004-02-25 00:00:00+00:00,-0.00428380
2004-02-26 00:00:00+00:00,-0.00321447
2004-02-27 00:00:00+00:00,0.00750982
2004-03-01 00:00:00+00:00,0.00896455
2004-03-02 00:00:00+00:00,-0.00970007
2004-03-03 00:00:00+00:00,-0.01245119
2004-03-04 00:00:00+00:00,0.00689095
2004-03-05 00:00:00+00:00,0.01957626
2004-03-08 00:00:00+00:00,-0.00420968
2004-03-09 00:00:00+00:00,-0.00149360
2004-03-10 00:00:00+00:00,-0.00857962
2004-03-11 00:00:00+00:00,-0.00121596
2004-03-12 00:00:00+00:00,-0.00827480
2004-03-15 00:00:00+00:00,0.00642918
2004-03-16 00:00:00+00:00,0.00491903
2004-03-17 00:00:00+00:00,0.00386918
2004-03-18 00:00:00+00:00,0.00177130
2004-03-19 00:00:00+00:00,-0.00257417
2004-03-22 00:00:00+00:00,0.00279165
2004-03-23 00:00:00+00:00,0.00361558
2004-03-24 00:00:00+00:00,-0.00829080
2004-03-25 00:00:00+00:00,-0.00941774
2004-03-26 00:00:00+00:00,-0.00374511
2004-03-29 00:00:00+00:00,-0.00167465
2004-03-30 00:00:00+00:00,0.00734089
2004-03-31 00:00:00+00:00,0.00612584
2004-04-01 00:00:00+00:00,-0.00576417
2004-04-02 00:00:00+00:00,-0.02914456
2004-04-05 00:00:00+00:00,-0.00357683
2004-04-06 00:00:00+00:00,0.01131034
2004-04-07 00:00:00+00:00,0.00875384
2004-04-08 00:00:00+00:00,0.00339216
2004-04-09 00:00:00+00:00,0.00238176
2004-04-12 00:00:00+00:00,0.00219103
2004-04-13 00:00:00+00:00,-0.01212963
2004-04-14 00:00:00+00:00,-0.00629646
2004-04-15 00:00:00+00:00,0.00011348
2004-04-16 00:00:00+00:00,0.00632633
2004-04-19 00:00:00+00:00,-0.00319989
2004-04-20 00:00:00+00:00,-0.00604381
2004-04-21 00:00:00+00:00,-0.00511470
2004-04-22 00:00:00+00:00,0.00871031
2004-04-23 00:00:00+00:00,-0.00721558
2004-04-26 00:00:00+00:00,0.00321259
2004-04-27 00:00:00+00:00,0.00583650
2004-04-28 00:00:00+00:00,-0.00895397
2004-04-29 00:00:00+00:00,-0.00149967
2004-04-30 00:00:00+00:00,0.00523412
2004-05-03 00:00:00+00:00,0.00011695
2004-05-04 00:00:00+00:00,0.00434007
2004-05-05 00:00:00+00:00,0.00174600
2004-05-06 00:00:00+00:00,-0.00223845
2004-05-07 00:00:00+00:00,-0.01529858
2004-05-10 00:00:00+00:00,0.00016693
2004-05-11 00:00:00+00:00,-0.00141602
2004-05-12 00:00:00+00:00,0.00522082
2004-05-13 00:00:00+00:00,-0.00144698
2004-05-14 00:00:00+00:00,0.00005825
2004-05-17 00:00:00+00:00,0.00088043
2004-05-18 00:00:00+00:00,-0.00383596
2004-05-19 00:00:00+00:00,0.01018019
2004-05-20 00:00:00+00:00,-0.00351857
2004-05-21 00:00:00+00:00,-0.00131690
2004-05-24 00:00:00+00:00,0.00820751
2004-05-25 00:00:00+00:00,-0.00393565
2004-05-26 00:00:00+00:00,-0.00263182
2004-05-27 00:00:00+00:00,-0.00935013
2004-05-28 00:00:00+00:00,0.00810332
2004-05-31 00:00:00+00:00,0.00732597
2004-06-01 00:00:00+00:00,0.01562699
2004-06-02 00:00:00+00:00,-0.01033267
2004-06-03 00:00:00+00:00,-0.00184934
2004-06-04 00:00:00+00:00,-0.00121060
2004-06-07 00:00:00+00:00,-0.00040876
2004-06-08 00:00:00+00:00,-0.00158404
2004-06-09 00:00:00+00:00,0.00916694
2004-06-10 00:00:00+00:00,-0.00056484
2004-06-11 00:00:00+00:00,-0.00118991
2004-06-14 00:00:00+00:00,0.00563160
2004-06-15 00:00:00+00:00,-0.01222279
2004-06-16 00:00:00+00:00,0.00631326
2004-06-17 00:00:00+00:00,0.00242270
2004-06-18 00:00:00+00:00,-0.00096788
2004-06-21 00:00:00+00:00,-0.00558291
2004-06-22 00:00:00+00:00,0.00294048
2004-06-23 00:00:00+00:00,-0.00560107
2004-06-24 00:00:00+00:00,-0.00421254
2004-06-25 00:00:00+00:00,0.00021279
2004-06-28 00:00:00+00:00,-0.00064895
2004-06-29 00:00:00+00:00,-0.00268010
2004-06-30 00:00:00+00:00,0.00488541
2004-07-01 00:00:00+00:00,0.00563482
2004-07-02 00:00:00+00:00,-0.00575470
2004-07-05 00:00:00+00:00,-0.00320305
2004-07-06 00:00:00+00:00,0.01155939
2004-07-07 00:00:00+00:00,-0.00369031
2004-07-08 00:00:00+00:00,0.00627767
2004-07-09 00:00:00+00:00,-0.00272755
2004-07-12 00:00:00+00:00,-0.00083863
2004-07-13 00:00:00+00:00,0.00156837
2004-07-14 00:00:00+00:00,0.00933676
2004-07-15 00:00:00+00:00,0.00196849
2004-07-16 00:00:00+00:00,-0.00834751
2004-07-19 00:00:00+00:00,0.00075881
2004-07-20 00:00:00+00:00,0.00105911
2004-07-21 00:00:00+00:00,0.00154802
2004-07-22 00:00:00+00:00,0.00377817
2004-07-23 00:00:00+00:00,-0.00189106
2004-07-26 00:00:00+00:00,0.00954060
2004-07-27 00:00:00+00:00,-0.00899432
2004-07-28 00:00:00+00:00,0.00032100
2004-07-29 00:00:00+00:00,-0.01146277
2004-07-30 00:00:00+00:00,0.00086482
2004-08-02 00:00:00+00:00,0.00587262
2004-08-03 00:00:00+00:00,0.00107492
2004-08-04 00:00:00+00:00,-0.00452622
2004-08-05 00:00:00+00:00,0.00017644
2004-08-06 00:00:00+00:00,0.00822118
2004-08-09 00:00:00+00:00,0.00074045
2004-08-10 00:00:00+00:00,-0.00774356
2004-08-11 00:00:00+00:00,0.00258688
2004-08-12 00:00:00+00:00,0.00267783
2004-08-13 00:00:00+00:00,0.01770933
2004-08-16 00:00:00+00:00,-0.00176742
2004-08-17 00:00:00+00:00,-0.00062137
2004-08-18 00:00:00+00:00,-0.00196417
2004-08-19 00:00:00+00:00,0.00984355
2004-08-20 00:00:00+00:00,-0.00926127
2004-08-23 00:00:00+00:00,-0.01363681
2004-08-24 00:00:00+00:00,-0.00890239
2004-08-25 00:00:00+00:00,-0.00396257
2004-08-26 00:00:00+00:00,-0.00480422
2004-08-27 00:00:00+00:00,-0.00558504
2004-08-30 00:00:00+00:00,0.00082132
2004-08-31 00:00:00+00:00,0.00643789
2004-09-01 00:00:00+00:00,0.00735909
2004-09-02 00:00:00+00:00,-0.00354369
2004-09-03 00:00:00+00:00,-0.01032879
2004-09-06 00:00:00+00:00,-0.00899537
2004-09-07 00:00:00+00:00,0.00256183
2004-09-08 00:00:00+00:00,0.00439773
2004-09-09 00:00:00+00:00,0.00688681
2004-09-10 00:00:00+00:00,0.00213769
2004-09-13 00:00:00+00:00,0.00014831
2004-09-14 00:00:00+00:00,0.00247686
2004-09-15 00:00:00+00:00,-0.00578744
2004-09-16 00:00:00+00:00,0.00733037
2004-09-17 00:00:00+00:00,-0.00058244
2004-09-20 00:00:00+00:00,0.00956805
2004-09-21 00:00:00+00:00,0.01087709
2004-09-22 00:00:00+00:00,0.01330518
2004-09-23 00:00:00+00:00,0.00260104
2004-09-24 00:00:00+00:00,-0.00195022
2004-09-27 00:00:00+00:00,0.01276139
2004-09-28 00:00:00+00:00,0.00027502
2004-09-29 00:00:00+00:00,-0.00218464
2004-09-30 00:00:00+00:00,0.00689987
2004-10-01 00:00:00+00:00,-0.00752613
2004-10-04 00:00:00+00:00,-0.00653305
2004-10-05 00:00:00+00:00,0.00703112
2004-10-06 00:00:00+00:00,0.00061161
2004-10-07 00:00:00+00:00,0.00066296
2004-10-08 00:00:00+00:00,0.01154664
2004-10-11 00:00:00+00:00,0.00331730
2004-10-12 00:00:00+00:00,-0.00557269
2004-10-13 00:00:00+00:00,-0.00505885
2004-10-14 00:00:00+00:00,0.01337572
2004-10-15 00:00:00+00:00,-0.01155143
2004-10-18 00:00:00+00:00,-0.00412717
2004-10-19 00:00:00+00:00,0.00239049
2004-10-20 00:00:00+00:00,0.01011100
2004-10-21 00:00:00+00:00,-0.00088478
2004-10-22 00:00:00+00:00,0.00127108
2004-10-25 00:00:00+00:00,0.00555423
2004-10-26 00:00:00+00:00,-0.00259961
2004-10-27 00:00:00+00:00,-0.01585037
2004-10-28 00:00:00+00:00,-0.00663222
2004-10-29 00:00:00+00:00,0.02227877
2004-11-01 00:00:00+00:00,-0.01208997
2004-11-02 00:00:00+00:00,-0.00784393
2004-11-03 00:00:00+00:00,0.01837501
2004-11-04 00:00:00+00:00,0.00488004
2004-11-05 00:00:00+00:00,0.00007859
2004-11-08 00:00:00+00:00,-0.00274821
2004-11-09 00:00:00+00:00,0.00240659
2004-11-10 00:00:00+00:00,-0.00042055
2004-11-11 00:00:00+00:00,-0.00325886
2004-11-12 00:00:00+00:00,0.01053717
2004-11-15 00:00:00+00:00,-0.00414456
2004-11-16 00:00:00+00:00,-0.00317984
2004-11-17 00:00:00+00:00,0.01403261
2004-11-18 00:00:00+00:00,-0.00307596
2004-11-19 00:00:00+00:00,0.00056603
2004-11-22 00:00:00+00:00,-0.00090721
2004-11-23 00:00:00+00:00,0.00560447
2004-11-24 00:00:00+00:00,0.00420725
2004-11-25 00:00:00+00:00,0.01183879
2004-11-26 00:00:00+00:00,0.00435389
2004-11-29 00:00:00+00:00,-0.01220176
2004-11-30 00:00:00+00:00,-0.00477674
2004-12-01 00:00:00+00:00,0.03211230
2004-12-02 00:00:00+00:00,-0.01914881
2004-12-03 00:00:00+00:00,0.02598082
2004-12-06 00:00:00+00:00,-0.00059762
2004-12-07 00:00:00+00:00,-0.00469803
2004-12-08 00:00:00+00:00,-0.01825381
2004-12-09 00:00:00+00:00,-0.00503096
2004-12-10 00:00:00+00:00,-0.00588327
2004-12-13 00:00:00+00:00,0.00924711
2004-12-14 00:00:00+00:00,0.00006721
2004-12-15 00:00:00+00:00,0.01472507
2004-12-16 00:00:00+00:00,-0.01854033
2004-12-17 00:00:00+00:00,0.00581112
2004-12-20 00:00:00+00:00,0.00890006
2004-12-21 00:00:00+00:00,0.00041475
2004-12-22 00:00:00+00:00,-0.00333620
2004-12-23 00:00:00+00:00,0.00182269
2004-12-24 00:00:00+00:00,0.00304378
2004-12-27 00:00:00+00:00,0.00833494
2004-12-28 00:00:00+00:00,-0.00087195
2004-12-29 00:00:00+00:00,-0.00512264
2004-12-30 00:00:00+00:00,0.01110687
2004-12-31 00:00:00+00:00,-0.00345016
2005-01-03 00:00:00+00:00,-0.00753448
2005-01-04 00:00:00+00:00,-0.00556852
2005-01-05 00:00:00+00:00,-0.00118105
2005-01-06 00:00:00+00:00,-0.00662158
2005-01-07 00:00:00+00:00,-0.00089263
2005-01-10 00:00:00+00:00,0.00316316
2005-01-11 00:00:00+00:00,-0.00047500
2005-01-12 00:00:00+00:00,0.00557567
2005-01-13 00:00:00+00:00,-0.00282644
2005-01-14 00:00:00+00:00,-0.00137257
2005-01-17 00:00:00+00:00,-0.00091308
2005-01-18 00:00:00+00:00,-0.00414944
2005-01-19 00:00:00+00:00,-0.00820005
2005-01-20 00:00:00+00:00,-0.00367556
2005-01-21 00:00:00+00:00,0.00349950
2005-01-24 00:00:00+00:00,-0.00276627
2005-01-25 00:00:00+00:00,-0.01074091
2005-01-26 00:00:00+00:00,0.00921887
2005-01-27 00:00:00+00:00,-0.00344964
2005-01-28 00:00:00+00:00,0.00395535
2005-01-31 00:00:00+00:00,0.00026787
2005-02-01 00:00:00+00:00,0.00509980
2005-02-02 00:00:00+00:00,-0.00288459
2005-02-03 00:00:00+00:00,-0.01050978
2005-02-04 00:00:00+00:00,0.00593323
2005-02-07 00:00:00+00:00,0.00046911
2005-02-08 00:00:00+00:00,0.00101274
2005-02-09 00:00:00+00:00,-0.00066582
2005-02-10 00:00:00+00:00,0.00398990
2005-02-11 00:00:00+00:00,0.00502257
2005-02-14 00:00:00+00:00,0.00194537
2005-02-15 00:00:00+00:00,0.00370127
2005-02-16 00:00:00+00:00,-0.00521129
2005-02-17 00:00:00+00:00,-0.00130168
2005-02-18 00:00:00+00:00,-0.00169068
2005-02-21 00:00:00+00:00,-0.00123449
2005-02-22 00:00:00+00:00,-0.00147876
2005-02-23 00:00:00+00:00,-0.00284104
2005-02-24 00:00:00+00:00,-0.00201911
2005-02-25 00:00:00+00:00,-0.00058142
2005-02-28 00:00:00+00:00,0.00000862
2005-03-01 00:00:00+00:00,0.00125710
2005-03-02 00:00:00+00:00,0.00025801
2005-03-03 00:00:00+00:00,-0.00036789
2005-03-04 00:00:00+00:00,0.01019219
2005-03-07 00:00:00+00:00,0.00207941
2005-03-08 00:00:00+00:00,-0.00771191
2005-03-09 00:00:00+00:00,-0.00832986
2005-03-10 00:00:00+00:00,0.00157787
2005-03-11 00:00:00+00:00,-0.00264162
2005-03-14 00:00:00+00:00,0.00297776
2005-03-15 00:00:00+00:00,0.00024108
2005-03-16 00:00:00+00:00,-0.00379807
