Date,AUD
2001-12-18 00:00:00+00:00,-0.00976295
2001-12-19 00:00:00+00:00,-0.01723026
2001-12-20 00:00:00+00:00,-0.02053010
2001-12-21 00:00:00+00:00,0.01070043
2001-12-24 00:00:00+00:00,0.00232807
2001-12-26 00:00:00+00:00,-0.00321039
2001-12-27 00:00:00+00:00,-0.00163138
2001-12-28 00:00:00+00:00,0.01342935
2001-12-31 00:00:00+00:00,-0.00240901
2002-01-02 00:00:00+00:00,0.02123831
2002-01-03 00:00:00+00:00,-0.00121699
2002-01-04 00:00:00+00:00,0.02375807
2002-01-07 00:00:00+00:00,-0.00660292
2002-01-08 00:00:00+00:00,0.01910583
2002-01-09 00:00:00+00:00,0.00263695
2002-01-10 00:00:00+00:00,-0.00731703
2002-01-11 00:00:00+00:00,-0.00695766
2002-01-14 00:00:00+00:00,-0.01623101
2002-01-15 00:00:00+00:00,0.00695117
2002-01-16 00:00:00+00:00,-0.01204749
2002-01-17 00:00:00+00:00,-0.00316093
2002-01-18 00:00:00+00:00,-0.00004417
2002-01-22 00:00:00+00:00,0.01946242
2002-01-23 00:00:00+00:00,-0.00700115
2002-01-24 00:00:00+00:00,0.00693292
2002-01-25 00:00:00+00:00,-0.01086597
2002-01-28 00:00:00+00:00,-0.00082409
2002-01-29 00:00:00+00:00,-0.02375482
2002-01-30 00:00:00+00:00,-0.01696013
2002-01-31 00:00:00+00:00,0.00272876
2002-02-01 00:00:00+00:00,0.00708207
2002-02-04 00:00:00+00:00,0.01218812
2002-02-05 00:00:00+00:00,-0.00789400
2002-02-06 00:00:00+00:00,-0.00280422
2002-02-07 00:00:00+00:00,-0.00123001
2002-02-08 00:00:00+00:00,0.00942466
2002-02-11 00:00:00+00:00,0.00741546
2002-02-12 00:00:00+00:00,-0.01374359
2002-02-13 00:00:00+00:00,0.00231642
2002-02-14 00:00:00+00:00,0.02750043
2002-02-15 00:00:00+00:00,0.00266936
2002-02-19 00:00:00+00:00,0.00537871
2002-02-20 00:00:00+00:00,0.00072545
2002-02-21 00:00:00+00:00,-0.00391163
2002-02-22 00:00:00+00:00,-0.01592066
2002-02-25 00:00:00+00:00,0.00034260
2002-02-26 00:00:00+00:00,0.00073269
2002-02-27 00:00:00+00:00,0.00736265
2002-02-28 00:00:00+00:00,0.00772388
2002-03-01 00:00:00+00:00,0.00885418
2002-03-04 00:00:00+00:00,0.00149267
2002-03-05 00:00:00+00:00,0.00187655
2002-03-06 00:00:00+00:00,0.01072255
2002-03-07 00:00:00+00:00,0.00951710
2002-03-08 00:00:00+00:00,-0.00918841
2002-03-11 00:00:00+00:00,-0.00387500
2002-03-12 00:00:00+00:00,-0.00503276
2002-03-13 00:00:00+00:00,-0.00466095
2002-03-14 00:00:00+00:00,0.01516278
2002-03-15 00:00:00+00:00,-0.00176995
2002-03-18 00:00:00+00:00,-0.00196457
2002-03-19 00:00:00+00:00,-0.00618055
2002-03-20 00:00:00+00:00,0.02608346
2002-03-21 00:00:00+00:00,-0.00042916
2002-03-22 00:00:00+00:00,0.00184681
2002-03-25 00:00:00+00:00,-0.00194419
2002-03-26 00:00:00+00:00,-0.00953324
2002-03-27 00:00:00+00:00,-0.00004917
2002-03-28 00:00:00+00:00,0.02358366
2002-04-01 00:00:00+00:00,-0.00080233
2002-04-02 00:00:00+00:00,0.00522688
2002-04-03 00:00:00+00:00,-0.00794215
2002-04-04 00:00:00+00:00,-0.00646371
2002-04-05 00:00:00+00:00,-0.00231950
2002-04-08 00:00:00+00:00,-0.01065987
2002-04-09 00:00:00+00:00,0.00071482
2002-04-10 00:00:00+00:00,0.01252236
2002-04-11 00:00:00+00:00,0.01660710
2002-04-12 00:00:00+00:00,-0.00192355
2002-04-15 00:00:00+00:00,-0.00981588
2002-04-16 00:00:00+00:00,0.00335065
2002-04-17 00:00:00+00:00,0.01748010
2002-04-18 00:00:00+00:00,0.00368927
2002-04-19 00:00:00+00:00,0.00480081
2002-04-22 00:00:00+00:00,0.00441734
2002-04-23 00:00:00+00:00,-0.00895591
2002-04-24 00:00:00+00:00,0.01598586
2002-04-25 00:00:00+00:00,0.00549983
2002-04-26 00:00:00+00:00,-0.00115418
2002-04-29 00:00:00+00:00,-0.01812980
2002-04-30 00:00:00+00:00,-0.00265493
2002-05-01 00:00:00+00:00,0.00442594
2002-05-02 00:00:00+00:00,-0.01232512
2002-05-03 00:00:00+00:00,0.01342752
2002-05-06 00:00:00+00:00,-0.00079225
2002-05-07 00:00:00+00:00,0.00218367
2002-05-08 00:00:00+00:00,-0.00153422
2002-05-09 00:00:00+00:00,0.01742378
2002-05-10 00:00:00+00:00,0.00363694
2002-05-13 00:00:00+00:00,0.00749203
2002-05-14 00:00:00+00:00,0.00031782
2002-05-15 00:00:00+00:00,0.00471472
2002-05-16 00:00:00+00:00,0.00031772
