Date,US-DISCRETE
2013-07-05 00:00:00+00:00,0.00801840
2013-07-08 00:00:00+00:00,0.01054872
2013-07-09 00:00:00+00:00,0.00427743
2013-07-10 00:00:00+00:00,-0.00034196
2013-07-11 00:00:00+00:00,0.01636437
2013-07-12 00:00:00+00:00,0.00435990
2013-07-15 00:00:00+00:00,-0.00133713
2013-07-16 00:00:00+00:00,-0.00685732
2013-07-17 00:00:00+00:00,0.00033584
2013-07-18 00:00:00+00:00,0.00639539
2013-07-19 00:00:00+00:00,-0.00184048
2013-07-22 00:00:00+00:00,0.00033413
2013-07-23 00:00:00+00:00,-0.00234583
2013-07-24 00:00:00+00:00,-0.00369446
2013-07-25 00:00:00+00:00,-0.00134887
2013-07-26 00:00:00+00:00,0.00674935
2013-07-29 00:00:00+00:00,0.00452480
2013-07-30 00:00:00+00:00,-0.01151442
2013-07-31 00:00:00+00:00,0.00506309
2013-08-01 00:00:00+00:00,0.01645840
2013-08-02 00:00:00+00:00,0.00644316
2013-08-05 00:00:00+00:00,-0.00426986
2013-08-06 00:00:00+00:00,-0.00527758
2013-08-07 00:00:00+00:00,-0.00464241
2013-08-08 00:00:00+00:00,0.00299609
2013-08-09 00:00:00+00:00,-0.00033354
2013-08-12 00:00:00+00:00,0.00099489
2013-08-13 00:00:00+00:00,-0.00199259
2013-08-14 00:00:00+00:00,-0.00914522
2013-08-15 00:00:00+00:00,-0.01946449
2013-08-16 00:00:00+00:00,-0.00085685
2013-08-19 00:00:00+00:00,-0.00120039
2013-08-20 00:00:00+00:00,0.00479962
2013-08-21 00:00:00+00:00,-0.00819239
2013-08-22 00:00:00+00:00,0.01015043
2013-08-23 00:00:00+00:00,-0.00238545
2013-08-26 00:00:00+00:00,0.00016961
2013-08-27 00:00:00+00:00,-0.01587685
2013-08-28 00:00:00+00:00,0.00381515
2013-08-29 00:00:00+00:00,0.00587439
2013-08-30 00:00:00+00:00,-0.00859029
2013-09-03 00:00:00+00:00,0.00849003
2013-09-04 00:00:00+00:00,0.00910590
2013-09-05 00:00:00+00:00,0.00323444
2013-09-06 00:00:00+00:00,-0.00203722
2013-09-09 00:00:00+00:00,0.00884283
2013-09-10 00:00:00+00:00,0.00741683
2013-09-11 00:00:00+00:00,0.00803143
2013-09-12 00:00:00+00:00,0.08001265
2013-09-13 00:00:00+00:00,-0.00253105
2013-09-16 00:00:00+00:00,0.00964228
2013-09-18 00:00:00+00:00,0.01218480
2013-09-19 00:00:00+00:00,0.00065044
2013-09-20 00:00:00+00:00,-0.00471510
2013-09-23 00:00:00+00:00,-0.00849452
2013-09-24 00:00:00+00:00,-0.00000070
2013-09-25 00:00:00+00:00,-0.00378969
2013-09-26 00:00:00+00:00,0.00694545
2013-09-27 00:00:00+00:00,0.00065636
2013-09-30 00:00:00+00:00,-0.00328288
2013-10-01 00:00:00+00:00,0.00592703
2013-10-02 00:00:00+00:00,-0.00065555
2013-10-03 00:00:00+00:00,-0.00802705
2013-10-04 00:00:00+00:00,0.00908113
2013-10-07 00:00:00+00:00,-0.01423761
2013-10-08 00:00:00+00:00,-0.01543980
2013-10-09 00:00:00+00:00,-0.00438501
2013-10-10 00:00:00+00:00,0.01964289
2013-10-11 00:00:00+00:00,0.01029539
2013-10-14 00:00:00+00:00,0.00295717
2013-10-15 00:00:00+00:00,-0.00475698
2013-10-16 00:00:00+00:00,0.00806715
2013-10-17 00:00:00+00:00,0.00898412
2013-10-18 00:00:00+00:00,0.00615201
2013-10-21 00:00:00+00:00,0.00160814
2013-10-22 00:00:00+00:00,0.00787162
2013-10-23 00:00:00+00:00,-0.00765283
2013-10-24 00:00:00+00:00,0.00931628
2013-10-25 00:00:00+00:00,0.00668372
2013-10-28 00:00:00+00:00,-0.00110792
2013-10-29 00:00:00+00:00,0.00458879
2013-10-30 00:00:00+00:00,-0.00157668
2013-10-31 00:00:00+00:00,0.00410183
2013-11-01 00:00:00+00:00,0.00141330
