Date,MILKDRY
2016-04-11 00:00:00+00:00,0.01451560
2016-04-12 00:00:00+00:00,0.01773569
2016-04-13 00:00:00+00:00,0.01955427
2016-04-14 00:00:00+00:00,0.03979938
2016-04-15 00:00:00+00:00,0.03591082
2016-04-18 00:00:00+00:00,0.01720476
2016-04-19 00:00:00+00:00,-0.00505074
2016-04-20 00:00:00+00:00,-0.02557235
2016-04-21 00:00:00+00:00,0.00467800
2016-04-22 00:00:00+00:00,0.00933253
2016-04-25 00:00:00+00:00,0.02126219
2016-04-26 00:00:00+00:00,0.02027402
2016-04-27 00:00:00+00:00,-0.04983695
2016-04-28 00:00:00+00:00,-0.00767086
2016-04-29 00:00:00+00:00,-0.05274985
2016-05-02 00:00:00+00:00,-0.00737992
2016-05-03 00:00:00+00:00,-0.01198289
2016-05-04 00:00:00+00:00,-0.00009083
2016-05-05 00:00:00+00:00,0.06727871
2016-05-06 00:00:00+00:00,-0.04690783
2016-05-09 00:00:00+00:00,0.05017790
2016-05-10 00:00:00+00:00,-0.02271760
2016-05-11 00:00:00+00:00,-0.00009211
2016-05-12 00:00:00+00:00,0.02369420
2016-05-13 00:00:00+00:00,0.01356652
2016-05-16 00:00:00+00:00,0.03039210
2016-05-17 00:00:00+00:00,-0.02471467
2016-05-18 00:00:00+00:00,-0.01041849
2016-05-19 00:00:00+00:00,-0.00531810
2016-05-20 00:00:00+00:00,0.04196471
2016-05-23 00:00:00+00:00,0.00477896
2016-05-24 00:00:00+00:00,-0.00154125
2016-05-25 00:00:00+00:00,-0.02608791
2016-05-26 00:00:00+00:00,0.02155632
2016-05-27 00:00:00+00:00,0.01597762
2016-05-31 00:00:00+00:00,-0.00514517
2016-06-01 00:00:00+00:00,0.01177810
2016-06-02 00:00:00+00:00,0.02339182
2016-06-03 00:00:00+00:00,0.04081493
2016-06-06 00:00:00+00:00,-0.01699595
2016-06-07 00:00:00+00:00,-0.03953420
2016-06-08 00:00:00+00:00,0.01831604
2016-06-09 00:00:00+00:00,0.04470987
2016-06-10 00:00:00+00:00,0.01083022
2016-06-13 00:00:00+00:00,0.06240775
2016-06-14 00:00:00+00:00,-0.00901489
2016-06-15 00:00:00+00:00,-0.03709459
2016-06-16 00:00:00+00:00,0.00735959
2016-06-17 00:00:00+00:00,0.01495778
2016-06-20 00:00:00+00:00,0.00943142
2016-06-21 00:00:00+00:00,0.03772810
2016-06-22 00:00:00+00:00,0.03187080
2016-06-23 00:00:00+00:00,-0.00459762
2016-06-24 00:00:00+00:00,-0.01131941
2016-06-27 00:00:00+00:00,-0.01372842
2016-06-28 00:00:00+00:00,0.01399844
