Date,US-MATERIAL
2013-04-08 00:00:00+00:00,0.00521686
2013-04-09 00:00:00+00:00,0.01112287
2013-04-10 00:00:00+00:00,0.00806649
2013-04-11 00:00:00+00:00,0.00290860
2013-04-12 00:00:00+00:00,-0.01281910
2013-04-15 00:00:00+00:00,-0.03625850
2013-04-16 00:00:00+00:00,0.01448752
2013-04-17 00:00:00+00:00,-0.01252974
2013-04-18 00:00:00+00:00,-0.00253898
2013-04-19 00:00:00+00:00,0.00890218
2013-04-22 00:00:00+00:00,0.01462283
2013-04-23 00:00:00+00:00,0.00447168
2013-04-24 00:00:00+00:00,0.01632700
2013-04-25 00:00:00+00:00,0.01095269
2013-04-26 00:00:00+00:00,-0.01565281
2013-04-29 00:00:00+00:00,0.01614341
2013-04-30 00:00:00+00:00,-0.00216799
2013-05-01 00:00:00+00:00,-0.01085800
2013-05-02 00:00:00+00:00,0.00365699
2013-05-03 00:00:00+00:00,0.01798158
2013-05-06 00:00:00+00:00,0.00119241
2013-05-08 00:00:00+00:00,0.01764299
2013-05-09 00:00:00+00:00,0.00140454
2013-05-10 00:00:00+00:00,-0.00117099
2013-05-13 00:00:00+00:00,-0.00702875
2013-05-14 00:00:00+00:00,0.01320932
2013-05-15 00:00:00+00:00,0.00395696
2013-05-16 00:00:00+00:00,-0.00510296
2013-05-17 00:00:00+00:00,0.01281953
2013-05-20 00:00:00+00:00,-0.00046157
2013-05-21 00:00:00+00:00,-0.00046178
2013-05-22 00:00:00+00:00,-0.01382283
2013-05-23 00:00:00+00:00,0.00069957
2013-05-24 00:00:00+00:00,-0.00396945
2013-05-28 00:00:00+00:00,0.00796679
2013-05-29 00:00:00+00:00,-0.00255888
2013-05-30 00:00:00+00:00,0.00302939
2013-05-31 00:00:00+00:00,-0.01045888
2013-06-03 00:00:00+00:00,0.00070322
2013-06-04 00:00:00+00:00,-0.00258289
2013-06-05 00:00:00+00:00,-0.01623670
2013-06-06 00:00:00+00:00,-0.00143647
2013-06-07 00:00:00+00:00,0.00934005
2013-06-10 00:00:00+00:00,0.00688056
2013-06-11 00:00:00+00:00,-0.01272811
2013-06-12 00:00:00+00:00,-0.00596935
2013-06-13 00:00:00+00:00,0.00047897
2013-06-17 00:00:00+00:00,0.01242979
2013-06-18 00:00:00+00:00,0.00354882
2013-06-19 00:00:00+00:00,-0.00495424
2013-06-20 00:00:00+00:00,-0.02536287
2013-06-21 00:00:00+00:00,-0.00218998
2013-06-24 00:00:00+00:00,-0.01389396
2013-06-25 00:00:00+00:00,0.00246982
2013-06-26 00:00:00+00:00,0.00394308
2013-06-27 00:00:00+00:00,-0.00024713
2013-06-28 00:00:00+00:00,-0.00466814
2013-07-01 00:00:00+00:00,0.00789621
2013-07-02 00:00:00+00:00,-0.00881601
2013-07-03 00:00:00+00:00,0.00098701
2013-07-09 00:00:00+00:00,0.02837985
2013-07-10 00:00:00+00:00,-0.00360084
2013-07-11 00:00:00+00:00,0.02191602
2013-07-12 00:00:00+00:00,-0.00471470
2013-07-15 00:00:00+00:00,0.00213006
2013-07-16 00:00:00+00:00,-0.00874404
2013-07-17 00:00:00+00:00,0.01001100
2013-07-18 00:00:00+00:00,0.00094322
2013-07-19 00:00:00+00:00,0.00471516
2013-07-22 00:00:00+00:00,0.00304994
2013-07-23 00:00:00+00:00,0.00350882
2013-07-24 00:00:00+00:00,-0.01119212
2013-07-25 00:00:00+00:00,0.01155318
2013-07-26 00:00:00+00:00,-0.00582807
2013-07-29 00:00:00+00:00,0.00632975
2013-07-30 00:00:00+00:00,-0.00139894
2013-07-31 00:00:00+00:00,-0.00373414
