Date,GBP
2002-03-18 00:00:00+00:00,0.00446908
2002-03-19 00:00:00+00:00,-0.00286877
2002-03-20 00:00:00+00:00,0.00503016
2002-03-21 00:00:00+00:00,-0.00370978
2002-03-22 00:00:00+00:00,-0.00005001
2002-03-25 00:00:00+00:00,0.00079698
2002-03-26 00:00:00+00:00,0.00121950
2002-03-27 00:00:00+00:00,-0.00230301
2002-03-28 00:00:00+00:00,0.00107930
2002-04-01 00:00:00+00:00,0.02222031
2002-04-02 00:00:00+00:00,-0.00646122
2002-04-03 00:00:00+00:00,-0.00088794
2002-04-04 00:00:00+00:00,-0.00256680
2002-04-05 00:00:00+00:00,-0.00116867
2002-04-08 00:00:00+00:00,-0.00313118
2002-04-09 00:00:00+00:00,0.00739241
2002-04-10 00:00:00+00:00,0.00079237
2002-04-11 00:00:00+00:00,0.00358738
2002-04-12 00:00:00+00:00,-0.00283724
2002-04-15 00:00:00+00:00,0.00218862
2002-04-16 00:00:00+00:00,0.00106903
2002-04-17 00:00:00+00:00,0.00734571
2002-04-18 00:00:00+00:00,0.00606756
2002-04-19 00:00:00+00:00,-0.00004723
2002-04-22 00:00:00+00:00,0.00189265
2002-04-23 00:00:00+00:00,-0.00364584
2002-04-24 00:00:00+00:00,0.00161694
2002-04-25 00:00:00+00:00,0.00937339
2002-04-26 00:00:00+00:00,0.00353743
2002-04-29 00:00:00+00:00,0.00242902
2002-04-30 00:00:00+00:00,-0.00197300
2002-05-01 00:00:00+00:00,0.00793295
2002-05-02 00:00:00+00:00,0.00022578
2002-05-03 00:00:00+00:00,0.00598181
2002-05-06 00:00:00+00:00,0.00104443
2002-05-07 00:00:00+00:00,-0.00059429
2002-05-08 00:00:00+00:00,-0.01643926
2002-05-09 00:00:00+00:00,0.00477193
2002-05-10 00:00:00+00:00,0.00489739
2002-05-13 00:00:00+00:00,-0.00717511
2002-05-14 00:00:00+00:00,-0.01091370
2002-05-15 00:00:00+00:00,0.01502592
2002-05-16 00:00:00+00:00,-0.00416527
