Date,STEEL
2010-09-03 00:00:00+00:00,-0.00000367
2010-09-07 00:00:00+00:00,-0.00000367
2010-09-08 00:00:00+00:00,-0.00000381
2010-09-09 00:00:00+00:00,-0.00000394
2010-09-10 00:00:00+00:00,-0.00000389
2010-09-13 00:00:00+00:00,-0.00000403
2010-09-14 00:00:00+00:00,-0.00000422
2010-09-15 00:00:00+00:00,-0.00000444
2010-09-16 00:00:00+00:00,-0.00000436
2010-09-17 00:00:00+00:00,-0.00000431
2010-09-20 00:00:00+00:00,0.01311039
2010-09-21 00:00:00+00:00,-0.00000450
2010-09-22 00:00:00+00:00,-0.01618567
2010-09-23 00:00:00+00:00,-0.00005776
2010-09-24 00:00:00+00:00,-0.00000408
2010-09-27 00:00:00+00:00,-0.00000381
2010-09-28 00:00:00+00:00,-0.00000436
2010-09-29 00:00:00+00:00,-0.00000450
2010-09-30 00:00:00+00:00,-0.00000450
2010-10-01 00:00:00+00:00,-0.00000436
2010-10-04 00:00:00+00:00,-0.00000431
2010-10-05 00:00:00+00:00,-0.02936709
2010-10-06 00:00:00+00:00,-0.01658615
2010-10-07 00:00:00+00:00,-0.02505793
2010-10-08 00:00:00+00:00,-0.03703318
2010-10-11 00:00:00+00:00,-0.00863518
2010-10-12 00:00:00+00:00,-0.00005999
2010-10-13 00:00:00+00:00,-0.00000381
2010-10-14 00:00:00+00:00,0.01034088
2010-10-15 00:00:00+00:00,0.00855985
2010-10-18 00:00:00+00:00,-0.00000394
2010-10-19 00:00:00+00:00,0.01709007
2010-10-20 00:00:00+00:00,0.01680283
2010-10-21 00:00:00+00:00,-0.00005905
2010-10-22 00:00:00+00:00,-0.00000353
2010-10-25 00:00:00+00:00,-0.00000339
2010-10-26 00:00:00+00:00,-0.00000381
2010-10-27 00:00:00+00:00,0.01666286
2010-10-28 00:00:00+00:00,-0.00000367
2010-10-29 00:00:00+00:00,-0.00000331
2010-11-01 00:00:00+00:00,-0.00000317
2010-11-02 00:00:00+00:00,-0.00000367
2010-11-03 00:00:00+00:00,-0.02459369
2010-11-04 00:00:00+00:00,-0.00005749
2010-11-05 00:00:00+00:00,-0.00832285
2010-11-08 00:00:00+00:00,-0.00000344
2010-11-09 00:00:00+00:00,0.02499633
2010-11-10 00:00:00+00:00,-0.00005867
2010-11-11 00:00:00+00:00,-0.00000367
2010-11-12 00:00:00+00:00,-0.00000367
2010-11-15 00:00:00+00:00,-0.00000372
2010-11-16 00:00:00+00:00,-0.00000394
2010-11-17 00:00:00+00:00,-0.00000394
2010-11-18 00:00:00+00:00,0.00826057
2010-11-19 00:00:00+00:00,0.01638964
2010-11-22 00:00:00+00:00,-0.00000367
2010-11-23 00:00:00+00:00,-0.00000417
2010-11-24 00:00:00+00:00,0.01612395
