Date,FTSEVIET
2023-06-13 00:00:00+00:00,0.02121746
2023-06-14 00:00:00+00:00,0.00417408
2023-06-15 00:00:00+00:00,-0.02044187
2023-06-16 00:00:00+00:00,0.00138736
2023-06-17 00:00:00+00:00,0.00211070
2023-06-19 00:00:00+00:00,-0.01140029
2023-06-20 00:00:00+00:00,-0.00030856
2023-06-21 00:00:00+00:00,0.00665550
2023-06-22 00:00:00+00:00,0.00717249
2023-06-23 00:00:00+00:00,0.01159107
2023-06-26 00:00:00+00:00,0.01642684
2023-06-27 00:00:00+00:00,0.01137106
2023-06-28 00:00:00+00:00,-0.00454610
2023-06-29 00:00:00+00:00,-0.00014856
2023-06-30 00:00:00+00:00,-0.01340021
2023-07-03 00:00:00+00:00,0.00209080
2023-07-04 00:00:00+00:00,0.00470406
2023-07-05 00:00:00+00:00,0.00761164
2023-07-06 00:00:00+00:00,-0.00620005
2023-07-07 00:00:00+00:00,0.00483096
2023-07-08 00:00:00+00:00,0.00260364
2023-07-10 00:00:00+00:00,0.01852134
2023-07-11 00:00:00+00:00,0.00623706
2023-07-12 00:00:00+00:00,0.00256005
2023-07-13 00:00:00+00:00,0.01282311
2023-07-17 00:00:00+00:00,0.03720317
2023-07-18 00:00:00+00:00,0.00022346
2023-07-19 00:00:00+00:00,-0.00384817
2023-07-20 00:00:00+00:00,-0.00227134
2023-07-21 00:00:00+00:00,0.01313307
2023-07-22 00:00:00+00:00,0.00561756
2023-07-24 00:00:00+00:00,0.01496942
2023-07-25 00:00:00+00:00,-0.00030217
2023-07-26 00:00:00+00:00,0.00974993
2023-07-27 00:00:00+00:00,-0.00840696
2023-07-28 00:00:00+00:00,0.01077523
2023-07-31 00:00:00+00:00,0.06212417
2023-08-01 00:00:00+00:00,0.00020192
2023-08-02 00:00:00+00:00,-0.01118933
2023-08-03 00:00:00+00:00,-0.00776138
2023-08-04 00:00:00+00:00,0.01978782
2023-08-07 00:00:00+00:00,0.02741798
2023-08-08 00:00:00+00:00,-0.00079165
2023-08-09 00:00:00+00:00,-0.00559413
2023-08-10 00:00:00+00:00,-0.00263859
2023-08-11 00:00:00+00:00,0.00533540
